Site,Frequency,ReZxxCal,ImZxxCal,ReZxyCal,ImZxyCal,ReZyxCal,ImZyxCal,ReZyyCal,ImZyyCal,ReZxxObs,ImZxxObs,ReZxyObs,ImZxyObs,ReZyxObs,ImZyxObs,ReZyyObs,ImZyyObs,ReZxxErr,ImZxxErr,ReZxyErr,ImZxyErr,ReZyxErr,ImZyxErr,ReZyyErr,ImZyyErr,
20,2.511800e+000,-1.914574e-002,7.563651e-003,3.191220e-002,-3.101222e-002,-4.559111e-002,3.525012e-002,5.040622e-003,5.388887e-004,-1.924200e-002,1.554900e-002,3.145300e-002,-3.235800e-002,-5.162000e-002,3.226500e-002,1.565200e-002,-5.046000e-004,5.011800e-003,5.011800e-003,2.620600e-003,2.620600e-003,2.620600e-003,2.620600e-003,4.631300e-003,4.631300e-003,
20,3.981000e+000,-2.225836e-002,7.798338e-003,4.043420e-002,-3.998065e-002,-5.591664e-002,4.310754e-002,4.834632e-003,1.020508e-003,-2.818100e-002,1.188200e-002,3.578200e-002,-4.301800e-002,-6.159500e-002,4.524100e-002,1.014000e-002,3.753600e-003,6.205200e-003,6.205200e-003,3.269700e-003,3.269700e-003,3.269700e-003,3.269700e-003,4.312000e-003,4.312000e-003,
20,6.309500e+000,-2.560224e-002,6.645635e-003,5.133340e-002,-5.084577e-002,-6.817176e-002,5.142667e-002,4.505347e-003,1.536749e-003,-3.161700e-002,5.732100e-003,4.630600e-002,-5.342400e-002,-6.807900e-002,5.108100e-002,5.567700e-003,8.549300e-003,7.149400e-003,7.149400e-003,3.878600e-003,3.878600e-003,3.878600e-003,3.878600e-003,4.420200e-003,4.420200e-003,
20,6.309500e+000,-2.621551e-002,6.025363e-003,4.999313e-002,-5.227237e-002,-6.942829e-002,5.064340e-002,4.824742e-003,1.928036e-003,-3.161700e-002,5.732100e-003,4.630600e-002,-5.342400e-002,-6.807900e-002,5.108100e-002,5.567700e-003,8.549300e-003,7.149400e-003,7.149400e-003,3.878600e-003,3.878600e-003,3.878600e-003,3.878600e-003,4.420200e-003,4.420200e-003,
20,1.000000e+001,-2.722439e-002,2.755481e-003,6.552273e-002,-6.588917e-002,-8.235297e-002,5.938533e-002,3.966940e-003,3.320784e-003,-3.154500e-002,-8.113400e-004,6.237200e-002,-6.519200e-002,-7.377200e-002,5.820200e-002,3.496400e-003,1.192200e-002,8.003600e-003,8.003600e-003,4.603800e-003,4.603800e-003,4.603800e-003,4.603800e-003,5.125300e-003,5.125300e-003,
20,1.000000e+001,-2.755180e-002,3.760725e-003,6.582469e-002,-6.408332e-002,-8.128772e-002,6.110984e-002,3.891044e-003,2.392230e-003,-3.154500e-002,-8.113400e-004,6.237200e-002,-6.519200e-002,-7.377200e-002,5.820200e-002,3.496400e-003,1.192200e-002,8.003600e-003,8.003600e-003,4.603800e-003,4.603800e-003,4.603800e-003,4.603800e-003,5.125300e-003,5.125300e-003,
20,1.584800e+001,-2.458098e-002,2.861753e-004,8.491244e-002,-7.988857e-002,-9.550197e-002,7.185152e-002,1.454349e-003,4.747534e-003,-3.147300e-002,-7.796200e-003,8.223700e-002,-7.901500e-002,-9.129700e-002,7.103900e-002,7.152400e-003,1.768600e-002,9.121400e-003,9.121400e-003,5.742900e-003,5.742900e-003,5.742900e-003,5.742900e-003,7.046700e-003,7.046700e-003,
20,1.584800e+001,-2.599756e-002,6.063911e-004,8.479807e-002,-7.857040e-002,-9.509658e-002,7.455155e-002,2.020771e-003,3.469558e-003,-3.147300e-002,-7.796200e-003,8.223700e-002,-7.901500e-002,-9.129700e-002,7.103900e-002,7.152400e-003,1.768600e-002,9.121400e-003,9.121400e-003,5.742900e-003,5.742900e-003,5.742900e-003,5.742900e-003,7.046700e-003,7.046700e-003,
20,2.511800e+001,-1.847004e-002,2.049505e-003,1.055325e-001,-9.496304e-002,-1.106472e-001,9.121544e-002,-3.420803e-003,4.299416e-003,-2.625000e-002,-9.729900e-003,1.007000e-001,-9.518300e-002,-1.133500e-001,9.359900e-002,-5.577900e-004,2.292300e-002,9.342500e-003,9.342500e-003,7.136100e-003,7.136100e-003,7.136100e-003,7.136100e-003,8.708800e-003,8.708800e-003,
20,2.511800e+001,-2.020592e-002,8.907250e-004,1.063288e-001,-9.340562e-002,-1.111436e-001,9.468971e-002,-2.008265e-003,3.164373e-003,-2.625000e-002,-9.729900e-003,1.007000e-001,-9.518300e-002,-1.133500e-001,9.359900e-002,-5.577900e-004,2.292300e-002,9.342500e-003,9.342500e-003,7.136100e-003,7.136100e-003,7.136100e-003,7.136100e-003,8.708800e-003,8.708800e-003,
20,6.309500e+002,-1.217544e-001,1.643961e-001,4.832428e-001,-5.538888e-001,-4.865285e-001,5.274163e-001,4.884513e-002,-6.187167e-002,-1.798400e-002,1.909700e-001,4.605100e-001,-4.022900e-001,-5.582000e-001,3.947600e-001,1.529900e-001,-8.818900e-002,5.137100e-002,5.137100e-002,2.550900e-001,2.550900e-001,5.461400e-002,5.461400e-002,5.211900e-002,5.211900e-002,
20,6.309500e+002,-1.109319e-001,1.579797e-001,4.689745e-001,-5.398063e-001,-4.996556e-001,5.585570e-001,5.170508e-002,-6.762738e-002,-1.798400e-002,1.909700e-001,4.605100e-001,-4.022900e-001,-5.582000e-001,3.947600e-001,1.529900e-001,-8.818900e-002,5.137100e-002,5.137100e-002,2.550900e-001,2.550900e-001,5.461400e-002,5.461400e-002,5.211900e-002,5.211900e-002,
21,6.309500e+000,-9.383171e-003,-2.714967e-003,3.177473e-002,-3.237783e-002,-3.674026e-002,2.667753e-002,2.686876e-003,9.986886e-004,-1.627200e-002,-2.557800e-003,3.398500e-002,-3.187800e-002,-3.833100e-002,2.623500e-002,2.407300e-003,1.361600e-003,4.155700e-003,4.155700e-003,4.158300e-003,4.158300e-003,3.035900e-003,3.035900e-003,1.700100e-003,1.700100e-003,
21,6.309500e+000,-8.886202e-003,-2.479998e-003,3.170106e-002,-3.162654e-002,-3.663089e-002,2.641523e-002,1.679860e-003,7.928853e-004,-1.627200e-002,-2.557800e-003,3.398500e-002,-3.187800e-002,-3.833100e-002,2.623500e-002,2.407300e-003,1.361600e-003,4.155700e-003,4.155700e-003,4.158300e-003,4.158300e-003,3.035900e-003,3.035900e-003,1.700100e-003,1.700100e-003,
21,1.000000e+001,-7.695389e-003,-4.597964e-003,4.022481e-002,-4.032521e-002,-4.205445e-002,3.375189e-002,2.319510e-003,1.703906e-003,-1.458500e-002,-5.806600e-003,4.356200e-002,-3.937200e-002,-4.498700e-002,3.379500e-002,2.423900e-003,2.224800e-003,4.554100e-003,4.554100e-003,5.436000e-003,5.436000e-003,4.436300e-003,4.436300e-003,2.040900e-003,2.040900e-003,
21,1.000000e+001,-7.563077e-003,-4.246247e-003,3.973180e-002,-3.950555e-002,-4.182797e-002,3.332725e-002,1.613810e-003,1.270167e-003,-1.458500e-002,-5.806600e-003,4.356200e-002,-3.937200e-002,-4.498700e-002,3.379500e-002,2.423900e-003,2.224800e-003,4.554100e-003,4.554100e-003,5.436000e-003,5.436000e-003,4.436300e-003,4.436300e-003,2.040900e-003,2.040900e-003,
21,1.584800e+001,-4.858896e-003,-5.445065e-003,5.012271e-002,-5.054088e-002,-4.873088e-002,4.484240e-002,1.482805e-003,2.310612e-003,-9.658400e-003,-8.042500e-003,5.606900e-002,-5.079400e-002,-5.208200e-002,4.607300e-002,1.032000e-003,2.714900e-003,4.625400e-003,4.625400e-003,9.433400e-003,9.433400e-003,7.352000e-003,7.352000e-003,2.131700e-003,2.131700e-003,
21,1.584800e+001,-4.982876e-003,-5.395169e-003,4.933571e-002,-4.980623e-002,-4.834368e-002,4.424888e-002,1.012045e-003,1.987863e-003,-9.658400e-003,-8.042500e-003,5.606900e-002,-5.079400e-002,-5.208200e-002,4.607300e-002,1.032000e-003,2.714900e-003,4.625400e-003,4.625400e-003,9.433400e-003,9.433400e-003,7.352000e-003,7.352000e-003,2.131700e-003,2.131700e-003,
21,2.511800e+001,-1.830423e-003,-4.496512e-003,6.243175e-002,-6.452242e-002,-5.928997e-002,6.113029e-002,4.009930e-004,2.497665e-003,-4.931000e-003,-8.195600e-003,6.791700e-002,-6.154600e-002,-6.281400e-002,6.106400e-002,-2.211300e-004,3.221500e-003,4.441200e-003,4.441200e-003,1.155400e-002,1.155400e-002,9.006500e-003,9.006500e-003,2.522900e-003,2.522900e-003,
21,2.511800e+001,-1.710602e-003,-4.802497e-003,6.132576e-002,-6.372503e-002,-5.849400e-002,6.023491e-002,-1.810691e-004,2.230363e-003,-4.931000e-003,-8.195600e-003,6.791700e-002,-6.154600e-002,-6.281400e-002,6.106400e-002,-2.211300e-004,3.221500e-003,4.441200e-003,4.441200e-003,1.155400e-002,1.155400e-002,9.006500e-003,9.006500e-003,2.522900e-003,2.522900e-003,
21,3.981000e+001,-1.417157e-004,-1.996916e-003,7.937114e-002,-8.304014e-002,-7.689204e-002,8.144124e-002,-5.078132e-004,2.310396e-003,-1.707800e-003,-5.665700e-003,8.350100e-002,-7.552500e-002,-7.975000e-002,7.873700e-002,-1.173100e-003,3.617500e-003,3.871800e-003,3.871800e-003,1.440100e-002,1.440100e-002,1.135300e-002,1.135300e-002,3.096700e-003,3.096700e-003,
21,3.981000e+001,4.636245e-004,-2.107968e-003,7.742268e-002,-8.232956e-002,-7.500828e-002,8.065275e-002,-1.169707e-003,1.658797e-003,-1.707800e-003,-5.665700e-003,8.350100e-002,-7.552500e-002,-7.975000e-002,7.873700e-002,-1.173100e-003,3.617500e-003,3.871800e-003,3.871800e-003,1.440100e-002,1.440100e-002,1.135300e-002,1.135300e-002,3.096700e-003,3.096700e-003,
21,6.309500e+001,-5.398766e-004,4.588359e-004,1.027319e-001,-1.049012e-001,-1.015714e-001,1.024101e-001,-1.161496e-003,2.180032e-003,-1.062100e-003,-1.385800e-003,1.045900e-001,-9.738000e-002,-1.045100e-001,1.010500e-001,-2.526900e-003,3.521800e-003,2.369400e-003,2.369400e-003,1.832900e-002,1.832900e-002,1.461800e-002,1.461800e-002,3.765400e-003,3.765400e-003,
21,6.309500e+001,2.518012e-005,9.956511e-004,9.969580e-002,-1.053989e-001,-9.867407e-002,1.031283e-001,-1.331871e-003,9.954119e-004,-1.062100e-003,-1.385800e-003,1.045900e-001,-9.738000e-002,-1.045100e-001,1.010500e-001,-2.526900e-003,3.521800e-003,2.369400e-003,2.369400e-003,1.832900e-002,1.832900e-002,1.461800e-002,1.461800e-002,3.765400e-003,3.765400e-003,
21,1.000000e+002,-2.084884e-003,2.302477e-003,1.282882e-001,-1.319853e-001,-1.269292e-001,1.272094e-001,-1.245246e-003,1.034860e-003,-2.276400e-003,2.043600e-003,1.270500e-001,-1.217200e-001,-1.287100e-001,1.211600e-001,-5.030500e-003,2.101300e-003,3.480000e-003,3.480000e-003,2.247400e-002,2.247400e-002,1.788200e-002,1.788200e-002,4.656400e-003,4.656400e-003,
21,1.000000e+002,-1.972054e-003,1.480653e-003,1.312770e-001,-1.290588e-001,-1.292910e-001,1.241522e-001,-2.041116e-003,2.181784e-003,-2.276400e-003,2.043600e-003,1.270500e-001,-1.217200e-001,-1.287100e-001,1.211600e-001,-5.030500e-003,2.101300e-003,3.480000e-003,3.480000e-003,2.247400e-002,2.247400e-002,1.788200e-002,1.788200e-002,4.656400e-003,4.656400e-003,
21,1.584800e+002,-3.727322e-003,1.869253e-003,1.615869e-001,-1.638010e-001,-1.579430e-001,1.569543e-001,-1.770283e-003,1.368489e-003,-3.491400e-003,2.184700e-003,1.571900e-001,-1.518600e-001,-1.559300e-001,1.483900e-001,-5.661400e-003,1.682500e-004,4.500500e-003,4.500500e-003,2.771500e-002,2.771500e-002,2.190600e-002,2.190600e-002,5.237500e-003,5.237500e-003,
21,1.584800e+002,-3.001682e-003,1.465416e-003,1.626535e-001,-1.584987e-001,-1.582054e-001,1.522148e-001,-3.270998e-003,1.759208e-003,-3.491400e-003,2.184700e-003,1.571900e-001,-1.518600e-001,-1.559300e-001,1.483900e-001,-5.661400e-003,1.682500e-004,4.500500e-003,4.500500e-003,2.771500e-002,2.771500e-002,2.190600e-002,2.190600e-002,5.237500e-003,5.237500e-003,
21,2.511800e+002,-4.521478e-003,1.251516e-003,1.998032e-001,-2.058515e-001,-1.932558e-001,1.979164e-001,-2.771418e-003,1.190723e-003,-4.904900e-003,2.536000e-003,1.914000e-001,-1.907300e-001,-1.889300e-001,1.852800e-001,-5.543700e-003,-1.182200e-003,5.794000e-003,5.794000e-003,3.416900e-002,3.416900e-002,2.698500e-002,2.698500e-002,5.809400e-003,5.809400e-003,
21,2.511800e+002,-3.710660e-003,1.529143e-003,1.976026e-001,-1.995285e-001,-1.907879e-001,1.928453e-001,-4.469188e-003,5.852204e-004,-4.904900e-003,2.536000e-003,1.914000e-001,-1.907300e-001,-1.889300e-001,1.852800e-001,-5.543700e-003,-1.182200e-003,5.794000e-003,5.794000e-003,3.416900e-002,3.416900e-002,2.698500e-002,2.698500e-002,5.809400e-003,5.809400e-003,
21,3.981000e+002,-5.118439e-003,1.705187e-003,2.406196e-001,-2.583899e-001,-2.317494e-001,2.514469e-001,-5.263938e-003,-1.459256e-003,-4.465700e-003,7.062600e-004,2.382100e-001,-2.396600e-001,-2.302400e-001,2.354400e-001,-4.626900e-003,-3.665100e-003,5.863000e-003,5.863000e-003,4.273900e-002,4.273900e-002,3.367800e-002,3.367800e-002,6.613200e-003,6.613200e-003,
21,3.981000e+002,-5.582521e-003,8.346597e-004,2.461305e-001,-2.639135e-001,-2.366066e-001,2.556436e-001,-3.739972e-003,2.835602e-004,-4.465700e-003,7.062600e-004,2.382100e-001,-2.396600e-001,-2.302400e-001,2.354400e-001,-4.626900e-003,-3.665100e-003,5.863000e-003,5.863000e-003,4.273900e-002,4.273900e-002,3.367800e-002,3.367800e-002,6.613200e-003,6.613200e-003,
21,6.309500e+002,-7.986786e-003,8.947653e-004,2.974142e-001,-3.397127e-001,-2.865158e-001,3.320867e-001,-5.153313e-003,-4.217410e-003,-6.144900e-003,-3.803400e-004,3.048000e-001,-3.016000e-001,-2.857500e-001,3.014800e-001,-1.260100e-003,-8.111300e-003,7.707100e-003,7.707100e-003,5.478700e-002,5.478700e-002,4.311800e-002,4.311800e-002,8.758900e-003,8.758900e-003,
21,6.309500e+002,-7.719877e-003,-2.628610e-004,3.053347e-001,-3.432950e-001,-2.932371e-001,3.349548e-001,-4.287454e-003,-1.302871e-003,-6.144900e-003,-3.803400e-004,3.048000e-001,-3.016000e-001,-2.857500e-001,3.014800e-001,-1.260100e-003,-8.111300e-003,7.707100e-003,7.707100e-003,5.478700e-002,5.478700e-002,4.311800e-002,4.311800e-002,8.758900e-003,8.758900e-003,
21,1.000000e+003,-1.112017e-002,-3.591811e-003,3.821425e-001,-4.498460e-001,-3.672389e-001,4.408906e-001,-4.262538e-003,-3.187096e-003,-1.131600e-002,-9.619800e-004,4.075500e-001,-3.900300e-001,-3.676000e-001,3.988900e-001,4.572500e-003,-1.802000e-002,1.200600e-002,1.200600e-002,7.181100e-002,7.181100e-002,5.650100e-002,5.650100e-002,1.506300e-002,1.506300e-002,
21,1.000000e+003,-1.213432e-002,-2.721638e-003,3.724656e-001,-4.486243e-001,-3.584756e-001,4.397986e-001,-4.327696e-003,-7.047569e-003,-1.131600e-002,-9.619800e-004,4.075500e-001,-3.900300e-001,-3.676000e-001,3.988900e-001,4.572500e-003,-1.802000e-002,1.200600e-002,1.200600e-002,7.181100e-002,7.181100e-002,5.650100e-002,5.650100e-002,1.506300e-002,1.506300e-002,
22,1.000000e+001,-4.699519e-003,-5.581541e-003,3.072914e-002,-2.720664e-002,-2.866077e-002,2.349399e-002,5.134981e-004,3.318689e-003,-1.279900e-002,-1.002000e-002,3.206600e-002,-2.588300e-002,-2.156600e-002,2.311300e-002,1.470600e-003,3.564700e-003,3.882100e-003,3.882100e-003,1.804700e-003,1.804700e-003,1.804700e-003,1.804700e-003,1.656100e-003,1.656100e-003,
22,1.000000e+001,-7.644113e-003,-6.320403e-003,3.138650e-002,-2.751149e-002,-2.756659e-002,2.433778e-002,1.005759e-003,2.948434e-003,-1.279900e-002,-1.002000e-002,3.206600e-002,-2.588300e-002,-2.156600e-002,2.311300e-002,1.470600e-003,3.564700e-003,3.882100e-003,3.882100e-003,1.804700e-003,1.804700e-003,1.804700e-003,1.804700e-003,1.656100e-003,1.656100e-003,
22,1.584800e+001,-2.808120e-003,-6.571329e-003,3.569970e-002,-3.406496e-002,-3.201050e-002,3.266174e-002,-2.514773e-004,4.154291e-003,-6.491100e-003,-1.249100e-002,3.671800e-002,-3.400300e-002,-2.729000e-002,3.375200e-002,3.685600e-004,4.873900e-003,3.981300e-003,3.981300e-003,2.330300e-003,2.330300e-003,2.330300e-003,2.330300e-003,2.184800e-003,2.184800e-003,
22,1.584800e+001,-5.333763e-003,-8.078635e-003,3.673586e-002,-3.420156e-002,-3.121456e-002,3.374597e-002,5.756393e-004,4.094763e-003,-6.491100e-003,-1.249100e-002,3.671800e-002,-3.400300e-002,-2.729000e-002,3.375200e-002,3.685600e-004,4.873900e-003,3.981300e-003,3.981300e-003,2.330300e-003,2.330300e-003,2.330300e-003,2.330300e-003,2.184800e-003,2.184800e-003,
22,2.511800e+001,-6.472119e-004,-7.613335e-003,4.086372e-002,-4.524728e-002,-3.722375e-002,4.681822e-002,-1.068888e-003,5.493193e-003,1.548200e-004,-1.254300e-002,4.212300e-002,-4.905400e-002,-4.124900e-002,4.966100e-002,-2.483000e-004,6.794500e-003,4.271900e-003,4.271900e-003,3.230400e-003,3.230400e-003,3.230400e-003,3.230400e-003,3.142600e-003,3.142600e-003,
22,2.511800e+001,-2.231324e-003,-9.643553e-003,4.215790e-002,-4.477441e-002,-3.699606e-002,4.815225e-002,-2.605866e-004,6.032546e-003,1.548200e-004,-1.254300e-002,4.212300e-002,-4.905400e-002,-4.124900e-002,4.966100e-002,-2.483000e-004,6.794500e-003,4.271900e-003,4.271900e-003,3.230400e-003,3.230400e-003,3.230400e-003,3.230400e-003,3.142600e-003,3.142600e-003,
22,3.981000e+001,1.551748e-003,-1.038909e-002,4.886494e-002,-6.192713e-002,-4.694418e-002,6.839056e-002,-2.166250e-003,8.527556e-003,2.230800e-003,-1.082900e-002,5.017500e-002,-6.169100e-002,-6.147200e-002,6.400500e-002,-1.090900e-003,8.086500e-003,4.447700e-003,4.447700e-003,4.200300e-003,4.200300e-003,4.200300e-003,4.200300e-003,4.036400e-003,4.036400e-003,
22,3.981000e+001,1.960729e-003,-8.453197e-003,4.783925e-002,-6.328826e-002,-4.631025e-002,6.720656e-002,-2.426734e-003,7.553694e-003,2.230800e-003,-1.082900e-002,5.017500e-002,-6.169100e-002,-6.147200e-002,6.400500e-002,-1.090900e-003,8.086500e-003,4.447700e-003,4.447700e-003,4.200300e-003,4.200300e-003,4.200300e-003,4.200300e-003,4.036400e-003,4.036400e-003,
22,6.309500e+001,4.953262e-003,-1.009832e-002,5.985158e-002,-8.815857e-002,-6.261082e-002,9.487199e-002,-5.209975e-003,1.083731e-002,3.665000e-003,-1.035000e-002,6.198400e-002,-8.095200e-002,-7.764400e-002,8.441200e-002,-2.496500e-003,9.598400e-003,5.018800e-003,5.018800e-003,5.406800e-003,5.406800e-003,5.406800e-003,5.406800e-003,5.059000e-003,5.059000e-003,
22,6.309500e+001,4.508233e-003,-8.888333e-003,5.976762e-002,-9.025318e-002,-6.132132e-002,9.448721e-002,-4.821163e-003,9.995817e-003,3.665000e-003,-1.035000e-002,6.198400e-002,-8.095200e-002,-7.764400e-002,8.441200e-002,-2.496500e-003,9.598400e-003,5.018800e-003,5.018800e-003,5.406800e-003,5.406800e-003,5.406800e-003,5.406800e-003,5.059000e-003,5.059000e-003,
22,1.000000e+002,7.312553e-003,-9.965612e-003,7.858623e-002,-1.243107e-001,-8.517853e-002,1.287805e-001,-8.750795e-003,1.273814e-002,5.438600e-003,-9.750100e-003,8.017500e-002,-1.113500e-001,-9.868800e-002,1.154600e-001,-4.914900e-003,1.185700e-002,5.870800e-003,5.870800e-003,7.218100e-003,7.218100e-003,7.218100e-003,7.218100e-003,6.623100e-003,6.623100e-003,
22,1.000000e+002,6.660819e-003,-9.655875e-003,7.995413e-002,-1.265619e-001,-8.395288e-002,1.295629e-001,-8.131588e-003,1.233985e-002,5.438600e-003,-9.750100e-003,8.017500e-002,-1.113500e-001,-9.868800e-002,1.154600e-001,-4.914900e-003,1.185700e-002,5.870800e-003,5.870800e-003,7.218100e-003,7.218100e-003,7.218100e-003,7.218100e-003,6.623100e-003,6.623100e-003,
22,1.584800e+002,9.522202e-003,-1.091711e-002,1.068842e-001,-1.711887e-001,-1.164179e-001,1.722251e-001,-1.249569e-002,1.470589e-002,7.355400e-003,-9.148500e-003,1.077100e-001,-1.585700e-001,-1.233500e-001,1.616100e-001,-8.946100e-003,1.510200e-002,7.115500e-003,7.115500e-003,9.870600e-003,9.870600e-003,9.870600e-003,9.870600e-003,8.960500e-003,8.960500e-003,
22,1.584800e+002,9.136601e-003,-1.121955e-002,1.099782e-001,-1.728117e-001,-1.162188e-001,1.739266e-001,-1.208925e-002,1.456199e-002,7.355400e-003,-9.148500e-003,1.077100e-001,-1.585700e-001,-1.233500e-001,1.616100e-001,-8.946100e-003,1.510200e-002,7.115500e-003,7.115500e-003,9.870600e-003,9.870600e-003,9.870600e-003,9.870600e-003,8.960500e-003,8.960500e-003,
22,2.511800e+002,1.246124e-002,-1.258158e-002,1.467264e-001,-2.322517e-001,-1.591657e-001,2.278423e-001,-1.667773e-002,1.708776e-002,9.554900e-003,-8.892800e-003,1.482200e-001,-2.287000e-001,-1.516700e-001,2.278300e-001,-1.473700e-002,1.945100e-002,8.946600e-003,8.946600e-003,1.365600e-002,1.365600e-002,1.365600e-002,1.365600e-002,1.225900e-002,1.225900e-002,
22,2.511800e+002,1.237140e-002,-1.314945e-002,1.517869e-001,-2.320555e-001,-1.606017e-001,2.294906e-001,-1.656371e-002,1.674741e-002,9.554900e-003,-8.892800e-003,1.482200e-001,-2.287000e-001,-1.516700e-001,2.278300e-001,-1.473700e-002,1.945100e-002,8.946600e-003,8.946600e-003,1.365600e-002,1.365600e-002,1.365600e-002,1.365600e-002,1.225900e-002,1.225900e-002,
22,3.981000e+002,1.604364e-002,-1.435005e-002,2.029691e-001,-3.117442e-001,-2.171830e-001,2.980742e-001,-2.153737e-002,1.989449e-002,1.559600e-002,-1.031700e-002,2.049000e-001,-3.220500e-001,-1.998800e-001,3.176700e-001,-1.942300e-002,2.462300e-002,1.267300e-002,1.267300e-002,1.892500e-002,1.892500e-002,1.892500e-002,1.892500e-002,1.627400e-002,1.627400e-002,
22,3.981000e+002,1.616111e-002,-1.516582e-002,2.096322e-001,-3.077184e-001,-2.202521e-001,2.984557e-001,-2.148341e-002,1.905296e-002,1.559600e-002,-1.031700e-002,2.049000e-001,-3.220500e-001,-1.998800e-001,3.176700e-001,-1.942300e-002,2.462300e-002,1.267300e-002,1.267300e-002,1.892500e-002,1.892500e-002,1.892500e-002,1.892500e-002,1.627400e-002,1.627400e-002,
22,6.309500e+002,1.977347e-002,-1.636310e-002,2.814246e-001,-4.123436e-001,-2.942097e-001,3.851842e-001,-2.701382e-002,2.316086e-002,3.374600e-002,-1.883400e-002,2.808300e-001,-4.328000e-001,-3.013600e-001,4.267600e-001,-1.850200e-002,2.895500e-002,2.118000e-002,2.118000e-002,2.595900e-002,2.595900e-002,2.595900e-002,2.595900e-002,2.009800e-002,2.009800e-002,
22,6.309500e+002,2.018087e-002,-1.746834e-002,2.880494e-001,-4.022779e-001,-2.983083e-001,3.829127e-001,-2.676128e-002,2.169702e-002,3.374600e-002,-1.883400e-002,2.808300e-001,-4.328000e-001,-3.013600e-001,4.267600e-001,-1.850200e-002,2.895500e-002,2.118000e-002,2.118000e-002,2.595900e-002,2.595900e-002,2.595900e-002,2.595900e-002,2.009800e-002,2.009800e-002,
22,1.000000e+003,2.364945e-002,-1.922406e-002,3.864320e-001,-5.368849e-001,-3.931042e-001,4.923336e-001,-3.317309e-002,2.725853e-002,4.064400e-002,-3.342800e-002,3.980100e-001,-5.894400e-001,-4.427800e-001,5.385700e-001,-3.232900e-002,2.555100e-002,2.902000e-002,2.902000e-002,3.521000e-002,3.521000e-002,3.521000e-002,3.521000e-002,2.542500e-002,2.542500e-002,
22,1.000000e+003,2.444120e-002,-2.063014e-002,3.903561e-001,-5.191675e-001,-3.968081e-001,4.863142e-001,-3.250636e-002,2.513866e-002,4.064400e-002,-3.342800e-002,3.980100e-001,-5.894400e-001,-4.427800e-001,5.385700e-001,-3.232900e-002,2.555100e-002,2.902000e-002,2.902000e-002,3.521000e-002,3.521000e-002,3.521000e-002,3.521000e-002,2.542500e-002,2.542500e-002,
23,2.511800e+000,-5.880368e-003,-6.709683e-004,2.243279e-002,-1.831341e-002,-2.511785e-002,1.432584e-002,-1.584765e-004,5.298408e-004,-5.962600e-003,-1.916000e-003,2.170200e-002,-1.280700e-002,-2.323700e-002,8.872800e-003,2.118800e-003,8.621100e-004,1.884400e-003,1.884400e-003,1.526200e-003,1.526200e-003,1.547700e-003,1.547700e-003,1.131500e-003,1.131500e-003,
23,3.981000e+000,-5.527135e-003,-1.734702e-003,2.862562e-002,-2.205805e-002,-2.961350e-002,1.612570e-002,-8.088255e-004,-3.792487e-005,-5.738700e-003,-2.660800e-003,2.793300e-002,-1.885400e-002,-3.182100e-002,1.494400e-002,2.568500e-003,-3.193200e-005,2.190100e-003,2.190100e-003,1.721000e-003,1.721000e-003,1.721000e-003,1.721000e-003,1.425400e-003,1.425400e-003,
23,6.309500e+000,-4.990613e-003,-2.867460e-003,3.580165e-002,-2.515906e-002,-3.486076e-002,1.759259e-002,-2.993893e-004,-1.354843e-003,-5.946400e-003,-4.711700e-003,3.580400e-002,-2.491400e-002,-3.807400e-002,1.781200e-002,2.918500e-003,-9.032000e-004,2.728700e-003,2.728700e-003,2.141000e-003,2.141000e-003,2.141000e-003,2.141000e-003,1.699800e-003,1.699800e-003,
23,6.309500e+000,-4.649551e-003,-2.644507e-003,3.578934e-002,-2.508460e-002,-3.423497e-002,1.758540e-002,-1.093884e-003,-1.274018e-003,-5.946400e-003,-4.711700e-003,3.580400e-002,-2.491400e-002,-3.807400e-002,1.781200e-002,2.918500e-003,-9.032000e-004,2.728700e-003,2.728700e-003,2.141000e-003,2.141000e-003,2.141000e-003,2.141000e-003,1.699800e-003,1.699800e-003,
23,1.000000e+001,-3.741536e-003,-3.551424e-003,4.285440e-002,-2.760461e-002,-3.882549e-002,1.901965e-002,3.013973e-004,-2.795955e-003,-4.413100e-003,-6.432700e-003,4.277500e-002,-2.935000e-002,-4.053600e-002,2.004700e-002,3.177600e-003,-1.764800e-003,3.017500e-003,3.017500e-003,2.421800e-003,2.421800e-003,2.421800e-003,2.421800e-003,1.923100e-003,1.923100e-003,
23,1.000000e+001,-3.499020e-003,-3.212513e-003,4.281785e-002,-2.763167e-002,-3.816341e-002,1.928213e-002,-5.592151e-004,-2.837454e-003,-4.413100e-003,-6.432700e-003,4.277500e-002,-2.935000e-002,-4.053600e-002,2.004700e-002,3.177600e-003,-1.764800e-003,3.017500e-003,3.017500e-003,2.421800e-003,2.421800e-003,2.421800e-003,2.421800e-003,1.923100e-003,1.923100e-003,
23,1.584800e+001,-2.296587e-003,-3.559788e-003,4.878137e-002,-3.110732e-002,-4.093171e-002,2.264863e-002,7.842011e-004,-4.202832e-003,-1.108200e-003,-7.217400e-003,5.068400e-002,-3.361000e-002,-4.394300e-002,2.308500e-002,3.687600e-003,-2.146000e-003,3.160900e-003,3.160900e-003,2.747100e-003,2.747100e-003,2.747100e-003,2.747100e-003,2.182900e-003,2.182900e-003,
