Site,Frequency,ReZxxCal,ImZxxCal,ReZxyCal,ImZxyCal,ReZyxCal,ImZyxCal,ReZyyCal,ImZyyCal,ReZxxObs,ImZxxObs,ReZxyObs,ImZxyObs,ReZyxObs,ImZyxObs,ReZyyObs,ImZyyObs,ReZxxErr,ImZxxErr,ReZxyErr,ImZxyErr,ReZyxErr,ImZyxErr,ReZyyErr,ImZyyErr,
1,1.000000e+000,-1.586700e-002,4.972520e-003,1.537801e-002,-1.045872e-002,-4.491283e-002,2.175888e-002,1.439484e-002,-5.943840e-003,-1.846400e-002,6.059800e-003,1.426200e-002,-9.520900e-003,-4.604100e-002,1.850200e-002,1.646600e-002,-5.237300e-003,2.738200e-003,2.738200e-003,1.458500e-003,1.458500e-003,1.458500e-003,1.458500e-003,4.392100e-003,4.392100e-003,
1,1.584800e+000,-1.775038e-002,4.170481e-003,1.809918e-002,-1.388842e-002,-5.141271e-002,2.351003e-002,1.610442e-002,-7.099705e-003,-2.043500e-002,4.593300e-003,1.801800e-002,-1.377600e-002,-5.066500e-002,2.177000e-002,1.817300e-002,-7.890400e-003,3.269400e-003,3.269400e-003,1.768300e-003,1.768300e-003,1.768300e-003,1.768300e-003,4.958000e-003,4.958000e-003,
1,2.511800e+000,-1.933806e-002,2.684423e-003,2.224651e-002,-1.802260e-002,-5.851918e-002,2.513693e-002,1.825831e-002,-8.319239e-003,-2.108100e-002,2.683300e-003,2.164600e-002,-1.857100e-002,-5.735500e-002,2.482100e-002,2.001800e-002,-1.053900e-002,3.692900e-003,3.692900e-003,2.110900e-003,2.110900e-003,2.110900e-003,2.110900e-003,5.640200e-003,5.640200e-003,
1,3.981000e+000,-1.998788e-002,5.542298e-004,2.805239e-002,-2.236292e-002,-6.560693e-002,2.645972e-002,2.068320e-002,-9.564592e-003,-2.145000e-002,-1.022300e-004,2.717400e-002,-2.266300e-002,-6.593200e-002,2.754400e-002,2.282800e-002,-1.380900e-002,4.132500e-003,4.132500e-003,2.514100e-003,2.514100e-003,2.514100e-003,2.514100e-003,6.549300e-003,6.549300e-003,
1,6.309500e+000,-1.974086e-002,-1.614047e-003,3.503667e-002,-2.658726e-002,-7.191679e-002,2.814621e-002,2.469154e-002,-1.121050e-002,-2.072500e-002,-2.746700e-003,3.396600e-002,-2.634300e-002,-7.406400e-002,2.933700e-002,2.817000e-002,-1.649000e-002,4.496500e-003,4.496500e-003,2.925800e-003,2.925800e-003,2.925800e-003,2.925800e-003,7.648900e-003,7.648900e-003,
1,6.309500e+000,-1.912870e-002,-1.502989e-003,3.521559e-002,-2.632516e-002,-7.174419e-002,2.826768e-002,2.332003e-002,-1.099691e-002,-2.072500e-002,-2.746700e-003,3.396600e-002,-2.634300e-002,-7.406400e-002,2.933700e-002,2.817000e-002,-1.649000e-002,4.496500e-003,4.496500e-003,2.925800e-003,2.925800e-003,2.925800e-003,2.925800e-003,7.648900e-003,7.648900e-003,
1,1.000000e+001,-1.753820e-002,-2.631516e-003,4.258610e-002,-3.015465e-002,-7.695403e-002,3.226170e-002,2.749459e-002,-1.302821e-002,-1.826100e-002,-4.571400e-003,3.977400e-002,-2.958000e-002,-7.807900e-002,3.049100e-002,3.285700e-002,-1.928600e-002,4.582000e-003,4.582000e-003,3.222900e-003,3.222900e-003,3.222900e-003,3.222900e-003,8.476700e-003,8.476700e-003,
1,1.000000e+001,-1.696608e-002,-2.291096e-003,4.266373e-002,-2.984165e-002,-7.676889e-002,3.255389e-002,2.611189e-002,-1.272388e-002,-1.826100e-002,-4.571400e-003,3.977400e-002,-2.958000e-002,-7.807900e-002,3.049100e-002,3.285700e-002,-1.928600e-002,4.582000e-003,4.582000e-003,3.222900e-003,3.222900e-003,3.222900e-003,3.222900e-003,8.476700e-003,8.476700e-003,
1,1.584800e+001,-1.515112e-002,-1.665689e-003,4.923123e-002,-3.479896e-002,-8.226204e-002,4.092216e-002,3.051795e-002,-1.567288e-002,-1.451900e-002,-4.467000e-003,4.651100e-002,-3.475800e-002,-8.176200e-002,3.819100e-002,3.875200e-002,-2.228300e-002,4.454800e-003,4.454800e-003,3.619300e-003,3.619300e-003,3.619300e-003,3.619300e-003,9.527100e-003,9.527100e-003,
1,1.584800e+001,-1.475303e-002,-1.012445e-003,4.919143e-002,-3.436326e-002,-8.236019e-002,4.151435e-002,2.885385e-002,-1.521949e-002,-1.451900e-002,-4.467000e-003,4.651100e-002,-3.475800e-002,-8.176200e-002,3.819100e-002,3.875200e-002,-2.228300e-002,4.454800e-003,4.454800e-003,3.619300e-003,3.619300e-003,3.619300e-003,3.619300e-003,9.527100e-003,9.527100e-003,
1,2.511800e+001,-1.401119e-002,1.012349e-003,5.556118e-002,-4.318479e-002,-9.069621e-002,5.514378e-002,3.422138e-002,-1.971090e-002,-1.041700e-002,-2.207000e-003,5.551100e-002,-4.464900e-002,-8.970200e-002,5.718500e-002,4.561500e-002,-2.530100e-002,4.131300e-003,4.131300e-003,4.352700e-003,4.352700e-003,4.352700e-003,4.352700e-003,1.117400e-002,1.117400e-002,
1,2.511800e+001,-1.410651e-002,1.891163e-003,5.517301e-002,-4.266947e-002,-9.149584e-002,5.562589e-002,3.200339e-002,-1.944328e-002,-1.041700e-002,-2.207000e-003,5.551100e-002,-4.464900e-002,-8.970200e-002,5.718500e-002,4.561500e-002,-2.530100e-002,4.131300e-003,4.131300e-003,4.352700e-003,4.352700e-003,4.352700e-003,4.352700e-003,1.117400e-002,1.117400e-002,
1,3.981000e+001,-1.577668e-002,4.794120e-003,6.313749e-002,-5.692366e-002,-1.058797e-001,7.347142e-002,3.695664e-002,-2.571428e-002,-9.366600e-003,1.452300e-003,6.233900e-002,-5.447500e-002,-1.023700e-001,7.066600e-002,5.021300e-002,-2.794100e-002,4.201900e-003,4.201900e-003,5.074000e-003,5.074000e-003,5.074000e-003,5.074000e-003,1.268200e-002,1.268200e-002,
1,3.981000e+001,-1.502567e-002,4.144910e-003,6.397458e-002,-5.711047e-002,-1.046083e-001,7.389885e-002,3.964975e-002,-2.525878e-002,-9.366600e-003,1.452300e-003,6.233900e-002,-5.447500e-002,-1.023700e-001,7.066600e-002,5.021300e-002,-2.794100e-002,4.201900e-003,4.201900e-003,5.074000e-003,5.074000e-003,5.074000e-003,5.074000e-003,1.268200e-002,1.268200e-002,
1,6.309500e+001,-1.781023e-002,6.196729e-003,7.689388e-002,-7.668127e-002,-1.241401e-001,9.627331e-002,4.754376e-002,-3.136698e-002,-1.094900e-002,5.841800e-003,7.538100e-002,-7.237100e-002,-1.252300e-001,9.093300e-002,6.052100e-002,-3.144900e-002,5.401800e-003,5.401800e-003,6.358500e-003,6.358500e-003,6.358500e-003,6.358500e-003,1.541100e-002,1.541100e-002,
1,6.309500e+001,-1.888515e-002,6.107632e-003,7.607841e-002,-7.727265e-002,-1.249330e-001,9.455032e-002,4.475025e-002,-3.296542e-002,-1.094900e-002,5.841800e-003,7.538100e-002,-7.237100e-002,-1.252300e-001,9.093300e-002,6.052100e-002,-3.144900e-002,5.401800e-003,5.401800e-003,6.358500e-003,6.358500e-003,6.358500e-003,6.358500e-003,1.541100e-002,1.541100e-002,
1,1.000000e+002,-2.106452e-002,6.585883e-003,9.540808e-002,-1.019198e-001,-1.492946e-001,1.235993e-001,5.715378e-002,-3.709029e-002,-1.479500e-002,1.130400e-002,9.690600e-002,-1.009700e-001,-1.605600e-001,1.194100e-001,7.666700e-002,-3.542800e-002,7.657100e-003,7.657100e-003,8.367100e-003,8.367100e-003,8.367100e-003,8.367100e-003,1.950000e-002,1.950000e-002,
1,1.000000e+002,-2.176139e-002,5.667999e-003,9.547687e-002,-1.030234e-001,-1.484439e-001,1.210293e-001,5.464954e-002,-4.007310e-002,-1.479500e-002,1.130400e-002,9.690600e-002,-1.009700e-001,-1.605600e-001,1.194100e-001,7.666700e-002,-3.542800e-002,7.657100e-003,7.657100e-003,8.367100e-003,8.367100e-003,8.367100e-003,8.367100e-003,1.950000e-002,1.950000e-002,
1,1.584800e+002,-2.375498e-002,5.726439e-003,1.205818e-001,-1.340266e-001,-1.818125e-001,1.575268e-001,6.716910e-002,-4.304147e-002,-1.917700e-002,1.658800e-002,1.255600e-001,-1.373800e-001,-1.991700e-001,1.527600e-001,8.913100e-002,-3.585700e-002,1.030400e-002,1.030400e-002,1.080700e-002,1.080700e-002,1.080700e-002,1.080700e-002,2.329400e-002,2.329400e-002,
1,1.584800e+002,-2.344720e-002,4.484394e-003,1.217916e-001,-1.345964e-001,-1.784607e-001,1.554100e-001,6.523525e-002,-4.780035e-002,-1.917700e-002,1.658800e-002,1.255600e-001,-1.373800e-001,-1.991700e-001,1.527600e-001,8.913100e-002,-3.585700e-002,1.030400e-002,1.030400e-002,1.080700e-002,1.080700e-002,1.080700e-002,1.080700e-002,2.329400e-002,2.329400e-002,
1,2.511800e+002,-2.542355e-002,4.279258e-003,1.540452e-001,-1.745532e-001,-2.232641e-001,1.987353e-001,7.718223e-002,-5.101650e-002,-2.268700e-002,1.977700e-002,1.592800e-001,-1.778500e-001,-2.348700e-001,1.890200e-001,9.586300e-002,-3.018400e-002,1.271500e-002,1.271500e-002,1.341400e-002,1.341400e-002,1.341400e-002,1.341400e-002,2.611000e-002,2.611000e-002,
1,2.511800e+002,-2.400984e-002,3.640683e-003,1.557298e-001,-1.737342e-001,-2.172145e-001,1.991112e-001,7.646461e-002,-5.824597e-002,-2.268700e-002,1.977700e-002,1.592800e-001,-1.778500e-001,-2.348700e-001,1.890200e-001,9.586300e-002,-3.018400e-002,1.271500e-002,1.271500e-002,1.341400e-002,1.341400e-002,1.341400e-002,1.341400e-002,2.611000e-002,2.611000e-002,
1,3.981000e+002,-2.395064e-002,3.691170e-003,1.985272e-001,-2.231082e-001,-2.657088e-001,2.542945e-001,8.952737e-002,-7.316001e-002,-2.771300e-002,2.032800e-002,2.036900e-001,-2.293600e-001,-2.812600e-001,2.374500e-001,1.043300e-001,-2.701500e-002,1.540200e-002,1.540200e-002,1.680100e-002,1.680100e-002,1.680100e-002,1.680100e-002,2.987500e-002,2.987500e-002,
1,3.981000e+002,-2.582510e-002,2.932650e-003,1.972812e-001,-2.255431e-001,-2.734796e-001,2.488685e-001,8.782200e-002,-6.312654e-002,-2.771300e-002,2.032800e-002,2.036900e-001,-2.293600e-001,-2.812600e-001,2.374500e-001,1.043300e-001,-2.701500e-002,1.540200e-002,1.540200e-002,1.680100e-002,1.680100e-002,1.680100e-002,1.680100e-002,2.987500e-002,2.987500e-002,
1,6.309500e+002,-2.370939e-002,4.933854e-003,2.518166e-001,-2.865885e-001,-3.247514e-001,3.259560e-001,1.058191e-001,-9.392484e-002,-3.363300e-002,2.136200e-002,2.674000e-001,-2.973100e-001,-3.454900e-001,2.988900e-001,1.024500e-001,-2.460800e-002,1.893300e-002,1.893300e-002,2.137000e-002,2.137000e-002,2.137000e-002,2.137000e-002,3.290900e-002,3.290900e-002,
1,6.309500e+002,-2.512305e-002,2.667083e-003,2.518388e-001,-2.905148e-001,-3.319428e-001,3.133523e-001,1.007215e-001,-8.151324e-002,-3.363300e-002,2.136200e-002,2.674000e-001,-2.973100e-001,-3.454900e-001,2.988900e-001,1.024500e-001,-2.460800e-002,1.893300e-002,1.893300e-002,2.137000e-002,2.137000e-002,2.137000e-002,2.137000e-002,3.290900e-002,3.290900e-002,
1,1.000000e+003,-2.368828e-002,7.562646e-003,3.178578e-001,-3.697450e-001,-3.969829e-001,4.221537e-001,1.264935e-001,-1.219211e-001,-3.836800e-002,2.784900e-002,3.533900e-001,-3.750000e-001,-4.476500e-001,3.723200e-001,1.016400e-001,-3.185000e-002,2.344500e-002,2.344500e-002,2.738700e-002,2.738700e-002,2.738700e-002,2.738700e-002,3.735600e-002,3.735600e-002,
1,1.000000e+003,-2.411777e-002,4.090981e-003,3.199901e-001,-3.747699e-001,-4.010331e-001,4.011482e-001,1.182072e-001,-1.075485e-001,-3.836800e-002,2.784900e-002,3.533900e-001,-3.750000e-001,-4.476500e-001,3.723200e-001,1.016400e-001,-3.185000e-002,2.344500e-002,2.344500e-002,2.738700e-002,2.738700e-002,2.738700e-002,2.738700e-002,3.735600e-002,3.735600e-002,
2,1.000000e+000,-1.216042e-002,2.940704e-003,1.479216e-002,-1.154637e-002,-1.780758e-002,1.137771e-002,1.803285e-003,6.606480e-004,-1.237800e-002,3.238200e-003,1.488000e-002,-1.216700e-002,-1.798400e-002,9.565100e-003,3.113700e-003,1.452500e-003,2.352300e-003,2.352300e-003,4.883800e-003,4.883800e-003,9.947900e-004,9.947900e-004,1.254800e-003,1.254800e-003,
2,1.584800e+000,-1.344153e-002,1.933706e-003,1.753615e-002,-1.574520e-002,-2.079055e-002,1.343433e-002,1.657739e-003,1.181433e-003,-1.197900e-002,3.082000e-003,1.483000e-002,-1.491500e-002,-1.982600e-002,1.196600e-002,3.214400e-003,2.145200e-003,2.419500e-003,2.419500e-003,5.100500e-003,5.100500e-003,1.103500e-003,1.103500e-003,1.419000e-003,1.419000e-003,
2,2.511800e+000,-1.438868e-002,2.464854e-004,2.183240e-002,-2.102582e-002,-2.431507e-002,1.601193e-002,1.289041e-003,1.810444e-003,-1.478700e-002,8.956300e-004,1.914100e-002,-2.157300e-002,-2.267200e-002,1.555300e-002,2.365300e-003,3.137500e-003,3.100500e-003,3.100500e-003,4.246600e-003,4.246600e-003,1.408000e-003,1.408000e-003,1.559100e-003,1.559100e-003,
2,3.981000e+000,-1.443472e-002,-2.125043e-003,2.794226e-002,-2.703962e-002,-2.826866e-002,1.917497e-002,6.762431e-004,2.421870e-003,-1.658400e-002,-4.372800e-004,2.721500e-002,-2.835000e-002,-2.686500e-002,1.973400e-002,9.803400e-004,3.575800e-003,3.830100e-003,3.830100e-003,3.000000e-003,3.000000e-003,1.809700e-003,1.809700e-003,1.667600e-003,1.667600e-003,
2,6.309500e+000,-1.301304e-002,-4.648277e-003,3.567138e-002,-3.357803e-002,-3.237815e-002,2.345913e-002,-6.038056e-006,2.981837e-003,-1.675400e-002,-4.146100e-003,3.462300e-002,-3.425300e-002,-3.208800e-002,2.478700e-002,-1.843500e-004,4.129800e-003,4.349000e-003,4.349000e-003,2.902000e-003,2.902000e-003,2.221900e-003,2.221900e-003,1.942000e-003,1.942000e-003,
2,6.309500e+000,-1.388962e-002,-4.506791e-003,3.527520e-002,-3.395038e-002,-3.203484e-002,2.384621e-002,-2.369513e-004,3.293792e-003,-1.675400e-002,-4.146100e-003,3.462300e-002,-3.425300e-002,-3.208800e-002,2.478700e-002,-1.843500e-004,4.129800e-003,4.349000e-003,4.349000e-003,2.902000e-003,2.902000e-003,2.221900e-003,2.221900e-003,1.942000e-003,1.942000e-003,
2,1.000000e+001,-1.091141e-002,-6.167351e-003,4.423309e-002,-4.131605e-002,-3.666124e-002,3.064022e-002,-1.182252e-003,3.924463e-003,-1.493000e-002,-5.973500e-003,4.313000e-002,-4.168600e-002,-3.779200e-002,3.063900e-002,-5.530900e-004,5.317600e-003,4.658600e-003,4.658600e-003,2.801600e-003,2.801600e-003,2.701000e-003,2.701000e-003,2.419200e-003,2.419200e-003,
2,1.000000e+001,-1.008860e-002,-6.291925e-003,4.450929e-002,-4.098916e-002,-3.675747e-002,3.007889e-002,-6.652233e-004,3.737033e-003,-1.493000e-002,-5.973500e-003,4.313000e-002,-4.168600e-002,-3.779200e-002,3.063900e-002,-5.530900e-004,5.317600e-003,4.658600e-003,4.658600e-003,2.801600e-003,2.801600e-003,2.701000e-003,2.701000e-003,2.419200e-003,2.419200e-003,
2,1.584800e+001,-6.574815e-003,-6.139803e-003,5.406200e-002,-5.062024e-002,-4.248977e-002,4.042983e-002,-1.507211e-003,4.918342e-003,-1.258200e-002,-5.685500e-003,5.363300e-002,-5.204900e-002,-4.574500e-002,3.992400e-002,-1.460400e-003,6.534800e-003,4.818400e-003,4.818400e-003,3.368100e-003,3.368100e-003,3.368100e-003,3.368100e-003,3.024500e-003,3.024500e-003,
2,1.584800e+001,-7.505843e-003,-5.959096e-003,5.373731e-002,-5.105731e-002,-4.259724e-002,4.099980e-002,-2.095321e-003,4.756501e-003,-1.258200e-002,-5.685500e-003,5.363300e-002,-5.204900e-002,-4.574500e-002,3.992400e-002,-1.460400e-003,6.534800e-003,4.818400e-003,4.818400e-003,3.368100e-003,3.368100e-003,3.368100e-003,3.368100e-003,3.024500e-003,3.024500e-003,
2,2.511800e+001,-5.113055e-003,-4.227060e-003,6.512181e-002,-6.555483e-002,-5.152023e-002,5.592684e-002,-3.218127e-003,6.172177e-003,-9.093500e-003,-4.681000e-003,6.810600e-002,-6.732800e-002,-5.741500e-002,5.484700e-002,-3.498100e-003,8.208400e-003,4.694500e-003,4.694500e-003,4.360100e-003,4.360100e-003,4.360100e-003,4.360100e-003,3.992600e-003,3.992600e-003,
2,2.511800e+001,-3.927692e-003,-4.279483e-003,6.522287e-002,-6.473943e-002,-5.132244e-002,5.523143e-002,-2.827946e-003,6.580742e-003,-9.093500e-003,-4.681000e-003,6.810600e-002,-6.732800e-002,-5.741500e-002,5.484700e-002,-3.498100e-003,8.208400e-003,4.694500e-003,4.694500e-003,4.360100e-003,4.360100e-003,4.360100e-003,4.360100e-003,3.992600e-003,3.992600e-003,
2,3.981000e+001,-4.309523e-003,-2.411963e-003,8.134160e-002,-8.573307e-002,-6.529992e-002,7.554071e-002,-5.268468e-003,8.157247e-003,-4.874100e-003,-2.675400e-003,8.670900e-002,-8.799600e-002,-7.332200e-002,7.649200e-002,-7.269700e-003,1.017500e-002,3.931300e-003,3.931300e-003,5.720500e-003,5.720500e-003,5.720500e-003,5.720500e-003,5.460200e-003,5.460200e-003,
2,3.981000e+001,-2.985264e-003,-1.987633e-003,8.070683e-002,-8.481046e-002,-6.474445e-002,7.460537e-002,-5.043016e-003,8.613456e-003,-4.874100e-003,-2.675400e-003,8.670900e-002,-8.799600e-002,-7.332200e-002,7.649200e-002,-7.269700e-003,1.017500e-002,3.931300e-003,3.931300e-003,5.720500e-003,5.720500e-003,5.720500e-003,5.720500e-003,5.460200e-003,5.460200e-003,
2,6.309500e+001,-3.845361e-003,-1.691742e-003,1.043317e-001,-1.103207e-001,-8.486642e-002,9.945191e-002,-8.706165e-003,9.834197e-003,-2.229100e-003,-5.675000e-004,1.086200e-001,-1.114000e-001,-9.210700e-002,1.008900e-001,-1.230600e-002,1.140200e-002,2.837700e-003,2.837700e-003,7.289500e-003,7.289500e-003,7.289500e-003,7.289500e-003,7.180800e-003,7.180800e-003,
2,6.309500e+001,-2.904508e-003,-6.269038e-004,1.030057e-001,-1.100936e-001,-8.380786e-002,9.868311e-002,-8.484144e-003,1.038293e-002,-2.229100e-003,-5.675000e-004,1.086200e-001,-1.114000e-001,-9.210700e-002,1.008900e-001,-1.230600e-002,1.140200e-002,2.837700e-003,2.837700e-003,7.289500e-003,7.289500e-003,7.289500e-003,7.289500e-003,7.180800e-003,7.180800e-003,
2,1.000000e+002,-1.848976e-003,-8.627437e-004,1.330876e-001,-1.389975e-001,-1.100555e-001,1.285122e-001,-1.297216e-002,1.017120e-002,-2.835300e-003,2.353400e-004,1.326500e-001,-1.361900e-001,-1.127800e-001,1.240700e-001,-1.741400e-002,9.865300e-003,3.488500e-003,3.488500e-003,8.927000e-003,8.927000e-003,8.927000e-003,8.927000e-003,8.689400e-003,8.689400e-003,
2,1.000000e+002,-1.865393e-003,4.090918e-004,1.319081e-001,-1.398570e-001,-1.089999e-001,1.280943e-001,-1.268323e-002,1.099674e-002,-2.835300e-003,2.353400e-004,1.326500e-001,-1.361900e-001,-1.127800e-001,1.240700e-001,-1.741400e-002,9.865300e-003,3.488500e-003,3.488500e-003,8.927000e-003,8.927000e-003,8.927000e-003,8.927000e-003,8.689400e-003,8.689400e-003,
2,1.584800e+002,9.187037e-004,3.005948e-003,1.666821e-001,-1.751869e-001,-1.415627e-001,1.654783e-001,-1.674513e-002,8.753269e-003,-2.827500e-003,1.178100e-003,1.618200e-001,-1.749800e-001,-1.415000e-001,1.613100e-001,-2.370300e-002,5.781500e-003,4.052900e-003,4.052900e-003,1.130700e-002,1.130700e-002,1.130700e-002,1.130700e-002,1.085300e-002,1.085300e-002,
2,1.584800e+002,-6.766269e-005,3.638087e-003,1.664508e-001,-1.767436e-001,-1.408048e-001,1.648919e-001,-1.637439e-002,1.018101e-002,-2.827500e-003,1.178100e-003,1.618200e-001,-1.749800e-001,-1.415000e-001,1.613100e-001,-2.370300e-002,5.781500e-003,4.052900e-003,4.052900e-003,1.130700e-002,1.130700e-002,1.130700e-002,1.130700e-002,1.085300e-002,1.085300e-002,
2,2.511800e+002,8.503337e-004,1.043025e-002,2.073484e-001,-2.243619e-001,-1.816968e-001,2.134190e-001,-1.824758e-002,6.359313e-003,-2.893900e-003,3.460100e-003,1.992300e-001,-2.208200e-001,-1.713900e-001,2.102300e-001,-2.742700e-002,-1.525400e-003,5.494100e-003,5.494100e-003,1.420100e-002,1.420100e-002,1.420100e-002,1.420100e-002,1.294800e-002,1.294800e-002,
2,2.511800e+002,-4.595888e-004,9.815060e-003,2.084377e-001,-2.257435e-001,-1.808858e-001,2.122311e-001,-1.802612e-002,8.854184e-003,-2.893900e-003,3.460100e-003,1.992300e-001,-2.208200e-001,-1.713900e-001,2.102300e-001,-2.742700e-002,-1.525400e-003,5.494100e-003,5.494100e-003,1.420100e-002,1.420100e-002,1.420100e-002,1.420100e-002,1.294800e-002,1.294800e-002,
2,3.981000e+002,-3.988489e-003,1.818040e-002,2.603756e-001,-2.907606e-001,-2.327716e-001,2.752677e-001,-1.653959e-002,5.638169e-003,-3.180200e-003,1.056400e-002,2.459900e-001,-2.834400e-001,-2.112400e-001,2.781000e-001,-2.671000e-002,-1.201000e-002,9.651800e-003,9.651800e-003,1.810100e-002,1.810100e-002,1.810100e-002,1.810100e-002,1.517000e-002,1.517000e-002,
2,3.981000e+002,-4.822697e-003,1.633790e-002,2.623583e-001,-2.909883e-001,-2.315857e-001,2.735732e-001,-1.698890e-002,9.542737e-003,-3.180200e-003,1.056400e-002,2.459900e-001,-2.834400e-001,-2.112400e-001,2.781000e-001,-2.671000e-002,-1.201000e-002,9.651800e-003,9.651800e-003,1.810100e-002,1.810100e-002,1.810100e-002,1.810100e-002,1.517000e-002,1.517000e-002,
2,6.309500e+002,-1.130020e-002,2.357964e-002,3.298347e-001,-3.765755e-001,-2.967545e-001,3.561128e-001,-1.343014e-002,9.506699e-003,-8.846300e-003,1.529800e-002,3.085000e-001,-3.800800e-001,-2.744200e-001,3.768800e-001,-2.376200e-002,-2.377700e-002,1.395100e-002,1.395100e-002,2.388600e-002,2.388600e-002,2.388600e-002,2.388600e-002,1.877800e-002,1.877800e-002,
2,6.309500e+002,-1.132907e-002,2.091573e-002,3.318100e-001,-3.753679e-001,-2.953578e-001,3.538496e-001,-1.506263e-002,1.486584e-002,-8.846300e-003,1.529800e-002,3.085000e-001,-3.800800e-001,-2.744200e-001,3.768800e-001,-2.376200e-002,-2.377700e-002,1.395100e-002,1.395100e-002,2.388600e-002,2.388600e-002,2.388600e-002,2.388600e-002,1.877800e-002,1.877800e-002,
2,1.000000e+003,-1.827709e-002,2.807147e-002,4.171254e-001,-4.874063e-001,-3.775614e-001,4.635480e-001,-1.163312e-002,1.820020e-002,-3.300400e-002,4.429500e-002,3.990200e-001,-5.104200e-001,-3.698100e-001,5.118600e-001,-1.948300e-002,-3.824100e-002,2.837700e-002,2.837700e-002,3.198100e-002,3.198100e-002,3.198100e-002,3.198100e-002,2.469400e-002,2.469400e-002,
2,1.000000e+003,-1.766061e-002,2.463417e-002,4.186029e-001,-4.849293e-001,-3.758269e-001,4.600961e-001,-1.464614e-002,2.512406e-002,-3.300400e-002,4.429500e-002,3.990200e-001,-5.104200e-001,-3.698100e-001,5.118600e-001,-1.948300e-002,-3.824100e-002,2.837700e-002,2.837700e-002,3.198100e-002,3.198100e-002,3.198100e-002,3.198100e-002,2.469400e-002,2.469400e-002,
3,3.981000e+001,8.373286e-003,-1.259978e-002,8.750165e-002,-8.462463e-002,-6.093322e-002,7.444134e-002,-2.086408e-002,1.898751e-002,-1.289300e-002,-1.314100e-002,6.597200e-002,-1.062700e-001,-5.892400e-002,7.298600e-002,-2.598000e-002,3.321700e-002,7.198200e-003,7.198200e-003,1.100700e-002,1.100700e-002,5.416000e-003,5.416000e-003,9.434100e-003,9.434100e-003,
3,3.981000e+001,7.076923e-003,-1.280678e-002,8.603914e-002,-8.504791e-002,-6.106968e-002,7.476589e-002,-2.118416e-002,1.885926e-002,-1.289300e-002,-1.314100e-002,6.597200e-002,-1.062700e-001,-5.892400e-002,7.298600e-002,-2.598000e-002,3.321700e-002,7.198200e-003,7.198200e-003,1.100700e-002,1.100700e-002,5.416000e-003,5.416000e-003,9.434100e-003,9.434100e-003,
3,6.309500e+001,1.151870e-002,-1.443123e-002,1.106240e-001,-1.062237e-001,-7.996114e-002,9.668514e-002,-2.677666e-002,2.268208e-002,-6.693200e-003,-1.956400e-002,1.042800e-001,-1.292400e-001,-8.021000e-002,9.802500e-002,-4.103400e-002,3.458100e-002,8.789800e-003,8.789800e-003,9.201000e-003,9.201000e-003,7.251500e-003,7.251500e-003,1.236600e-002,1.236600e-002,
3,6.309500e+001,1.067465e-002,-1.521088e-002,1.092941e-001,-1.066812e-001,-8.031784e-002,9.676919e-002,-2.708938e-002,2.247745e-002,-6.693200e-003,-1.956400e-002,1.042800e-001,-1.292400e-001,-8.021000e-002,9.802500e-002,-4.103400e-002,3.458100e-002,8.789800e-003,8.789800e-003,9.201000e-003,9.201000e-003,7.251500e-003,7.251500e-003,1.236600e-002,1.236600e-002,
3,1.000000e+002,1.639534e-002,-1.673633e-002,1.383247e-001,-1.314960e-001,-1.043026e-001,1.244771e-001,-3.344581e-002,2.622115e-002,-9.925900e-004,-2.024000e-002,1.331900e-001,-1.500000e-001,-9.707100e-002,1.229200e-001,-5.369800e-002,3.293500e-002,9.563800e-003,9.563800e-003,8.862900e-003,8.862900e-003,8.862900e-003,8.862900e-003,1.490000e-002,1.490000e-002,
3,1.000000e+002,1.625220e-002,-1.745588e-002,1.369120e-001,-1.321870e-001,-1.044629e-001,1.242015e-001,-3.372521e-002,2.588130e-002,-9.925900e-004,-2.024000e-002,1.331900e-001,-1.500000e-001,-9.707100e-002,1.229200e-001,-5.369800e-002,3.293500e-002,9.563800e-003,9.563800e-003,8.862900e-003,8.862900e-003,8.862900e-003,8.862900e-003,1.490000e-002,1.490000e-002,
3,1.584800e+002,2.230973e-002,-1.768575e-002,1.702143e-001,-1.638448e-001,-1.352765e-001,1.599471e-001,-4.020730e-002,3.021700e-002,6.217200e-003,-3.188200e-002,1.714800e-001,-1.756700e-001,-1.293800e-001,1.623900e-001,-6.732200e-002,2.733700e-002,1.339500e-002,1.339500e-002,1.128800e-002,1.128800e-002,1.128800e-002,1.128800e-002,1.842400e-002,1.842400e-002,
3,1.584800e+002,2.247748e-002,-1.785993e-002,1.689647e-001,-1.651118e-001,-1.349331e-001,1.596831e-001,-4.038279e-002,2.965325e-002,6.217200e-003,-3.188200e-002,1.714800e-001,-1.756700e-001,-1.293800e-001,1.623900e-001,-6.732200e-002,2.733700e-002,1.339500e-002,1.339500e-002,1.128800e-002,1.128800e-002,1.128800e-002,1.128800e-002,1.842400e-002,1.842400e-002,
3,2.511800e+002,2.707967e-002,-1.752025e-002,2.083270e-001,-2.077175e-001,-1.750140e-001,2.053227e-001,-4.686811e-002,3.594039e-002,1.678900e-002,-3.867600e-002,2.057100e-001,-2.104500e-001,-1.654800e-001,2.108100e-001,-7.378900e-002,1.839000e-002,1.670900e-002,1.670900e-002,1.404200e-002,1.404200e-002,1.404200e-002,1.404200e-002,2.141400e-002,2.141400e-002,
