Site,Frequency,ReTzxCal,ImTzxCal,ReTzyCal,ImTzyCal,ReTzxObs,ImTzxObs,ReTzyObs,ImTzyObs,ReTzxErr,ImTzxErr,ReTzyErr,ImTzyErr,
1011,6.309500e-001,2.038858e-001,-6.085607e-002,-3.260547e-002,5.279783e-002,1.744100e-001,-6.620800e-002,-8.887100e-002,4.490300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.000000e+000,2.217212e-001,-3.650181e-002,-5.172873e-002,5.132866e-002,1.895400e-001,-2.638100e-002,-1.047700e-001,4.502500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.584800e+000,2.300043e-001,-8.752450e-003,-7.218015e-002,4.598715e-002,2.103700e-001,-3.689700e-003,-1.095100e-001,2.907400e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,2.511800e+000,2.255454e-001,1.998649e-002,-9.298325e-002,3.321937e-002,2.455700e-001,3.330800e-002,-1.170800e-001,2.861000e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,3.981000e+000,2.070398e-001,4.279427e-002,-1.080812e-001,8.511058e-003,2.383900e-001,5.421300e-002,-1.014500e-001,-3.627200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,6.309500e+000,1.822533e-001,5.162718e-002,-1.051101e-001,-2.463577e-002,1.867400e-001,7.423100e-002,-8.116600e-002,-5.516600e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,6.309500e+000,1.764333e-001,5.863516e-002,-9.800245e-002,-3.391373e-002,1.867400e-001,7.423100e-002,-8.116600e-002,-5.516600e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.000000e+001,1.567802e-001,5.543289e-002,-6.899173e-002,-5.152138e-002,1.598400e-001,7.412100e-002,-5.690900e-002,-5.088500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.000000e+001,1.649694e-001,5.149532e-002,-8.050264e-002,-4.846962e-002,1.598400e-001,7.412100e-002,-5.690900e-002,-5.088500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.584800e+001,1.438996e-001,5.733389e-002,-4.154346e-002,-4.928655e-002,1.391600e-001,6.214400e-002,-4.219100e-002,-4.168900e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.584800e+001,1.534817e-001,5.804436e-002,-5.151669e-002,-5.198626e-002,1.391600e-001,6.214400e-002,-4.219100e-002,-4.168900e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,2.511800e+001,1.249838e-001,6.520786e-002,-2.496497e-002,-4.051394e-002,1.164600e-001,4.959400e-002,-1.588600e-002,-2.489900e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,2.511800e+001,1.322753e-001,7.110091e-002,-3.152870e-002,-4.601416e-002,1.164600e-001,4.959400e-002,-1.588600e-002,-2.489900e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,3.981000e+001,9.754098e-002,6.702494e-002,-1.478783e-002,-3.292565e-002,8.383800e-002,3.255600e-002,3.010400e-002,-1.994800e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,3.981000e+001,9.991773e-002,7.503496e-002,-1.713770e-002,-3.920970e-002,8.383800e-002,3.255600e-002,3.010400e-002,-1.994800e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,6.309500e+001,7.048923e-002,6.506349e-002,-6.953226e-003,-3.177669e-002,8.483200e-002,4.756700e-002,-1.271400e-002,-2.705200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,6.309500e+001,7.229566e-002,5.782846e-002,-8.779962e-003,-2.749461e-002,8.483200e-002,4.756700e-002,-1.271400e-002,-2.705200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.000000e+002,5.628362e-002,4.441589e-002,-4.570245e-003,-2.707007e-002,7.237900e-002,4.546100e-002,-1.972600e-002,-4.006500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.000000e+002,5.151448e-002,4.985961e-002,-5.375050e-004,-2.689138e-002,7.237900e-002,4.546100e-002,-1.972600e-002,-4.006500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.584800e+002,4.790826e-002,3.367804e-002,3.533402e-003,-3.030739e-002,6.449500e-002,4.436300e-002,1.263100e-002,-3.543400e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.584800e+002,4.121383e-002,3.640221e-002,6.572040e-003,-2.478476e-002,6.449500e-002,4.436300e-002,1.263100e-002,-3.543400e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,2.511800e+002,4.241929e-002,2.770283e-002,1.646970e-002,-3.106762e-002,5.204400e-002,4.342900e-002,2.508300e-002,-4.624200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,2.511800e+002,3.566143e-002,2.735641e-002,1.530273e-002,-2.141935e-002,5.204400e-002,4.342900e-002,2.508300e-002,-4.624200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,3.981000e+002,3.149975e-002,2.206584e-002,2.298373e-002,-1.513319e-002,4.526800e-002,4.217900e-002,3.227700e-002,-5.553700e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,3.981000e+002,3.677851e-002,2.449951e-002,2.993898e-002,-2.595389e-002,4.526800e-002,4.217900e-002,3.227700e-002,-5.553700e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,6.309500e+002,2.774230e-002,1.891583e-002,2.760169e-002,-6.617419e-003,3.087000e-002,4.168800e-002,5.552100e-002,-6.473800e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,6.309500e+002,3.115192e-002,2.212422e-002,3.958156e-002,-1.585042e-002,3.087000e-002,4.168800e-002,5.552100e-002,-6.473800e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.000000e+003,2.445785e-002,1.741583e-002,2.808330e-002,2.678807e-003,1.771300e-002,4.997300e-002,9.244600e-002,-7.863800e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1011,1.000000e+003,2.628032e-002,2.057430e-002,4.334049e-002,-3.617837e-003,1.771300e-002,4.997300e-002,9.244600e-002,-7.863800e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,1.000000e+000,2.738615e-001,-4.928318e-002,8.318707e-002,1.073219e-002,2.669400e-001,6.779800e-002,1.316600e-001,2.686800e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,1.584800e+000,3.008946e-001,-2.085950e-002,8.870032e-002,2.852432e-002,2.966800e-001,9.145400e-002,1.169000e-001,5.399400e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,2.511800e+000,3.151491e-001,3.084960e-002,8.062202e-002,6.002854e-002,2.867500e-001,1.214500e-001,8.456100e-002,8.654600e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,3.981000e+000,2.910340e-001,9.679708e-002,4.437713e-002,9.188029e-002,2.893300e-001,9.136800e-002,2.984300e-002,1.034400e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,6.309500e+000,2.236226e-001,1.393723e-001,-1.428789e-002,9.452822e-002,2.322600e-001,1.084700e-001,-3.004200e-002,7.719300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,6.309500e+000,2.094053e-001,1.381552e-001,-2.518348e-002,9.847589e-002,2.322600e-001,1.084700e-001,-3.004200e-002,7.719300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,1.000000e+001,1.491051e-001,1.366365e-001,-5.818372e-002,5.871243e-002,1.754600e-001,1.148500e-001,-6.410500e-002,3.668600e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,1.000000e+001,1.414157e-001,1.259885e-001,-6.459070e-002,5.167118e-002,1.754600e-001,1.148500e-001,-6.410500e-002,3.668600e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,2.511800e+001,6.792067e-002,7.527003e-002,-5.173590e-002,-9.390763e-003,8.122800e-002,9.666800e-002,-5.352600e-002,-2.257400e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,2.511800e+001,7.566181e-002,6.920770e-002,-4.603857e-002,-1.306227e-002,8.122800e-002,9.666800e-002,-5.352600e-002,-2.257400e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,3.981000e+001,5.448965e-002,4.643043e-002,-3.504659e-002,-1.895991e-002,1.001800e-001,6.906300e-002,-3.649900e-002,-3.091500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,3.981000e+001,6.195776e-002,4.590018e-002,-2.947113e-002,-1.946378e-002,1.001800e-001,6.906300e-002,-3.649900e-002,-3.091500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,6.309500e+001,5.203777e-002,2.525140e-002,-2.040878e-002,-1.817631e-002,6.411200e-002,4.424500e-002,-1.900600e-002,-4.538500e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,6.309500e+001,5.683010e-002,2.653676e-002,-1.583577e-002,-1.722667e-002,6.411200e-002,4.424500e-002,-1.900600e-002,-4.538500e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,1.000000e+002,5.450095e-002,1.350898e-002,-1.157242e-002,-1.071327e-002,4.286800e-002,9.441900e-003,-3.073200e-003,4.351200e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,1.000000e+002,5.789384e-002,1.420171e-002,-7.808808e-003,-8.946532e-003,4.286800e-002,9.441900e-003,-3.073200e-003,4.351200e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,1.584800e+002,5.655351e-002,8.652580e-003,-9.540691e-003,-2.530739e-003,7.017400e-002,-7.655500e-003,-9.524000e-003,1.408100e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,1.584800e+002,6.004419e-002,8.683729e-003,-6.879464e-003,-5.594136e-006,7.017400e-002,-7.655500e-003,-9.524000e-003,1.408100e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,2.511800e+002,6.057803e-002,7.208731e-003,-9.495464e-003,5.961761e-003,7.218100e-002,1.726400e-002,-1.920600e-002,1.931200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,2.511800e+002,5.634326e-002,6.992239e-003,-1.053546e-002,3.389014e-003,7.218100e-002,1.726400e-002,-1.920600e-002,1.931200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,3.981000e+002,5.386242e-002,5.194823e-003,-1.232695e-002,8.569497e-003,6.566200e-002,1.265800e-002,-2.097000e-002,2.748300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,3.981000e+002,5.845414e-002,6.704783e-003,-1.249301e-002,1.020558e-002,6.566200e-002,1.265800e-002,-2.097000e-002,2.748300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,6.309500e+002,5.512876e-002,4.228956e-003,-1.596888e-002,1.457684e-002,4.977700e-002,-5.056600e-003,-2.093200e-002,3.286300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,6.309500e+002,5.139416e-002,1.211827e-003,-1.536772e-002,1.399654e-002,4.977700e-002,-5.056600e-003,-2.093200e-002,3.286300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,1.000000e+003,5.308615e-002,-2.986996e-004,-2.050324e-002,1.911402e-002,4.575600e-002,-1.407000e-002,-1.481900e-002,2.306100e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1012,1.000000e+003,5.078730e-002,-4.182643e-003,-1.969788e-002,1.956227e-002,4.575600e-002,-1.407000e-002,-1.481900e-002,2.306100e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1013,2.511800e+002,-4.219720e-002,-4.883592e-002,-3.024408e-001,-2.034697e-001,-7.712400e-002,-1.044500e-001,-3.704100e-001,-2.766500e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1013,2.511800e+002,-4.805432e-002,-4.537098e-002,-2.797303e-001,-2.013840e-001,-7.712400e-002,-1.044500e-001,-3.704100e-001,-2.766500e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1013,3.981000e+002,-3.406781e-002,-3.134317e-002,-2.262879e-001,-1.942845e-001,-4.514000e-002,-8.225900e-002,-2.663700e-001,-2.282500e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1013,3.981000e+002,-4.062792e-002,-2.839793e-002,-2.050410e-001,-1.926132e-001,-4.514000e-002,-8.225900e-002,-2.663700e-001,-2.282500e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1013,6.309500e+002,-2.907382e-002,-1.772938e-002,-1.651443e-001,-1.751913e-001,-3.608200e-002,-7.452200e-002,-2.131300e-001,-1.575800e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1013,6.309500e+002,-3.674572e-002,-1.596637e-002,-1.441468e-001,-1.740437e-001,-3.608200e-002,-7.452200e-002,-2.131300e-001,-1.575800e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1013,1.000000e+003,-2.638611e-002,-4.890957e-003,-1.162398e-001,-1.561302e-001,-2.750700e-002,-8.370000e-002,-2.117700e-001,-9.046400e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1013,1.000000e+003,-3.429597e-002,-4.821113e-003,-9.541609e-002,-1.549516e-001,-2.750700e-002,-8.370000e-002,-2.117700e-001,-9.046400e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,6.309500e-001,1.603064e-001,-1.237490e-001,1.360085e-001,1.815410e-002,2.447700e-001,-1.386400e-001,9.738600e-002,4.744900e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.000000e+000,1.998883e-001,-1.101200e-001,1.345086e-001,2.615789e-002,2.518900e-001,-1.350100e-001,1.015900e-001,6.302800e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.584800e+000,2.364095e-001,-9.240901e-002,1.307943e-001,4.030986e-002,2.544200e-001,-1.073800e-001,9.541100e-002,6.780600e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,2.511800e+000,2.697957e-001,-6.772343e-002,1.197796e-001,6.092094e-002,2.533600e-001,-9.247400e-002,7.925000e-002,8.846600e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,3.981000e+000,2.966602e-001,-3.201291e-002,9.722591e-002,8.349572e-002,2.727400e-001,-3.200400e-002,5.209500e-002,1.051900e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,6.309500e+000,3.081029e-001,1.607362e-002,6.747927e-002,9.925603e-002,2.783800e-001,1.793900e-002,1.239300e-002,1.040000e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,6.309500e+000,3.101453e-001,1.660826e-002,6.399875e-002,1.020172e-001,2.783800e-001,1.793900e-002,1.239300e-002,1.040000e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.000000e+001,3.001166e-001,7.707467e-002,2.820154e-002,1.110087e-001,2.738400e-001,7.482900e-002,-3.181400e-002,1.018800e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.000000e+001,3.020888e-001,7.572899e-002,2.326395e-002,1.137518e-001,2.738400e-001,7.482900e-002,-3.181400e-002,1.018800e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.584800e+001,2.655816e-001,1.374405e-001,-2.351643e-002,1.159964e-001,2.441700e-001,1.252800e-001,-8.572100e-002,8.576200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.584800e+001,2.613403e-001,1.394906e-001,-1.824225e-002,1.130080e-001,2.441700e-001,1.252800e-001,-8.572100e-002,8.576200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,2.511800e+001,1.995009e-001,1.883126e-001,-7.185724e-002,1.030526e-001,1.963400e-001,1.515800e-001,-1.064900e-001,5.748600e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,2.511800e+001,1.930651e-001,1.881617e-001,-6.566962e-002,9.861252e-002,1.963400e-001,1.515800e-001,-1.064900e-001,5.748600e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,3.981000e+001,1.134231e-001,2.147984e-001,-1.105683e-001,7.289416e-002,1.395800e-001,1.732600e-001,-1.055600e-001,2.070000e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,3.981000e+001,1.074401e-001,2.109764e-001,-1.015836e-001,6.731864e-002,1.395800e-001,1.732600e-001,-1.055600e-001,2.070000e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,6.309500e+001,2.465679e-002,2.123484e-001,-1.288530e-001,3.351975e-002,5.011600e-002,1.940800e-001,-9.068800e-002,-2.837300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,6.309500e+001,2.166585e-002,2.059703e-001,-1.161427e-001,2.911492e-002,5.011600e-002,1.940800e-001,-9.068800e-002,-2.837300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.000000e+002,-5.128689e-002,1.876256e-001,-1.258018e-001,-1.476789e-003,-3.292800e-002,1.900700e-001,-8.621100e-002,-2.844000e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.000000e+002,-5.054525e-002,1.809825e-001,-1.108326e-001,-2.140373e-003,-3.292800e-002,1.900700e-001,-8.621100e-002,-2.844000e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.584800e+002,-1.075802e-001,1.529656e-001,-1.104461e-001,-2.403676e-002,-9.788700e-002,1.604000e-001,-6.157000e-002,-2.592900e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.584800e+002,-1.043003e-001,1.478058e-001,-9.613363e-002,-2.035782e-002,-9.788700e-002,1.604000e-001,-6.157000e-002,-2.592900e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,2.511800e+002,-1.455522e-001,1.183016e-001,-9.109574e-002,-3.542503e-002,-1.460500e-001,1.130800e-001,-4.862000e-002,-6.972700e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,2.511800e+002,-1.415672e-001,1.145128e-001,-7.944510e-002,-2.853914e-002,-1.460500e-001,1.130800e-001,-4.862000e-002,-6.972700e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,3.981000e+002,-1.690734e-001,8.959231e-002,-7.076838e-002,-3.743862e-002,-1.664500e-001,6.473000e-002,-5.385900e-002,1.819300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,3.981000e+002,-1.649929e-001,8.562401e-002,-6.271284e-002,-2.865496e-002,-1.664500e-001,6.473000e-002,-5.385900e-002,1.819300e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,6.309500e+002,-1.840535e-001,7.005726e-002,-5.432100e-002,-3.041657e-002,-1.632100e-001,3.412000e-002,-7.265400e-002,3.335100e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,6.309500e+002,-1.785753e-001,6.485736e-002,-5.020694e-002,-2.092410e-002,-1.632100e-001,3.412000e-002,-7.265400e-002,3.335100e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.000000e+003,-1.962512e-001,5.826014e-002,-4.682871e-002,-1.999994e-002,-1.553100e-001,2.494600e-002,-9.228300e-002,3.104100e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1014,1.000000e+003,-1.878486e-001,5.286764e-002,-4.678172e-002,-1.093909e-002,-1.553100e-001,2.494600e-002,-9.228300e-002,3.104100e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,6.309000e-002,-4.248672e-002,-9.551691e-002,7.313629e-002,2.999836e-002,-1.754000e-002,-1.040200e-001,4.970200e-002,1.065000e-001,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,2.511800e-001,4.993659e-002,-9.138730e-002,4.862684e-002,3.712023e-002,4.669800e-002,-7.136500e-002,4.042200e-002,6.053500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,6.309500e-001,1.084493e-001,-5.698520e-002,2.319271e-002,4.349455e-002,1.305000e-001,-1.266700e-001,5.171100e-002,7.578800e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,2.511800e+000,1.314183e-001,3.764319e-002,-2.854621e-002,4.060563e-002,1.199000e-001,5.943400e-002,-3.346100e-004,3.490000e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,3.981000e+000,1.090698e-001,7.299695e-002,-4.531406e-002,2.651862e-002,9.231800e-002,7.618600e-002,-1.593700e-002,3.368800e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,6.309500e+000,7.013083e-002,9.893488e-002,-5.071967e-002,6.011305e-003,5.782100e-002,8.079600e-002,-3.700500e-002,3.644500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,6.309500e+000,7.654266e-002,9.826805e-002,-4.599350e-002,4.311356e-003,5.782100e-002,8.079600e-002,-3.700500e-002,3.644500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,2.511800e+001,-6.087998e-002,6.975836e-002,-1.941426e-002,1.685764e-003,-4.630300e-002,4.421000e-002,-4.766300e-002,-2.214000e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,2.511800e+001,-6.862372e-002,6.842581e-002,-1.673192e-002,-5.248003e-003,-4.630300e-002,4.421000e-002,-4.766300e-002,-2.214000e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,3.981000e+001,-7.725273e-002,3.053175e-002,-2.308959e-002,1.045155e-002,-5.159900e-002,2.911900e-002,-4.659100e-002,-8.654700e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,3.981000e+001,-8.474160e-002,2.844314e-002,-1.666240e-002,7.734718e-003,-5.159900e-002,2.911900e-002,-4.659100e-002,-8.654700e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,6.309500e+001,-7.107580e-002,-6.510132e-004,-3.271085e-002,1.346346e-002,-7.175600e-002,-1.581000e-002,-4.197300e-002,-1.076200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,6.309500e+001,-7.783598e-002,-4.195396e-003,-2.697073e-002,1.600493e-002,-7.175600e-002,-1.581000e-002,-4.197300e-002,-1.076200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,1.000000e+002,-5.694803e-002,-1.609932e-002,-4.050735e-002,8.447444e-003,-4.265300e-002,-2.546200e-002,-3.478000e-002,-8.953200e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,1.000000e+002,-6.145864e-002,-2.069233e-002,-3.891295e-002,1.333065e-002,-4.265300e-002,-2.546200e-002,-3.478000e-002,-8.953200e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,1.584800e+002,-4.451649e-002,-2.264287e-002,-4.169921e-002,1.743955e-003,-2.884500e-002,-3.059100e-002,-2.745900e-002,-6.457600e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,1.584800e+002,-4.661104e-002,-2.651794e-002,-4.355115e-002,5.047968e-003,-2.884500e-002,-3.059100e-002,-2.745900e-002,-6.457600e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,2.511800e+002,-3.411159e-002,-2.798615e-002,-4.244004e-002,-1.201102e-003,-1.709700e-002,-3.360800e-002,-2.340800e-002,4.513200e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,2.511800e+002,-3.312964e-002,-2.561218e-002,-3.993889e-002,-1.914839e-003,-1.709700e-002,-3.360800e-002,-2.340800e-002,4.513200e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,3.981000e+002,-2.272964e-002,-2.536569e-002,-3.861511e-002,-4.045491e-003,-3.928500e-002,-4.100100e-002,-3.311600e-002,9.345400e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,3.981000e+002,-2.350932e-002,-2.677127e-002,-4.007337e-002,-4.673220e-003,-3.928500e-002,-4.100100e-002,-3.311600e-002,9.345400e-003,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,6.309500e+002,-1.514965e-002,-2.434760e-002,-3.774620e-002,-7.338191e-003,-6.087400e-002,-5.487800e-002,-7.231000e-002,-1.084500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1015,6.309500e+002,-1.471326e-002,-2.341393e-002,-3.718084e-002,-6.810683e-003,-6.087400e-002,-5.487800e-002,-7.231000e-002,-1.084500e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1016,1.000000e+001,9.144932e-002,1.206153e-001,-2.721528e-002,4.027150e-002,1.787200e-001,2.117000e-001,-3.377300e-002,-1.288200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1016,1.000000e+001,8.686842e-002,1.190266e-001,-2.491982e-002,4.028321e-002,1.787200e-001,2.117000e-001,-3.377300e-002,-1.288200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1016,1.584800e+001,4.001324e-002,1.407243e-001,-4.128039e-002,2.101000e-002,9.349000e-002,1.592800e-001,-2.543700e-002,-2.353000e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1016,1.584800e+001,3.832920e-002,1.347547e-001,-3.824131e-002,2.066064e-002,9.349000e-002,1.592800e-001,-2.543700e-002,-2.353000e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1016,2.511800e+001,-2.076948e-002,1.461254e-001,-4.332252e-002,2.161749e-003,-2.033800e-002,1.286300e-001,-3.438800e-002,-2.324200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1016,2.511800e+001,-1.723436e-002,1.393831e-001,-3.896858e-002,2.041154e-003,-2.033800e-002,1.286300e-001,-3.438800e-002,-2.324200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1016,3.981000e+001,-7.443016e-002,1.257069e-001,-3.343823e-002,-1.079304e-002,-1.471100e-001,1.096400e-001,-6.210900e-002,-6.259200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1016,3.981000e+001,-8.160789e-002,1.292895e-001,-3.874901e-002,-1.317404e-002,-1.471100e-001,1.096400e-001,-6.210900e-002,-6.259200e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
1016,6.309500e+001,-1.178675e-001,9.371895e-002,-2.575104e-002,-2.019665e-002,-1.405900e-001,6.734400e-002,-3.714900e-002,-4.434100e-002,3.000000e-002,3.000000e-002,3.000000e-002,3.000000e-002,
