MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    6.309500e+00,   -1.974086e-02,   -1.614047e-03,    3.503667e-02,   -2.658726e-02,   -7.191679e-02,    2.814621e-02,    2.469154e-02,   -1.121050e-02,   -2.188679e-01,   -2.518967e-01,   -3.659424e-01,    8.348468e-02,   -7.338868e-01,    4.069971e-01,    4.547654e-01,   -6.902294e-01,   -2.072500e-02,   -2.746700e-03,    3.396600e-02,   -2.634300e-02,   -7.406400e-02,    2.933700e-02,    2.817000e-02,   -1.649000e-02,    4.496500e-03,    4.496500e-03,    2.925800e-03,    2.925800e-03,    2.925800e-03,    2.925800e-03,    7.648900e-03,    7.648900e-03,
         1,    1.000000e+01,   -1.753820e-02,   -2.631516e-03,    4.258610e-02,   -3.015465e-02,   -7.695403e-02,    3.226170e-02,    2.749459e-02,   -1.302821e-02,   -1.577469e-01,   -4.233705e-01,   -8.725384e-01,    1.783029e-01,   -3.490540e-01,   -5.494112e-01,    6.326058e-01,   -7.382346e-01,   -1.826100e-02,   -4.571400e-03,    3.977400e-02,   -2.958000e-02,   -7.807900e-02,    3.049100e-02,    3.285700e-02,   -1.928600e-02,    4.582000e-03,    4.582000e-03,    3.222900e-03,    3.222900e-03,    3.222900e-03,    3.222900e-03,    8.476700e-03,    8.476700e-03,
         1,    1.584800e+01,   -1.515112e-02,   -1.665689e-03,    4.923123e-02,   -3.479896e-02,   -8.226204e-02,    4.092216e-02,    3.051795e-02,   -1.567288e-02,    1.418968e-01,   -6.288298e-01,   -7.515898e-01,    1.131633e-02,    1.381602e-01,   -7.546087e-01,    8.642765e-01,   -6.938234e-01,   -1.451900e-02,   -4.467000e-03,    4.651100e-02,   -3.475800e-02,   -8.176200e-02,    3.819100e-02,    3.875200e-02,   -2.228300e-02,    4.454800e-03,    4.454800e-03,    3.619300e-03,    3.619300e-03,    3.619300e-03,    3.619300e-03,    9.527100e-03,    9.527100e-03,
         2,    6.309500e+00,   -1.388962e-02,   -4.506791e-03,    3.527520e-02,   -3.395038e-02,   -3.203484e-02,    2.384621e-02,   -2.369513e-04,    3.293792e-03,   -6.586292e-01,    8.293643e-02,   -2.247406e-01,   -1.042809e-01,   -2.392432e-02,    4.234175e-01,    2.708617e-02,    4.304879e-01,   -1.675400e-02,   -4.146100e-03,    3.462300e-02,   -3.425300e-02,   -3.208800e-02,    2.478700e-02,   -1.843500e-04,    4.129800e-03,    4.349000e-03,    4.349000e-03,    2.902000e-03,    2.902000e-03,    2.221900e-03,    2.221900e-03,    1.942000e-03,    1.942000e-03,
         2,    1.000000e+01,   -1.091141e-02,   -6.167351e-03,    4.423309e-02,   -4.131605e-02,   -3.666124e-02,    3.064022e-02,   -1.182252e-03,    3.924463e-03,   -8.626170e-01,    4.161147e-02,   -3.937364e-01,   -1.320509e-01,   -4.186449e-01,   -4.511693e-04,    2.600703e-01,    5.758668e-01,   -1.493000e-02,   -5.973500e-03,    4.313000e-02,   -4.168600e-02,   -3.779200e-02,    3.063900e-02,   -5.530900e-04,    5.317600e-03,    4.658600e-03,    4.658600e-03,    2.801600e-03,    2.801600e-03,    2.701000e-03,    2.701000e-03,    2.419200e-03,    2.419200e-03,
         2,    1.584800e+01,   -7.505843e-03,   -5.959096e-03,    5.373731e-02,   -5.105731e-02,   -4.259724e-02,    4.099980e-02,   -2.095321e-03,    4.756501e-03,   -1.053494e+00,    5.678148e-02,   -3.096895e-02,   -2.944368e-01,   -9.345795e-01,   -3.194072e-01,    2.099259e-01,    5.879646e-01,   -1.258200e-02,   -5.685500e-03,    5.363300e-02,   -5.204900e-02,   -4.574500e-02,    3.992400e-02,   -1.460400e-03,    6.534800e-03,    4.818400e-03,    4.818400e-03,    3.368100e-03,    3.368100e-03,    3.368100e-03,    3.368100e-03,    3.024500e-03,    3.024500e-03,
         4,    6.309500e+00,   -1.872592e-03,    4.713603e-03,    4.573161e-02,   -3.702838e-02,   -4.535181e-02,    4.730759e-02,   -8.460284e-03,    9.881234e-04,   -5.845479e-02,    1.640638e-01,    3.964453e-01,   -4.625695e-01,   -6.684978e-01,   -4.897406e-01,   -1.628052e-01,    5.575442e-02,   -2.033600e-03,    5.165500e-03,    4.698600e-02,   -3.849200e-02,   -4.746700e-02,    4.575800e-02,   -9.059700e-03,    1.193400e-03,    2.754400e-03,    2.754400e-03,    3.164100e-03,    3.164100e-03,    3.164100e-03,    3.164100e-03,    3.681800e-03,    3.681800e-03,
         4,    1.000000e+01,   -3.542590e-03,    6.559839e-03,    5.405386e-02,   -4.707808e-02,   -5.662991e-02,    5.995615e-02,   -1.009573e-02,   -2.629350e-03,   -2.980063e-01,    4.545639e-02,    2.138286e-01,   -3.081590e-02,   -6.727546e-01,   -7.323726e-01,   -2.036465e-01,   -4.942486e-03,   -4.629300e-03,    6.725600e-03,    5.487900e-02,   -4.719700e-02,   -5.922600e-02,    5.713000e-02,   -1.102900e-02,   -2.652000e-03,    3.646600e-03,    3.646600e-03,    3.858900e-03,    3.858900e-03,    3.858900e-03,    3.858900e-03,    4.582800e-03,    4.582800e-03,
         4,    1.584800e+01,   -5.462184e-03,    8.498734e-03,    6.412026e-02,   -6.099060e-02,   -7.003548e-02,    7.693250e-02,   -1.040556e-02,   -7.780971e-03,   -5.718430e-01,   -5.004200e-01,   -1.582829e-01,    3.925801e-02,   -1.668440e-01,   -1.137684e+00,   -2.235093e-01,   -5.833002e-02,   -8.026500e-03,    6.254700e-03,    6.337600e-02,   -6.080600e-02,   -7.082000e-02,    7.158300e-02,   -1.167400e-02,   -8.112000e-03,    4.484300e-03,    4.484300e-03,    4.702100e-03,    4.702100e-03,    4.702100e-03,    4.702100e-03,    5.675100e-03,    5.675100e-03,
         5,    6.309500e+00,   -8.049780e-03,   -7.415185e-03,    3.839815e-02,   -3.397024e-02,   -3.890326e-02,    2.076245e-02,   -8.518153e-04,    2.555843e-03,   -1.446871e-01,   -4.837890e-01,    3.700744e-01,    1.474023e-01,    6.935185e-02,   -1.865470e-02,    1.275191e+00,    1.116657e-02,   -8.604800e-03,   -9.271000e-03,    3.928000e-02,   -3.361900e-02,   -3.873800e-02,    2.071800e-02,    1.301600e-03,    2.574700e-03,    3.836000e-03,    3.836000e-03,    2.382900e-03,    2.382900e-03,    2.382900e-03,    2.382900e-03,    1.688700e-03,    1.688700e-03,
         5,    1.000000e+01,   -4.811131e-03,   -1.024542e-02,    4.805689e-02,   -3.974654e-02,   -4.341380e-02,    2.360635e-02,   -1.660141e-03,    2.284417e-03,    8.092107e-02,   -5.888706e-01,   -4.373539e-02,    4.014808e-01,    1.093684e-01,   -2.613271e-01,    1.240463e+00,    1.579846e-01,   -4.460500e-03,   -1.279700e-02,    4.793700e-02,   -3.864600e-02,   -4.311400e-02,    2.289000e-02,    4.306600e-04,    2.550700e-03,    4.333000e-03,    4.333000e-03,    2.741200e-03,    2.741200e-03,    2.741200e-03,    2.741200e-03,    1.685500e-03,    1.685500e-03,
         5,    1.584800e+01,   -3.714268e-04,   -1.231536e-02,    5.754346e-02,   -4.692944e-02,   -4.722205e-02,    2.881155e-02,   -2.014812e-03,    2.164241e-03,    4.580741e-01,   -6.401878e-01,    2.249339e-01,    1.239616e-01,    4.421732e-02,   -3.707038e-01,    8.070624e-01,    3.747139e-01,    1.981700e-03,   -1.560400e-02,    5.826100e-02,   -4.653400e-02,   -4.708100e-02,    2.762900e-02,   -4.878500e-04,    2.873200e-03,    5.137000e-03,    5.137000e-03,    3.190000e-03,    3.190000e-03,    3.190000e-03,    3.190000e-03,    1.892000e-03,    1.892000e-03,
         6,    6.309500e+00,    1.229687e-01,   -6.499069e-02,    8.636054e-02,   -7.938631e-02,   -1.643158e-01,    1.047637e-01,   -8.445141e-02,    6.094412e-02,    1.253211e-01,    1.715299e-01,   -2.992606e-01,   -2.163541e-01,   -6.428993e-01,   -3.282442e-01,    3.958190e-01,   -2.055395e-01,    1.253700e-01,   -6.170400e-02,    8.408700e-02,   -8.103000e-02,   -1.692000e-01,    1.022700e-01,   -7.631100e-02,    5.671700e-02,    1.916100e-02,    1.916100e-02,    7.597200e-03,    7.597200e-03,    7.597200e-03,    7.597200e-03,    2.056600e-02,    2.056600e-02,
         6,    1.000000e+01,    1.482558e-01,   -6.234026e-02,    1.110424e-01,   -9.369326e-02,   -2.002184e-01,    1.115655e-01,   -1.066941e-01,    6.441380e-02,    3.318624e-02,    2.337423e-01,   -2.463264e-01,   -4.951250e-02,   -4.428619e-01,   -5.443481e-01,    4.112722e-01,   -2.541248e-01,    1.490100e-01,   -5.702800e-02,    1.088000e-01,   -9.414400e-02,   -2.042500e-01,    1.066100e-01,   -9.674300e-02,    5.826500e-02,    2.272700e-02,    2.272700e-02,    9.103500e-03,    9.103500e-03,    9.103500e-03,    9.103500e-03,    2.419600e-02,    2.419600e-02,
         6,    1.584800e+01,    1.710833e-01,   -5.334159e-02,    1.394529e-01,   -1.083456e-01,   -2.352766e-01,    1.142101e-01,   -1.304007e-01,    6.417870e-02,   -2.454685e-02,    2.600111e-01,   -3.984362e-01,    7.752668e-02,   -4.059872e-01,   -6.319923e-01,    5.246556e-01,   -3.605054e-01,    1.704400e-01,   -4.652800e-02,    1.352100e-01,   -1.075200e-01,   -2.396000e-01,    1.074800e-01,   -1.159700e-01,    5.426300e-02,    2.620500e-02,    2.620500e-02,    1.064900e-02,    1.064900e-02,    1.064900e-02,    1.064900e-02,    2.750500e-02,    2.750500e-02,
         7,    6.309500e+00,    3.996159e-03,    1.327910e-03,    3.105758e-02,   -3.411898e-02,   -4.163317e-02,    3.838734e-02,   -5.762715e-03,    7.130342e-03,    2.240106e-01,    3.985547e-01,    8.723636e-01,   -5.961853e-01,   -3.359231e-01,    1.537249e-01,   -5.862216e-01,   -1.095352e-01,    4.524600e-03,    2.268100e-03,    3.337100e-02,   -3.570000e-02,   -4.252400e-02,    3.879500e-02,   -7.912800e-03,    6.728600e-03,    2.359000e-03,    2.359000e-03,    2.651900e-03,    2.651900e-03,    2.651900e-03,    2.651900e-03,    3.667700e-03,    3.667700e-03,
         7,    1.000000e+01,    3.970492e-03,    3.012823e-03,    4.083049e-02,   -4.320187e-02,   -5.297055e-02,    4.539882e-02,   -7.910089e-03,    8.543764e-03,    3.924830e-02,    5.868182e-01,    9.768524e-01,   -2.414987e-01,   -3.019599e-01,   -7.490672e-03,   -4.134226e-01,   -4.252963e-01,    4.086800e-03,    4.751800e-03,    4.406700e-02,   -4.400200e-02,   -5.397100e-02,    4.537400e-02,   -9.698100e-03,    6.704400e-03,    2.963400e-03,    2.963400e-03,    3.313200e-03,    3.313200e-03,    3.313200e-03,    3.313200e-03,    4.324900e-03,    4.324900e-03,
         7,    1.584800e+01,    2.860207e-03,    5.231964e-03,    5.320712e-02,   -5.344607e-02,   -6.522701e-02,    5.330204e-02,   -1.036974e-02,    9.964333e-03,   -3.283015e-01,    4.047106e-01,    9.015288e-01,   -9.607176e-02,   -2.210973e-01,    2.450235e-02,   -1.234024e-01,   -6.214985e-01,    1.718900e-03,    6.638900e-03,    5.688500e-02,   -5.383800e-02,   -6.612900e-02,    5.340200e-02,   -1.098400e-02,    6.870700e-03,    3.476400e-03,    3.476400e-03,    4.079600e-03,    4.079600e-03,    4.079600e-03,    4.079600e-03,    4.977700e-03,    4.977700e-03,
         8,    1.584800e+01,   -3.775758e-01,    2.114400e-01,    7.932095e-02,   -1.224588e-01,   -2.689731e-01,    1.431531e-01,   -2.237326e-02,   -9.516447e-03,    1.465542e+00,   -1.074934e-01,   -1.224051e-01,    3.471609e-01,   -3.795917e-01,   -5.240923e-01,    8.182861e-02,    3.681275e-01,   -3.260400e-01,    2.076600e-01,    7.804500e-02,   -1.188400e-01,   -2.729300e-01,    1.376900e-01,   -2.136800e-02,   -4.994000e-03,    3.516500e-02,    3.516500e-02,    1.042400e-02,    1.042400e-02,    1.042400e-02,    1.042400e-02,    1.228500e-02,    1.228500e-02,
         9,    6.309500e+00,   -8.308429e-03,   -2.177803e-03,    3.299721e-02,   -2.301718e-02,   -3.207565e-02,    1.905345e-02,    1.967659e-03,   -4.405775e-04,   -1.316643e+00,   -4.915227e-01,   -3.249787e-01,    3.770058e-01,    1.291342e-01,   -2.893584e-01,   -1.380383e-01,    3.113959e-01,   -1.284400e-02,   -3.871000e-03,    3.237900e-02,   -2.230000e-02,   -3.183000e-02,    1.850300e-02,    1.799100e-03,   -6.033200e-05,    3.444800e-03,    3.444800e-03,    1.902300e-03,    1.902300e-03,    1.902300e-03,    1.902300e-03,    1.221100e-03,    1.221100e-03,
         9,    1.000000e+01,   -7.228434e-03,   -3.001583e-03,    3.905056e-02,   -2.568624e-02,   -3.614215e-02,    2.248386e-02,    2.432642e-03,   -9.069154e-04,   -1.049746e+00,   -7.054859e-01,   -3.335301e-01,    1.768476e-01,    3.833785e-01,   -4.534779e-01,   -2.684612e-01,    2.668342e-01,   -1.096700e-02,   -5.514100e-03,    3.832400e-02,   -2.530100e-02,   -3.530700e-02,    2.149600e-02,    2.055400e-03,   -5.319600e-04,    3.561400e-03,    3.561400e-03,    2.178400e-03,    2.178400e-03,    2.178400e-03,    2.178400e-03,    1.405200e-03,    1.405200e-03,
         9,    1.584800e+01,   -5.959935e-03,   -3.625599e-03,    4.409142e-02,   -2.969500e-02,   -4.004337e-02,    2.820228e-02,    3.325774e-03,   -8.146949e-04,   -3.198036e-01,   -7.945588e-01,   -7.968946e-02,   -5.567233e-02,    8.056736e-01,   -1.140593e+00,   -2.362194e-01,    4.434295e-02,   -7.033100e-03,   -6.291900e-03,    4.380800e-02,   -2.989300e-02,   -3.805900e-02,    2.539300e-02,    2.910500e-03,   -7.367400e-04,    3.355700e-03,    3.355700e-03,    3.556600e-03,    3.556600e-03,    2.463000e-03,    2.463000e-03,    1.758000e-03,    1.758000e-03,
        10,    6.309500e+00,   -1.453078e-02,    2.124958e-02,    5.912690e-02,   -6.342144e-02,   -8.097056e-02,    6.958295e-02,    2.613710e-02,   -3.510786e-02,   -1.883495e-01,   -2.522776e-01,   -1.379464e-01,    2.190082e-01,    3.343174e-01,    7.793259e-01,    6.719405e-01,    5.862031e-01,   -1.584000e-02,    1.949600e-02,    5.846400e-02,   -6.236900e-02,   -7.936400e-02,    7.332800e-02,    3.308900e-02,   -2.904300e-02,    6.951000e-03,    6.951000e-03,    4.805500e-03,    4.805500e-03,    4.805500e-03,    4.805500e-03,    1.034600e-02,    1.034600e-02,
        10,    1.000000e+01,   -2.456849e-02,    2.532189e-02,    7.614294e-02,   -7.976626e-02,   -1.016780e-01,    8.295930e-02,    3.732402e-02,   -4.509735e-02,    3.866184e-01,   -6.289312e-01,   -3.936410e-01,   -6.010714e-02,    1.634015e-01,    2.788137e-01,    2.882871e-01,    8.357563e-01,   -2.129700e-02,    2.000000e-02,    7.378700e-02,   -8.012600e-02,   -1.007000e-01,    8.462800e-02,    4.095500e-02,   -3.457100e-02,    8.461800e-03,    8.461800e-03,    5.985000e-03,    5.985000e-03,    5.985000e-03,    5.985000e-03,    1.259500e-02,    1.259500e-02,
        10,    1.584800e+01,   -3.721213e-02,    2.525397e-02,    9.608232e-02,   -9.965945e-02,   -1.244778e-01,    9.756869e-02,    5.236957e-02,   -5.502029e-02,    5.123795e-01,   -5.557671e-01,    3.920065e-02,   -6.194254e-01,    1.411974e-01,    1.627549e-01,    2.249108e-01,    6.606228e-01,   -3.164000e-02,    1.921000e-02,    9.637600e-02,   -1.043000e-01,   -1.234200e-01,    9.878800e-02,    5.595600e-02,   -4.448600e-02,    1.087500e-02,    1.087500e-02,    7.491700e-03,    7.491700e-03,    7.491700e-03,    7.491700e-03,    1.594600e-02,    1.594600e-02,
        11,    6.309500e+00,   -3.779235e-02,    2.871677e-03,    3.705506e-02,   -3.464921e-02,   -5.281061e-02,    2.701997e-02,    2.798645e-03,   -3.914204e-04,   -3.656666e-01,    6.268642e-01,   -7.455565e-01,   -1.553962e-01,   -5.276548e-01,    8.869155e-01,   -3.385922e-01,    3.948580e-01,   -4.026100e-02,    7.103700e-03,    3.499300e-02,   -3.507900e-02,   -5.427000e-02,    2.947300e-02,    2.203400e-03,    3.027400e-04,    6.751100e-03,    6.751100e-03,    2.765800e-03,    2.765800e-03,    2.765800e-03,    2.765800e-03,    1.758000e-03,    1.758000e-03,
        11,    1.000000e+01,   -3.856281e-02,   -3.097914e-03,    4.776031e-02,   -4.152091e-02,   -5.897119e-02,    2.948463e-02,    2.959775e-03,   -9.507211e-04,   -5.015470e-01,    4.885660e-01,   -5.325841e-01,   -6.416188e-01,   -7.718551e-01,    3.198472e-01,   -3.920465e-01,    4.306908e-01,   -4.246700e-02,    7.052300e-04,    4.600300e-02,   -4.363800e-02,   -6.151800e-02,    3.054000e-02,    2.231000e-03,   -1.501100e-04,    7.784300e-03,    7.784300e-03,    3.299600e-03,    3.299600e-03,    3.299600e-03,    3.299600e-03,    1.858900e-03,    1.858900e-03,
        11,    1.584800e+01,   -3.613484e-02,   -9.374367e-03,    5.943188e-02,   -4.852155e-02,   -6.362951e-02,    3.457676e-02,    3.476419e-03,   -1.457982e-03,   -6.333350e-01,    2.690779e-01,    1.481803e-01,   -9.704865e-01,   -7.862824e-01,   -2.401955e-01,   -2.311321e-01,    2.380257e-01,   -4.164200e-02,   -7.034600e-03,    6.000300e-02,   -5.226200e-02,   -6.666000e-02,    3.365100e-02,    2.949900e-03,   -9.157600e-04,    8.695500e-03,    8.695500e-03,    3.854200e-03,    3.854200e-03,    3.854200e-03,    3.854200e-03,    2.278000e-03,    2.278000e-03,
        12,    6.309500e+00,   -6.533319e-03,   -3.436320e-03,    2.452501e-02,   -2.207815e-02,   -2.885364e-02,    2.063214e-02,    2.274672e-03,   -2.888237e-03,   -7.461470e-02,   -1.395104e+00,    2.945559e-01,    3.831327e-01,   -8.210273e-01,   -8.470960e-01,    1.571727e-01,    2.022529e+00,   -6.735100e-03,   -7.209100e-03,    2.503100e-02,   -2.142000e-02,   -3.026400e-02,    1.917700e-02,    2.497700e-03,   -1.826800e-05,    2.704300e-03,    2.704300e-03,    1.717800e-03,    1.717800e-03,    1.717800e-03,    1.717800e-03,    1.419000e-03,    1.419000e-03,
        12,    1.000000e+01,   -3.427759e-03,   -1.938473e-03,    3.008848e-02,   -2.725948e-02,   -3.293317e-02,    2.707908e-02,    1.392772e-03,   -6.269698e-03,   -1.366450e+00,   -8.679975e-01,   -3.696967e-02,    2.570616e-02,   -2.472707e-01,   -1.510128e+00,    2.615322e+00,   -4.870101e-01,   -7.213100e-03,   -4.343000e-03,    3.001300e-02,   -2.720700e-02,   -3.343800e-02,    2.399600e-02,    1.054300e-02,   -7.973600e-03,    2.770200e-03,    2.770200e-03,    2.041600e-03,    2.041600e-03,    2.041600e-03,    2.041600e-03,    3.498700e-03,    3.498700e-03,
        12,    1.584800e+01,   -1.803201e-03,    2.048158e-03,    3.622645e-02,   -3.419340e-02,   -3.859150e-02,    3.639128e-02,    2.040039e-03,   -1.197458e-02,   -1.914192e+00,   -8.180208e-01,    9.540491e-02,   -5.202683e-01,   -7.978065e-02,   -9.126065e-01,    3.051728e+00,   -7.570782e-01,   -7.366800e-03,   -3.294200e-04,    3.647100e-02,   -3.552700e-02,   -3.879600e-02,    3.405200e-02,    1.823800e-02,   -1.599300e-02,    2.906500e-03,    2.906500e-03,    2.563300e-03,    2.563300e-03,    2.563300e-03,    2.563300e-03,    5.307800e-03,    5.307800e-03,
        13,    6.309500e+00,   -1.390963e-02,   -3.733450e-03,    1.765325e-02,   -2.215462e-02,   -2.928902e-02,    1.889068e-02,    1.844773e-03,   -1.169353e-03,   -1.446878e-01,   -1.091344e-01,    3.821833e-01,   -8.342549e-03,   -5.170459e-01,    2.839906e-01,   -5.449446e-02,    9.773453e-02,   -1.435900e-02,   -4.072400e-03,    1.826600e-02,   -2.216800e-02,   -3.011800e-02,    1.934600e-02,    1.774600e-03,   -1.043500e-03,    3.105800e-03,    3.105800e-03,    1.603300e-03,    1.603300e-03,    1.603300e-03,    1.603300e-03,    1.287700e-03,    1.287700e-03,
        13,    1.000000e+01,   -1.187913e-02,   -6.501195e-03,    2.360453e-02,   -2.912298e-02,   -3.293550e-02,    2.306948e-02,    3.251079e-03,   -1.723685e-03,   -2.126871e-01,   -1.089795e-01,    8.362126e-01,    2.306396e-01,   -7.475950e-01,   -1.437693e-01,    3.248087e-01,   -8.549105e-02,   -1.262700e-02,   -6.884400e-03,    2.526500e-02,   -2.866500e-02,   -3.442000e-02,    2.278400e-02,    3.903100e-03,   -1.895300e-03,    3.516300e-03,    3.516300e-03,    1.985700e-03,    1.985700e-03,    1.985700e-03,    1.985700e-03,    2.007400e-03,    2.007400e-03,
        14,    6.309500e+00,    9.916300e-02,   -5.188750e-02,    5.296475e-02,   -6.314353e-02,   -1.906715e-01,    1.107022e-01,   -3.148596e-02,    2.387548e-02,   -1.837501e-02,    1.689221e-01,    1.948992e-01,   -1.434252e+00,   -7.706304e-01,    4.399738e-01,   -2.264509e-01,    4.254935e-01,    9.888600e-02,   -4.934100e-02,    5.436800e-02,   -7.347000e-02,   -1.962200e-01,    1.138700e-01,   -3.496900e-02,    3.042000e-02,    1.507500e-02,    1.507500e-02,    7.199900e-03,    7.199900e-03,    7.199900e-03,    7.199900e-03,    1.538100e-02,    1.538100e-02,
        14,    1.000000e+01,    1.136456e-01,   -5.454878e-02,    6.506255e-02,   -8.164858e-02,   -2.233188e-01,    1.197214e-01,   -3.688236e-02,    2.312429e-02,   -2.178001e-01,    1.857653e-01,    1.417889e+00,   -1.095568e+00,   -1.054196e+00,   -4.874192e-02,   -5.096332e-01,    3.786076e-01,    1.097100e-01,   -5.119200e-02,    7.761300e-02,   -9.134600e-02,   -2.326500e-01,    1.192900e-01,   -4.604200e-02,    2.992900e-02,    1.807000e-02,    1.807000e-02,    8.851500e-03,    8.851500e-03,    8.851500e-03,    8.851500e-03,    1.797300e-02,    1.797300e-02,
        14,    1.584800e+01,    1.261373e-01,   -5.965151e-02,    7.783161e-02,   -1.102197e-01,   -2.534568e-01,    1.312311e-01,   -3.704754e-02,    2.529206e-02,   -4.901153e-01,    3.804425e-01,    2.006125e+00,   -1.320381e+00,   -1.137958e+00,   -3.710181e-01,   -8.290789e-01,    3.808636e-01,    1.156900e-01,   -5.154200e-02,    9.957400e-02,   -1.245300e-01,   -2.657900e-01,    1.272100e-01,   -5.404200e-02,    3.309900e-02,    2.131600e-02,    2.131600e-02,    1.083800e-02,    1.083800e-02,    1.083800e-02,    1.083800e-02,    2.049800e-02,    2.049800e-02,
        15,    6.309500e+00,   -1.620156e-02,    9.913611e-03,    2.391358e-02,   -2.891936e-02,   -2.260708e-02,    2.087079e-02,   -9.658906e-04,    7.351192e-04,   -1.213632e+00,    4.715543e-01,   -8.263507e-01,    7.525030e-01,    5.470369e-02,    1.012485e+00,   -2.689532e-01,    7.973556e-02,   -2.159700e-02,    1.201000e-02,    2.243400e-02,   -2.757200e-02,   -2.251500e-02,    2.257500e-02,   -1.243800e-03,    8.175100e-04,    4.445700e-03,    4.445700e-03,    1.790500e-03,    1.790500e-03,    1.683200e-03,    1.683200e-03,    1.033300e-03,    1.033300e-03,
        15,    1.000000e+01,   -2.014493e-02,    1.005498e-02,    3.188001e-02,   -3.683267e-02,   -2.749132e-02,    2.581395e-02,   -1.169503e-03,    3.933133e-04,   -1.205381e+00,    2.234129e-01,   -1.194226e+00,    1.613027e-01,   -1.236503e-01,    4.443822e-01,   -4.189833e-01,    3.070994e-01,   -2.681900e-02,    1.129200e-02,    2.934300e-02,   -3.649000e-02,   -2.775400e-02,    2.675800e-02,   -1.704000e-03,    7.850800e-04,    5.536900e-03,    5.536900e-03,    2.124400e-03,    2.124400e-03,    2.124400e-03,    2.124400e-03,    1.275700e-03,    1.275700e-03,
