MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.000000e+02,   -2.100530e-02,    6.516417e-03,    9.548494e-02,   -1.019291e-01,   -1.493204e-01,    1.236494e-01,    5.729995e-02,   -3.720610e-02,    8.110517e-01,    6.252476e-01,    1.698395e-01,    1.146217e-01,   -1.343303e+00,   -5.066751e-01,    9.931818e-01,    9.118447e-02,   -1.479500e-02,    1.130400e-02,    9.690600e-02,   -1.009700e-01,   -1.605600e-01,    1.194100e-01,    7.666700e-02,   -3.542800e-02,    7.657100e-03,    7.657100e-03,    8.367100e-03,    8.367100e-03,    8.367100e-03,    8.367100e-03,    1.950000e-02,    1.950000e-02,
         1,    1.584800e+02,   -2.363755e-02,    5.667166e-03,    1.207115e-01,   -1.338816e-01,   -1.818963e-01,    1.574171e-01,    6.730116e-02,   -4.318899e-02,    4.328948e-01,    1.059864e+00,    4.486432e-01,   -3.237169e-01,   -1.598384e+00,   -4.309305e-01,    9.371442e-01,    3.147587e-01,   -1.917700e-02,    1.658800e-02,    1.255600e-01,   -1.373800e-01,   -1.991700e-01,    1.527600e-01,    8.913100e-02,   -3.585700e-02,    1.030400e-02,    1.030400e-02,    1.080700e-02,    1.080700e-02,    1.080700e-02,    1.080700e-02,    2.329400e-02,    2.329400e-02,
         1,    2.511800e+02,   -2.526429e-02,    4.281774e-03,    1.541250e-01,   -1.742003e-01,   -2.232579e-01,    1.984412e-01,    7.730936e-02,   -5.127790e-02,    2.026966e-01,    1.218657e+00,    3.843004e-01,   -2.720788e-01,   -8.656665e-01,   -7.023378e-01,    7.105951e-01,    8.078858e-01,   -2.268700e-02,    1.977700e-02,    1.592800e-01,   -1.778500e-01,   -2.348700e-01,    1.890200e-01,    9.586300e-02,   -3.018400e-02,    1.271500e-02,    1.271500e-02,    1.341400e-02,    1.341400e-02,    1.341400e-02,    1.341400e-02,    2.611000e-02,    2.611000e-02,
         2,    1.000000e+02,   -1.844826e-03,   -7.596388e-04,    1.329400e-01,   -1.388226e-01,   -1.100364e-01,    1.283860e-01,   -1.299921e-02,    1.013815e-02,   -2.839255e-01,    2.852168e-01,   -3.248162e-02,    2.949053e-01,   -3.073355e-01,   -4.834728e-01,   -5.080665e-01,   -3.140014e-02,   -2.835300e-03,    2.353400e-04,    1.326500e-01,   -1.361900e-01,   -1.127800e-01,    1.240700e-01,   -1.741400e-02,    9.865300e-03,    3.488500e-03,    3.488500e-03,    8.927000e-03,    8.927000e-03,    8.927000e-03,    8.927000e-03,    8.689400e-03,    8.689400e-03,
         2,    1.584800e+02,    8.516257e-04,    3.102487e-03,    1.664747e-01,   -1.750268e-01,   -1.415034e-01,    1.653060e-01,   -1.673785e-02,    8.709304e-03,   -9.077761e-01,   -4.748173e-01,   -4.116634e-01,    4.135813e-03,    3.033155e-04,   -3.534075e-01,   -6.417717e-01,   -2.697691e-01,   -2.827500e-03,    1.178100e-03,    1.618200e-01,   -1.749800e-01,   -1.415000e-01,    1.613100e-01,   -2.370300e-02,    5.781500e-03,    4.052900e-03,    4.052900e-03,    1.130700e-02,    1.130700e-02,    1.130700e-02,    1.130700e-02,    1.085300e-02,    1.085300e-02,
         2,    2.511800e+02,    7.449838e-04,    1.046345e-02,    2.071068e-01,   -2.242248e-01,   -1.816088e-01,    2.131877e-01,   -1.821345e-02,    6.335707e-03,   -6.623257e-01,   -1.274703e+00,   -5.546636e-01,    2.397558e-01,    7.195865e-01,   -2.082745e-01,   -7.115813e-01,   -6.071291e-01,   -2.893900e-03,    3.460100e-03,    1.992300e-01,   -2.208200e-01,   -1.713900e-01,    2.102300e-01,   -2.742700e-02,   -1.525400e-03,    5.494100e-03,    5.494100e-03,    1.420100e-02,    1.420100e-02,    1.420100e-02,    1.420100e-02,    1.294800e-02,    1.294800e-02,
         3,    1.000000e+02,    1.632432e-02,   -1.740686e-02,    1.368293e-01,   -1.320894e-01,   -1.044480e-01,    1.240503e-01,   -3.387653e-02,    2.590632e-02,   -1.810673e+00,   -2.962357e-01,   -4.106170e-01,   -2.020850e+00,    8.323481e-01,   -1.275361e-01,   -1.330300e+00,    4.717232e-01,   -9.925900e-04,   -2.024000e-02,    1.331900e-01,   -1.500000e-01,   -9.707100e-02,    1.229200e-01,   -5.369800e-02,    3.293500e-02,    9.563800e-03,    9.563800e-03,    8.862900e-03,    8.862900e-03,    8.862900e-03,    8.862900e-03,    1.490000e-02,    1.490000e-02,
         3,    1.584800e+02,    2.250199e-02,   -1.783762e-02,    1.688691e-01,   -1.649985e-01,   -1.348614e-01,    1.595134e-01,   -4.051978e-02,    2.967870e-02,   -1.215737e+00,   -1.048479e+00,    2.312986e-01,   -9.453803e-01,    4.855946e-01,    2.548396e-01,   -1.454745e+00,   -1.271006e-01,    6.217200e-03,   -3.188200e-02,    1.714800e-01,   -1.756700e-01,   -1.293800e-01,    1.623900e-01,   -6.732200e-02,    2.733700e-02,    1.339500e-02,    1.339500e-02,    1.128800e-02,    1.128800e-02,    1.128800e-02,    1.128800e-02,    1.842400e-02,    1.842400e-02,
         3,    2.511800e+02,    2.696075e-02,   -1.724262e-02,    2.075480e-01,   -2.094154e-01,   -1.740777e-01,    2.053281e-01,   -4.682563e-02,    3.519861e-02,   -6.087588e-01,   -1.282745e+00,   -1.308920e-01,   -7.368171e-02,    6.122866e-01,    3.903958e-01,   -1.259147e+00,   -7.849357e-01,    1.678900e-02,   -3.867600e-02,    2.057100e-01,   -2.104500e-01,   -1.654800e-01,    2.108100e-01,   -7.378900e-02,    1.839000e-02,    1.670900e-02,    1.670900e-02,    1.404200e-02,    1.404200e-02,    1.404200e-02,    1.404200e-02,    2.141400e-02,    2.141400e-02,
         4,    1.000000e+02,   -1.810963e-02,    1.691654e-02,    1.435011e-01,   -1.984290e-01,   -1.796726e-01,    2.358752e-01,    1.143378e-02,   -4.693173e-02,    2.238333e-01,   -1.711506e-01,    5.262199e-02,   -2.791719e-01,    9.443737e-01,    3.024676e-01,    3.247569e-02,   -2.405702e-01,   -1.564500e-02,    1.503200e-02,    1.442100e-01,   -2.021900e-01,   -1.669500e-01,    2.399500e-01,    1.203900e-02,   -5.141500e-02,    1.101100e-02,    1.101100e-02,    1.347200e-02,    1.347200e-02,    1.347200e-02,    1.347200e-02,    1.863600e-02,    1.863600e-02,
