        48
         1      -0.262560       0.022832       0.267666      -0.198640         0
         2      -0.245113       0.048776      -0.007768      -0.260138         0
         3      -0.210395      -0.071746      -0.131245      -0.229392         0
         4      -0.185162       0.080268       0.107204      -0.124688         0
         5      -0.209013       0.018643       0.021739      -0.377006         0
         6      -0.472426      -0.030558      -0.066802      -0.604007         0
         7       0.095192       0.054675      -0.194607       0.144714         0
         8       0.158771       0.966628       0.102450      -0.358224         0
         9       0.002095      -0.025107      -0.036595      -0.025956         0
        10       2.629881       0.205428       1.463525       2.549656         0
        11      -0.095686       0.039916       0.001089      -0.064768         0
        12      -0.388329       0.087861       0.190897      -0.334544         0
        13       0.357771      -0.104221      -0.072539       0.347612         0
        14       1.119729      -0.692310      -0.693638       0.450977         0
        15       0.166960      -0.016148      -0.100347       0.214469         0
        16      -0.158181      -0.044187      -0.044303       0.000239         0
        17      -0.357572       0.080250       0.012820      -0.322800         0
        18       0.082852      -0.517979      -0.431674       1.174280         0
        19      -0.267292      -0.016627       0.165023      -0.253931         0
        20       0.534965       0.353903       0.172484       0.639035         0
        21       0.035935       0.008088      -0.018155       0.004940         0
        22      -0.406368       0.005721      -0.021656      -0.433234         0
        23      -0.270581      -0.030429       0.023191      -0.274745         0
        24      -0.457319      -0.014909      -0.017718      -0.521026         0
        25       1.264569      -0.375663      -0.654531       1.609342         0
        26       0.475923       0.016882      -0.025803       0.276756         0
        27      -0.132899       0.006197       0.014591      -0.150894         0
        28       0.541871      -0.757248      -0.391782       0.388679         0
        29      -0.373599      -0.266182      -0.025069      -0.211194         0
        30       0.158515      -0.539691      -0.592115       0.789396         0
        31       1.338397       0.113198       0.054663       0.651654         0
        32      -0.231728      -0.021874       0.036921      -0.197704         0
        33       0.534615      -0.091299      -0.033717       0.411099         0
        34       0.062895      -0.007121      -0.016901       0.265298         0
        35       2.411029      -0.295268       0.086992       1.934022         0
        36       0.066740      -0.067911       0.102968       0.360340         0
        37       2.712391      -0.104398       0.449973       2.720526         0
        38       0.725017      -0.070928      -0.044187       0.744406         0
        39       0.322582       0.007661      -0.059667       0.406382         0
        40      -0.216365      -0.035925       0.028210      -0.263302         0
        41      -0.698541      -0.061250      -0.040900      -0.702618         0
        42       0.147562      -0.154540      -0.107385       0.309245         0
        43      -0.361623       0.077533       0.144047      -0.310084         0
        44      -0.368530       0.004842      -0.001425      -0.400318         0
        45      -0.022856      -0.001145       0.042409      -0.073256         0
        46      -0.257468       0.133248       0.061691      -0.261534         0
        47      -0.454431       0.089914       0.086559      -0.497724         0
        48       0.268578      -0.003144      -0.105361       0.286563         0
