MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    6.309500e+00,   -1.991875e-02,   -1.629558e-03,    3.491907e-02,   -2.640810e-02,   -7.214873e-02,    2.816490e-02,    2.481240e-02,   -1.116310e-02,   -1.793062e-01,   -2.484469e-01,   -3.257472e-01,    2.225111e-02,   -6.546141e-01,    4.006087e-01,    4.389655e-01,   -6.964275e-01,   -2.072500e-02,   -2.746700e-03,    3.396600e-02,   -2.634300e-02,   -7.406400e-02,    2.933700e-02,    2.817000e-02,   -1.649000e-02,    4.496500e-03,    4.496500e-03,    2.925800e-03,    2.925800e-03,    2.925800e-03,    2.925800e-03,    7.648900e-03,    7.648900e-03,
         1,    1.000000e+01,   -1.766450e-02,   -2.765816e-03,    4.239767e-02,   -3.007197e-02,   -7.711197e-02,    3.207259e-02,    2.756338e-02,   -1.299279e-02,   -1.301826e-01,   -3.940601e-01,   -8.140715e-01,    1.526483e-01,   -3.000511e-01,   -4.907362e-01,    6.244909e-01,   -7.424127e-01,   -1.826100e-02,   -4.571400e-03,    3.977400e-02,   -2.958000e-02,   -7.807900e-02,    3.049100e-02,    3.285700e-02,   -1.928600e-02,    4.582000e-03,    4.582000e-03,    3.222900e-03,    3.222900e-03,    3.222900e-03,    3.222900e-03,    8.476700e-03,    8.476700e-03,
         1,    1.584800e+01,   -1.515702e-02,   -1.816160e-03,    4.904884e-02,   -3.479523e-02,   -8.222946e-02,    4.066932e-02,    3.056311e-02,   -1.568667e-02,    1.432213e-01,   -5.950524e-01,   -7.011964e-01,    1.028618e-02,    1.291583e-01,   -6.847514e-01,    8.595362e-01,   -6.923756e-01,   -1.451900e-02,   -4.467000e-03,    4.651100e-02,   -3.475800e-02,   -8.176200e-02,    3.819100e-02,    3.875200e-02,   -2.228300e-02,    4.454800e-03,    4.454800e-03,    3.619300e-03,    3.619300e-03,    3.619300e-03,    3.619300e-03,    9.527100e-03,    9.527100e-03,
         2,    6.309500e+00,   -1.403008e-02,   -4.580072e-03,    3.508134e-02,   -3.377065e-02,   -3.210093e-02,    2.385954e-02,   -1.858096e-04,    3.295961e-03,   -6.263315e-01,    9.978656e-02,   -1.579404e-01,   -1.662133e-01,    5.818197e-03,    4.174185e-01,    7.515970e-04,    4.293711e-01,   -1.675400e-02,   -4.146100e-03,    3.462300e-02,   -3.425300e-02,   -3.208800e-02,    2.478700e-02,   -1.843500e-04,    4.129800e-03,    4.349000e-03,    4.349000e-03,    2.902000e-03,    2.902000e-03,    2.221900e-03,    2.221900e-03,    1.942000e-03,    1.942000e-03,
         2,    1.000000e+01,   -1.094845e-02,   -6.358460e-03,    4.402348e-02,   -4.133971e-02,   -3.668802e-02,    3.057743e-02,   -1.144758e-03,    3.956397e-03,   -8.546660e-01,    8.263427e-02,   -3.189182e-01,   -1.236029e-01,   -4.087301e-01,    2.279561e-02,    2.445718e-01,    5.626667e-01,   -1.493000e-02,   -5.973500e-03,    4.313000e-02,   -4.168600e-02,   -3.779200e-02,    3.063900e-02,   -5.530900e-04,    5.317600e-03,    4.658600e-03,    4.658600e-03,    2.801600e-03,    2.801600e-03,    2.701000e-03,    2.701000e-03,    2.419200e-03,    2.419200e-03,
         2,    1.584800e+01,   -7.378088e-03,   -6.103964e-03,    5.367436e-02,   -5.116129e-02,   -4.255872e-02,    4.093881e-02,   -2.085198e-03,    4.794560e-03,   -1.080008e+00,    8.684702e-02,   -1.228010e-02,   -2.635651e-01,   -9.460160e-01,   -3.013003e-01,    2.065790e-01,    5.753812e-01,   -1.258200e-02,   -5.685500e-03,    5.363300e-02,   -5.204900e-02,   -4.574500e-02,    3.992400e-02,   -1.460400e-03,    6.534800e-03,    4.818400e-03,    4.818400e-03,    3.368100e-03,    3.368100e-03,    3.368100e-03,    3.368100e-03,    3.024500e-03,    3.024500e-03,
         4,    6.309500e+00,   -1.847124e-03,    4.489951e-03,    4.568407e-02,   -3.708174e-02,   -4.536965e-02,    4.721638e-02,   -8.419642e-03,    1.039304e-03,   -6.770120e-02,    2.452616e-01,    4.114677e-01,   -4.457065e-01,   -6.628585e-01,   -4.609152e-01,   -1.738439e-01,    4.185338e-02,   -2.033600e-03,    5.165500e-03,    4.698600e-02,   -3.849200e-02,   -4.746700e-02,    4.575800e-02,   -9.059700e-03,    1.193400e-03,    2.754400e-03,    2.754400e-03,    3.164100e-03,    3.164100e-03,    3.164100e-03,    3.164100e-03,    3.681800e-03,    3.681800e-03,
         4,    1.000000e+01,   -3.364111e-03,    6.383275e-03,    5.406502e-02,   -4.717881e-02,   -5.658282e-02,    5.985316e-02,   -1.010068e-02,   -2.579224e-03,   -3.469503e-01,    9.387504e-02,    2.109347e-01,   -4.713788e-03,   -6.849573e-01,   -7.056836e-01,   -2.025664e-01,   -1.588018e-02,   -4.629300e-03,    6.725600e-03,    5.487900e-02,   -4.719700e-02,   -5.922600e-02,    5.713000e-02,   -1.102900e-02,   -2.652000e-03,    3.646600e-03,    3.646600e-03,    3.858900e-03,    3.858900e-03,    3.858900e-03,    3.858900e-03,    4.582800e-03,    4.582800e-03,
         4,    1.584800e+01,   -5.215297e-03,    8.465374e-03,    6.422067e-02,   -6.106429e-02,   -6.992307e-02,    7.686854e-02,   -1.045823e-02,   -7.770738e-03,   -6.268990e-01,   -4.929808e-01,   -1.796360e-01,    5.493063e-02,   -1.907512e-01,   -1.124080e+00,   -2.142285e-01,   -6.013325e-02,   -8.026500e-03,    6.254700e-03,    6.337600e-02,   -6.080600e-02,   -7.082000e-02,    7.158300e-02,   -1.167400e-02,   -8.112000e-03,    4.484300e-03,    4.484300e-03,    4.702100e-03,    4.702100e-03,    4.702100e-03,    4.702100e-03,    5.675100e-03,    5.675100e-03,
         5,    6.309500e+00,   -8.138013e-03,   -7.484350e-03,    3.826701e-02,   -3.379800e-02,   -3.895293e-02,    2.079418e-02,   -8.667346e-04,    2.567328e-03,   -1.216858e-01,   -4.657587e-01,    4.251091e-01,    7.512027e-02,    9.019749e-02,   -3.197004e-02,    1.284026e+00,    4.365363e-03,   -8.604800e-03,   -9.271000e-03,    3.928000e-02,   -3.361900e-02,   -3.873800e-02,    2.071800e-02,    1.301600e-03,    2.574700e-03,    3.836000e-03,    3.836000e-03,    2.382900e-03,    2.382900e-03,    2.382900e-03,    2.382900e-03,    1.688700e-03,    1.688700e-03,
