MT    48
1  1  -2.052  1.667  
16
10.00000 -1.8261e-02 -4.5714e-03 3.9774e-02 -2.9580e-02 -7.8079e-02 3.0491e-02 3.2857e-02 -1.9286e-02 4.5820e-03 4.5820e-03 3.2229e-03 3.2229e-03 3.2229e-03 3.2229e-03 8.4767e-03 8.4767e-03 
6.30950 -2.0725e-02 -2.7467e-03 3.3966e-02 -2.6343e-02 -7.4064e-02 2.9337e-02 2.8170e-02 -1.6490e-02 4.4965e-03 4.4965e-03 2.9258e-03 2.9258e-03 2.9258e-03 2.9258e-03 7.6489e-03 7.6489e-03 
3.98100 -2.1450e-02 -1.0223e-04 2.7174e-02 -2.2663e-02 -6.5932e-02 2.7544e-02 2.2828e-02 -1.3809e-02 4.1325e-03 4.1325e-03 2.5141e-03 2.5141e-03 2.5141e-03 2.5141e-03 6.5493e-03 6.5493e-03 
2.51180 -2.1081e-02 2.6833e-03 2.1646e-02 -1.8571e-02 -5.7355e-02 2.4821e-02 2.0018e-02 -1.0539e-02 3.6929e-03 3.6929e-03 2.1109e-03 2.1109e-03 2.1109e-03 2.1109e-03 5.6402e-03 5.6402e-03 
1.58480 -2.0435e-02 4.5933e-03 1.8018e-02 -1.3776e-02 -5.0665e-02 2.1770e-02 1.8173e-02 -7.8904e-03 3.2694e-03 3.2694e-03 1.7683e-03 1.7683e-03 1.7683e-03 1.7683e-03 4.9580e-03 4.9580e-03 
1.00000 -1.8464e-02 6.0598e-03 1.4262e-02 -9.5209e-03 -4.6041e-02 1.8502e-02 1.6466e-02 -5.2373e-03 2.7382e-03 2.7382e-03 1.4585e-03 1.4585e-03 1.4585e-03 1.4585e-03 4.3921e-03 4.3921e-03 
2  2  -1.265  2.333  
16
1000.00000 -3.3004e-02 4.4295e-02 3.9902e-01 -5.1042e-01 -3.6981e-01 5.1186e-01 -1.9483e-02 -3.8241e-02 2.8377e-02 2.8377e-02 3.1981e-02 3.1981e-02 3.1981e-02 3.1981e-02 2.4694e-02 2.4694e-02 
630.95000 -8.8463e-03 1.5298e-02 3.0850e-01 -3.8008e-01 -2.7442e-01 3.7688e-01 -2.3762e-02 -2.3777e-02 1.3951e-02 1.3951e-02 2.3886e-02 2.3886e-02 2.3886e-02 2.3886e-02 1.8778e-02 1.8778e-02 
398.10000 -3.1802e-03 1.0564e-02 2.4599e-01 -2.8344e-01 -2.1124e-01 2.7810e-01 -2.6710e-02 -1.2010e-02 9.6518e-03 9.6518e-03 1.8101e-02 1.8101e-02 1.8101e-02 1.8101e-02 1.5170e-02 1.5170e-02 
251.18000 -2.8939e-03 3.4601e-03 1.9923e-01 -2.2082e-01 -1.7139e-01 2.1023e-01 -2.7427e-02 -1.5254e-03 5.4941e-03 5.4941e-03 1.4201e-02 1.4201e-02 1.4201e-02 1.4201e-02 1.2948e-02 1.2948e-02 
158.48000 -2.8275e-03 1.1781e-03 1.6182e-01 -1.7498e-01 -1.4150e-01 1.6131e-01 -2.3703e-02 5.7815e-03 4.0529e-03 4.0529e-03 1.1307e-02 1.1307e-02 1.1307e-02 1.1307e-02 1.0853e-02 1.0853e-02 
100.00000 -2.8353e-03 2.3534e-04 1.3265e-01 -1.3619e-01 -1.1278e-01 1.2407e-01 -1.7414e-02 9.8653e-03 3.4885e-03 3.4885e-03 8.9270e-03 8.9270e-03 8.9270e-03 8.9270e-03 8.6894e-03 8.6894e-03 
63.09500 -2.2291e-03 -5.6750e-04 1.0862e-01 -1.1140e-01 -9.2107e-02 1.0089e-01 -1.2306e-02 1.1402e-02 2.8377e-03 2.8377e-03 7.2895e-03 7.2895e-03 7.2895e-03 7.2895e-03 7.1808e-03 7.1808e-03 
39.81000 -4.8741e-03 -2.6754e-03 8.6709e-02 -8.7996e-02 -7.3322e-02 7.6492e-02 -7.2697e-03 1.0175e-02 3.9313e-03 3.9313e-03 5.7205e-03 5.7205e-03 5.7205e-03 5.7205e-03 5.4602e-03 5.4602e-03 
25.11800 -9.0935e-03 -4.6810e-03 6.8106e-02 -6.7328e-02 -5.7415e-02 5.4847e-02 -3.4981e-03 8.2084e-03 4.6945e-03 4.6945e-03 4.3601e-03 4.3601e-03 4.3601e-03 4.3601e-03 3.9926e-03 3.9926e-03 
15.84800 -1.2582e-02 -5.6855e-03 5.3633e-02 -5.2049e-02 -4.5745e-02 3.9924e-02 -1.4604e-03 6.5348e-03 4.8184e-03 4.8184e-03 3.3681e-03 3.3681e-03 3.3681e-03 3.3681e-03 3.0245e-03 3.0245e-03 
