        48
         1      -0.312051       0.016474       0.223821      -0.290688         0
         2      -0.240410       0.053641       0.001221      -0.258221         0
         3      -0.192045      -0.074862      -0.134130      -0.200630         0
         4      -0.181201       0.060918       0.108289      -0.110844         0
         5      -0.212022       0.027740       0.027357      -0.371722         0
         6      -0.457924      -0.018623      -0.052693      -0.605072         0
         7       0.105417       0.059322      -0.195535       0.150986         0
         8       0.114760       0.942682       0.101307      -0.376173         0
         9       0.021200      -0.025111      -0.037141       0.001155         0
        10       2.011721      -0.028839       1.035807       2.018689         0
        11      -0.151798       0.036226       0.005626      -0.111824         0
        12      -0.381124       0.077495       0.203919      -0.326053         0
        13       0.233826      -0.096982      -0.061556       0.222537         0
        14       1.245375      -0.722219      -0.743484       0.439689         0
        15       0.152079      -0.006583      -0.074493       0.181458         0
        16      -0.025572      -0.050157      -0.045660       0.150236         0
        17      -0.368450       0.077828       0.011972      -0.355994         0
        18       0.063075      -0.492322      -0.406374       1.060738         0
        19      -0.281696      -0.021143       0.161499      -0.275247         0
        20       0.555792       0.367477       0.160390       0.523566         0
        21       0.182334       0.017692      -0.013403       0.140602         0
        22      -0.395499       0.007046      -0.024123      -0.430531         0
        23      -0.266238      -0.023471       0.019784      -0.276912         0
        24      -0.444229      -0.004485      -0.009625      -0.501598         0
        25       1.198095      -0.276057      -0.577629       1.589529         0
        26       0.551771       0.009597      -0.044559       0.363448         0
        27      -0.118481       0.007764       0.011568      -0.113717         0
        28       0.728319      -0.798250      -0.414577       0.520526         0
        29      -0.319857      -0.246329       0.039100      -0.219063         0
        30       0.161467      -0.510128      -0.556473       0.759252         0
        31       1.423727       0.142744       0.043332       0.765909         0
        32      -0.250242      -0.022943       0.038088      -0.221199         0
        33       0.579937      -0.076780      -0.025257       0.420168         0
        34       0.304274      -0.017602      -0.020783       0.519373         0
        35       2.317875      -0.290257       0.088936       1.822582         0
        36       0.032392      -0.042504       0.127909       0.337584         0
        37       2.693291      -0.108554       0.474345       2.654742         0
        38       0.664246      -0.061571      -0.043069       0.703927         0
        39       0.511043       0.021363      -0.052737       0.573081         0
        40      -0.280134      -0.018850       0.017449      -0.332547         0
        41      -0.723355      -0.044512      -0.027006      -0.713402         0
        42       0.043091      -0.156206      -0.106746       0.216792         0
        43      -0.296390       0.084950       0.146028      -0.264033         0
        44      -0.343489       0.003427      -0.002156      -0.375573         0
        45      -0.058667      -0.004382       0.043411      -0.087289         0
        46      -0.290740       0.121623       0.062568      -0.305384         0
        47      -0.416754       0.094988       0.088530      -0.448154         0
        48       0.161999       0.008144      -0.085509       0.167835         0
