MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    6.309500e+00,   -1.977223e-02,   -1.608807e-03,    3.499411e-02,   -2.655109e-02,   -7.196689e-02,    2.816642e-02,    2.469714e-02,   -1.121894e-02,   -2.118922e-01,   -2.530619e-01,   -3.513950e-01,    7.112166e-02,   -7.167646e-01,    4.000900e-01,    4.540333e-01,   -6.891263e-01,   -2.072500e-02,   -2.746700e-03,    3.396600e-02,   -2.634300e-02,   -7.406400e-02,    2.933700e-02,    2.817000e-02,   -1.649000e-02,    4.496500e-03,    4.496500e-03,    2.925800e-03,    2.925800e-03,    2.925800e-03,    2.925800e-03,    7.648900e-03,    7.648900e-03,
         1,    1.000000e+01,   -1.756614e-02,   -2.652305e-03,    4.253712e-02,   -3.014951e-02,   -7.699764e-02,    3.222827e-02,    2.750098e-02,   -1.305201e-02,   -1.516505e-01,   -4.188335e-01,   -8.573384e-01,    1.767072e-01,   -3.355243e-01,   -5.390407e-01,    6.318524e-01,   -7.354271e-01,   -1.826100e-02,   -4.571400e-03,    3.977400e-02,   -2.958000e-02,   -7.807900e-02,    3.049100e-02,    3.285700e-02,   -1.928600e-02,    4.582000e-03,    4.582000e-03,    3.222900e-03,    3.222900e-03,    3.222900e-03,    3.222900e-03,    8.476700e-03,    8.476700e-03,
         1,    1.584800e+01,   -1.515785e-02,   -1.692881e-03,    4.919621e-02,   -3.480636e-02,   -8.226487e-02,    4.086818e-02,    3.053924e-02,   -1.570806e-02,    1.434078e-01,   -6.227257e-01,   -7.419144e-01,    1.336206e-02,    1.389422e-01,   -7.396964e-01,    8.620416e-01,   -6.901303e-01,   -1.451900e-02,   -4.467000e-03,    4.651100e-02,   -3.475800e-02,   -8.176200e-02,    3.819100e-02,    3.875200e-02,   -2.228300e-02,    4.454800e-03,    4.454800e-03,    3.619300e-03,    3.619300e-03,    3.619300e-03,    3.619300e-03,    9.527100e-03,    9.527100e-03,
         2,    6.309500e+00,   -1.391251e-02,   -4.518718e-03,    3.521028e-02,   -3.391098e-02,   -3.205417e-02,    2.386041e-02,   -2.266616e-04,    3.293866e-03,   -6.533655e-01,    8.567899e-02,   -2.023725e-01,   -1.178568e-01,   -1.522707e-02,    4.170264e-01,    2.178763e-02,    4.304500e-01,   -1.675400e-02,   -4.146100e-03,    3.462300e-02,   -3.425300e-02,   -3.208800e-02,    2.478700e-02,   -1.843500e-04,    4.129800e-03,    4.349000e-03,    4.349000e-03,    2.902000e-03,    2.902000e-03,    2.221900e-03,    2.221900e-03,    1.942000e-03,    1.942000e-03,
         2,    1.000000e+01,   -1.091362e-02,   -6.201299e-03,    4.417909e-02,   -4.133431e-02,   -3.667964e-02,    3.063239e-02,   -1.176338e-03,    3.930646e-03,   -8.621429e-01,    4.889851e-02,   -3.744598e-01,   -1.255307e-01,   -4.118310e-01,    2.448755e-03,    2.576257e-01,    5.733109e-01,   -1.493000e-02,   -5.973500e-03,    4.313000e-02,   -4.168600e-02,   -3.779200e-02,    3.063900e-02,   -5.530900e-04,    5.317600e-03,    4.658600e-03,    4.658600e-03,    2.801600e-03,    2.801600e-03,    2.701000e-03,    2.701000e-03,    2.419200e-03,    2.419200e-03,
         2,    1.584800e+01,   -7.479321e-03,   -5.978874e-03,    5.372997e-02,   -5.108211e-02,   -4.260407e-02,    4.098441e-02,   -2.094803e-03,    4.761840e-03,   -1.058999e+00,    6.088612e-02,   -2.879017e-02,   -2.870722e-01,   -9.325521e-01,   -3.148380e-01,    2.097548e-01,    5.861994e-01,   -1.258200e-02,   -5.685500e-03,    5.363300e-02,   -5.204900e-02,   -4.574500e-02,    3.992400e-02,   -1.460400e-03,    6.534800e-03,    4.818400e-03,    4.818400e-03,    3.368100e-03,    3.368100e-03,    3.368100e-03,    3.368100e-03,    3.024500e-03,    3.024500e-03,
         4,    6.309500e+00,   -1.838378e-03,    4.664181e-03,    4.571483e-02,   -3.703907e-02,   -4.537403e-02,    4.726687e-02,   -8.457321e-03,    9.907326e-04,   -7.087643e-02,    1.820064e-01,    4.017472e-01,   -4.591913e-01,   -6.614731e-01,   -4.768721e-01,   -1.636100e-01,    5.504574e-02,   -2.033600e-03,    5.165500e-03,    4.698600e-02,   -3.849200e-02,   -4.746700e-02,    4.575800e-02,   -9.059700e-03,    1.193400e-03,    2.754400e-03,    2.754400e-03,    3.164100e-03,    3.164100e-03,    3.164100e-03,    3.164100e-03,    3.681800e-03,    3.681800e-03,
         4,    1.000000e+01,   -3.481487e-03,    6.530076e-03,    5.404903e-02,   -4.709898e-02,   -5.662111e-02,    5.990886e-02,   -1.009931e-02,   -2.630731e-03,   -3.147626e-01,    5.361808e-02,    2.150793e-01,   -2.540014e-02,   -6.750343e-01,   -7.201169e-01,   -2.028659e-01,   -4.641074e-03,   -4.629300e-03,    6.725600e-03,    5.487900e-02,   -4.719700e-02,   -5.922600e-02,    5.713000e-02,   -1.102900e-02,   -2.652000e-03,    3.646600e-03,    3.646600e-03,    3.858900e-03,    3.858900e-03,    3.858900e-03,    3.858900e-03,    4.582800e-03,    4.582800e-03,
         4,    1.584800e+01,   -5.392662e-03,    8.502942e-03,    6.413266e-02,   -6.100704e-02,   -7.000148e-02,    7.690078e-02,   -1.041202e-02,   -7.794027e-03,   -5.873466e-01,   -5.013585e-01,   -1.609206e-01,    4.275490e-02,   -1.740755e-01,   -1.130938e+00,   -2.223711e-01,   -5.602955e-02,   -8.026500e-03,    6.254700e-03,    6.337600e-02,   -6.080600e-02,   -7.082000e-02,    7.158300e-02,   -1.167400e-02,   -8.112000e-03,    4.484300e-03,    4.484300e-03,    4.702100e-03,    4.702100e-03,    4.702100e-03,    4.702100e-03,    5.675100e-03,    5.675100e-03,
         5,    6.309500e+00,   -8.054767e-03,   -7.434226e-03,    3.834616e-02,   -3.392891e-02,   -3.891307e-02,    2.077290e-02,   -8.586870e-04,    2.554834e-03,   -1.433871e-01,   -4.788253e-01,    3.918918e-01,    1.300553e-01,    7.346814e-02,   -2.304017e-02,    1.279260e+00,    1.176381e-02,   -8.604800e-03,   -9.271000e-03,    3.928000e-02,   -3.361900e-02,   -3.873800e-02,    2.071800e-02,    1.301600e-03,    2.574700e-03,    3.836000e-03,    3.836000e-03,    2.382900e-03,    2.382900e-03,    2.382900e-03,    2.382900e-03,    1.688700e-03,    1.688700e-03,
