      Site      Frequency      AppRxxCal       PhsxxCal      AppRxyCal       PhsxyCal      AppRyxCal       PhsyxCal      AppRyyCal       PhsyyCal      AppRxxObs       PhsxxObs      AppRxyObs       PhsxyObs      AppRyxObs       PhsyxObs      AppRyyObs       PhsyyObs      AppRxxErr       PhsxxErr      AppRxyErr       PhsxyErr      AppRyxErr       PhsyxErr      AppRyyErr       PhsyyErr
         7  2.511800e+002  9.795962e-002  1.198086e+002  3.760823e+001 -4.699733e+001  4.364910e+001  1.328419e+002  1.561472e+000  1.353530e+002  9.473669e-002  1.272010e+002  3.724919e+001 -4.780345e+001  4.386305e+001  1.322764e+002  1.917958e+000  1.337078e+002  1.265591e-001  4.190917e+001  3.880362e+000  2.985689e+000  4.210787e+000  2.751211e+000  1.258286e+000  1.914910e+001
         7  3.981000e+002  1.459112e-001  1.175579e+002  3.913411e+001 -4.871661e+001  4.522108e+001  1.314226e+002  1.426993e+000  1.349374e+002  1.265384e-001  1.108624e+002  3.961446e+001 -4.980941e+001  4.634871e+001  1.309621e+002  1.883340e+000  1.382812e+002  1.596741e-001  3.911886e+001  4.120045e+000  2.980827e+000  4.456500e+000  2.755601e+000  1.258407e+000  1.951715e+001
         7  3.981000e+002  1.355512e-001  1.155381e+002  3.921194e+001 -4.850043e+001  4.492605e+001  1.317009e+002  1.430829e+000  1.356389e+002  1.265384e-001  1.108624e+002  3.961446e+001 -4.980941e+001  4.634871e+001  1.309621e+002  1.883340e+000  1.382812e+002  1.596741e-001  3.911886e+001  4.120045e+000  2.980827e+000  4.456500e+000  2.755601e+000  1.258407e+000  1.951715e+001
         7  6.309500e+002  1.794374e-001  1.215788e+002  4.118775e+001 -4.978129e+001  4.705264e+001  1.302990e+002  1.345926e+000  1.319832e+002  2.043963e-001  1.023477e+002  4.201734e+001 -5.088136e+001  4.816643e+001  1.303965e+002  1.734794e+000  1.420372e+002  2.321818e-001  3.460877e+001  4.347606e+000  2.965570e+000  4.654876e+000  2.769654e+000  1.194668e+000  2.014064e+001
         7  6.309500e+002  1.850313e-001  1.221399e+002  4.120879e+001 -4.999944e+001  4.740781e+001  1.301855e+002  1.377497e+000  1.314691e+002  2.043963e-001  1.023477e+002  4.201734e+001 -5.088136e+001  4.816643e+001  1.303965e+002  1.734794e+000  1.420372e+002  2.321818e-001  3.460877e+001  4.347606e+000  2.965570e+000  4.654876e+000  2.769654e+000  1.194668e+000  2.014064e+001
         7  1.000000e+003  1.912629e-001  1.264290e+002  4.342464e+001 -5.096954e+001  4.973247e+001  1.290878e+002  1.419573e+000  1.279903e+002  3.148109e-001  1.021308e+002  4.326676e+001 -5.020171e+001  4.838327e+001  1.316065e+002  1.544174e+000  1.456855e+002  3.233715e-001  3.090368e+001  4.449239e+000  2.947240e+000  4.704962e+000  2.786922e+000  1.096009e+000  2.078641e+001
         7  1.000000e+003  2.007905e-001  1.257636e+002  4.355954e+001 -5.120247e+001  4.999779e+001  1.290324e+002  1.452730e+000  1.279927e+002  3.148109e-001  1.021308e+002  4.326676e+001 -5.020171e+001  4.838327e+001  1.316065e+002  1.544174e+000  1.456855e+002  3.233715e-001  3.090368e+001  4.449239e+000  2.947240e+000  4.704962e+000  2.786922e+000  1.096009e+000  2.078641e+001
         8  1.584800e+001  1.579059e+003  1.512489e+002  1.820182e+002 -5.643346e+001  7.420880e+002  1.524562e+002  5.351007e+000 -1.524195e+002  1.194149e+003  1.475063e+002  1.615427e+002 -5.670616e+001  7.468131e+002  1.532296e+002  3.848225e+000 -1.668453e+002  2.172640e+002  5.219427e+000  2.368787e+001  4.204565e+000  5.093171e+001  1.954129e+000  4.308770e+000  3.404464e+001
         8  1.584800e+001  1.496597e+003  1.507515e+002  1.701258e+002 -5.706742e+001  7.419384e+002  1.519772e+002  4.724061e+000 -1.569576e+002  1.194149e+003  1.475063e+002  1.615427e+002 -5.670616e+001  7.468131e+002  1.532296e+002  3.848225e+000 -1.668453e+002  2.172640e+002  5.219427e+000  2.368787e+001  4.204565e+000  5.093171e+001  1.954129e+000  4.308770e+000  3.404464e+001
         8  2.511800e+001  1.231171e+003  1.517503e+002  1.932024e+002 -5.695665e+001  5.964559e+002  1.528046e+002  4.081343e+000 -1.327368e+002  1.033450e+003  1.479069e+002  2.052293e+002 -5.672504e+001  5.846750e+002  1.542627e+002  3.056941e+000 -1.450507e+002  2.069673e+002  5.746898e+000  2.666240e+001  3.724419e+000  4.500253e+001  2.205577e+000  3.410475e+000  3.390549e+001
         8  2.511800e+001  1.295450e+003  1.522273e+002  2.020059e+002 -5.569398e+001  5.943574e+002  1.531084e+002  4.447853e+000 -1.288577e+002  1.033450e+003  1.479069e+002  2.052293e+002 -5.672504e+001  5.846750e+002  1.542627e+002  3.056941e+000 -1.450507e+002  2.069673e+002  5.746898e+000  2.666240e+001  3.724419e+000  4.500253e+001  2.205577e+000  3.410475e+000  3.390549e+001
         8  1.000000e+002  6.789301e+002  1.511672e+002  2.965396e+002 -5.690834e+001  3.275987e+002  1.504526e+002  4.278714e+000 -6.960662e+001  8.451610e+002  1.435302e+002  3.039573e+002 -5.797292e+001  2.844537e+002  1.495407e+002  3.674242e+000 -8.067653e+001  1.963495e+002  6.670596e+000  2.989608e+001  2.818834e+000  2.892103e+001  2.913950e+000  3.269614e+000  2.641932e+001
         8  1.000000e+002  7.103004e+002  1.522471e+002  2.947190e+002 -5.640160e+001  3.290468e+002  1.506787e+002  4.786037e+000 -6.787359e+001  8.451610e+002  1.435302e+002  3.039573e+002 -5.797292e+001  2.844537e+002  1.495407e+002  3.674242e+000 -8.067653e+001  1.963495e+002  6.670596e+000  2.989608e+001  2.818834e+000  2.892103e+001  2.913950e+000  3.269614e+000  2.641932e+001
         8  1.584800e+002  5.774865e+002  1.509148e+002  3.397789e+002 -5.475828e+001  2.762268e+002  1.489494e+002  4.659576e+000 -5.151735e+001  7.731193e+002  1.466221e+002  3.355538e+002 -5.611374e+001  2.710739e+002  1.472543e+002  3.767043e+000 -6.470733e+001  1.882551e+002  6.993130e+000  3.181220e+001  2.716983e+000  2.859278e+001  3.023172e+000  3.291524e+000  2.590526e+001
         8  1.584800e+002  5.627573e+002  1.493011e+002  3.425911e+002 -5.512869e+001  2.767835e+002  1.484232e+002  4.159338e+000 -5.409873e+001  7.731193e+002  1.466221e+002  3.355538e+002 -5.611374e+001  2.710739e+002  1.472543e+002  3.767043e+000 -6.470733e+001  1.882551e+002  6.993130e+000  3.181220e+001  2.716983e+000  2.859278e+001  3.023172e+000  3.291524e+000  2.590526e+001
         8  2.511800e+002  4.806489e+002  1.484414e+002  3.734420e+002 -5.240284e+001  2.383957e+002  1.464818e+002  3.887120e+000 -3.763232e+001  7.259667e+002  1.507882e+002  3.659127e+002 -5.427303e+001  2.531987e+002  1.459063e+002  3.577326e+000 -5.416642e+001  1.835031e+002  7.260764e+000  3.337336e+001  2.613761e+000  2.776144e+001  3.142613e+000  3.112865e+000  2.579055e+001
         8  2.511800e+002  4.858278e+002  1.466720e+002  3.792951e+002 -5.262193e+001  2.432018e+002  1.459072e+002  3.584415e+000 -4.135244e+001  7.259667e+002  1.507882e+002  3.659127e+002 -5.427303e+001  2.531987e+002  1.459063e+002  3.577326e+000 -5.416642e+001  1.835031e+002  7.260764e+000  3.337336e+001  2.613761e+000  2.776144e+001  3.142613e+000  3.112865e+000  2.579055e+001
         8  3.981000e+002  4.394058e+002  1.441189e+002  3.997688e+002 -5.020974e+001  2.231629e+002  1.436636e+002  2.656752e+000 -3.248607e+001  6.136850e+002  1.533567e+002  3.861287e+002 -5.152952e+001  2.371607e+002  1.445105e+002  2.531480e+000 -4.445407e+001  1.639732e+002  7.677509e+000  3.418325e+001  2.536973e+000  2.678975e+001  3.237798e+000  2.362718e+000  2.781818e+001
         8  3.981000e+002  4.189939e+002  1.452528e+002  3.913861e+002 -5.039417e+001  2.151499e+002  1.437642e+002  2.703366e+000 -2.796902e+001  6.136850e+002  1.533567e+002  3.861287e+002 -5.152952e+001  2.371607e+002  1.445105e+002  2.531480e+000 -4.445407e+001  1.639732e+002  7.677509e+000  3.418325e+001  2.536973e+000  2.678975e+001  3.237798e+000  2.362718e+000  2.781818e+001
         8  6.309500e+002  4.068223e+002  1.420587e+002  4.071230e+002 -4.849843e+001  2.088602e+002  1.421197e+002  1.749334e+000 -3.013883e+001  4.945788e+002  1.549474e+002  4.213724e+002 -4.858186e+001  2.185298e+002  1.441092e+002  2.237097e+000 -4.844989e+001  1.425500e+002  8.285891e+000  3.575825e+001  2.431830e+000  2.575127e+001  3.377786e+000  2.109897e+000  2.813626e+001
         8  6.309500e+002  3.830163e+002  1.419654e+002  4.006645e+002 -4.920634e+001  2.015687e+002  1.414190e+002  1.632063e+000 -2.576677e+001  4.945788e+002  1.549474e+002  4.213724e+002 -4.858186e+001  2.185298e+002  1.441092e+002  2.237097e+000 -4.844989e+001  1.425500e+002  8.285891e+000  3.575825e+001  2.431830e+000  2.575127e+001  3.377786e+000  2.109897e+000  2.813626e+001
         8  1.000000e+003  3.641595e+002  1.387906e+002  4.074859e+002 -4.869169e+001  1.926620e+002  1.395241e+002  1.028749e+000 -3.427482e+001  3.651911e+002  1.570450e+002  4.218069e+002 -4.306378e+001  2.056657e+002  1.452157e+002  1.641234e+000 -5.091666e+001  1.135746e+002  8.945813e+000  3.524732e+001  2.394592e+000  2.461219e+001  3.430366e+000  1.647374e+000  3.012383e+001
         8  1.000000e+003  3.791382e+002  1.399995e+002  4.077776e+002 -4.758620e+001  1.952963e+002  1.408537e+002  1.190761e+000 -3.676558e+001  3.651911e+002  1.570450e+002  4.218069e+002 -4.306378e+001  2.056657e+002  1.452157e+002  1.641234e+000 -5.091666e+001  1.135746e+002  8.945813e+000  3.524732e+001  2.394592e+000  2.461219e+001  3.430366e+000  1.647374e+000  3.012383e+001
         9  6.309500e-001  8.198069e+000  1.622544e+002  4.204543e+001 -3.181918e+001  6.304968e+001  1.492079e+002  8.489950e-001 -9.739243e+000  1.217047e+001  1.622936e+002  3.636790e+001 -2.453344e+001  6.834713e+001  1.555678e+002  4.994229e+000  4.194836e-002  4.800313e+000  1.137394e+001  5.163518e+000  4.070854e+000  1.786130e+001  7.508082e+000  2.881793e+000  1.676891e+001
         9  1.000000e+000  6.260966e+000  1.664610e+002  3.821427e+001 -3.551806e+001  5.292025e+001  1.496270e+002  5.693102e-001 -5.397712e+000  9.650094e+000  1.695268e+002  3.528999e+001 -3.112799e+001  5.796735e+001  1.526368e+002  2.398297e+000  6.806980e+000  4.003349e+000  1.197151e+001  5.300960e+000  4.307296e+000  1.184343e+001  5.863341e+000  1.595310e+000  1.942619e+001
         9  1.584800e+000  4.627105e+000  1.717939e+002  3.713445e+001 -3.806249e+001  4.500567e+001  1.494581e+002  3.581655e-001 -1.210230e+000  8.199740e+000  1.752792e+002  3.632690e+001 -3.446077e+001  4.627614e+001  1.499967e+002  1.100693e+000  1.441323e+001  3.568771e+000  1.256898e+001  4.327104e+000  3.414435e+000  5.181536e+000  3.209380e+000  8.408221e-001  2.245459e+001
         9  2.511800e+000  3.209026e+000  1.786643e+002  3.699147e+001 -3.855651e+001  3.879478e+001  1.492980e+002  2.001389e-001  2.124624e+000  7.332865e+000  1.786476e+002  3.546862e+001 -3.686903e+001  3.776407e+001  1.472048e+002  3.283044e-001 -8.445317e-001  3.262508e+000  1.285344e+001  4.884688e+000  3.948472e+000  3.717764e+000  2.821442e+000  3.225561e-001  2.942248e+001
         9  3.981000e+000  2.014012e+000 -1.733287e+002  3.591491e+001 -3.724060e+001  3.329753e+001  1.493794e+002  9.656213e-002 -5.805997e-001  5.311753e+000 -1.734864e+002  3.517760e+001 -3.751123e+001  3.354917e+001  1.488892e+002  1.080309e-001 -1.106812e+000  2.556352e+000  1.392382e+001  4.604378e+000  3.752389e+000  3.394826e+000  2.900105e+000  1.360570e-001  3.902896e+001
         9  6.309500e+000  1.127663e+000 -1.652730e+002  3.290163e+001 -3.510216e+001  2.795192e+001  1.492238e+002  5.887047e-002 -1.540319e+001  3.612221e+000 -1.632279e+002  3.102685e+001 -3.455588e+001  2.720934e+001  1.498303e+002  6.504502e-002 -1.920668e+000  1.855192e+000  1.487990e+001  3.002517e+000  2.773385e+000  2.811743e+000  2.961718e+000  8.824618e-002  4.271460e+001
         9  6.309500e+000  1.480852e+000 -1.653121e+002  3.249051e+001 -3.489767e+001  2.793943e+001  1.492890e+002  8.161318e-002 -1.262090e+001  3.612221e+000 -1.632279e+002  3.102685e+001 -3.455588e+001  2.720934e+001  1.498303e+002  6.504502e-002 -1.920668e+000  1.855192e+000  1.487990e+001  3.002517e+000  2.773385e+000  2.811743e+000  2.961718e+000  8.824618e-002  4.271460e+001
         9  1.000000e+001  5.789313e-001 -1.581234e+002  2.818211e+001 -3.351254e+001  2.307859e+001  1.478514e+002  6.641780e-002 -2.495672e+001  1.908389e+000 -1.533072e+002  2.670915e+001 -3.343227e+001  2.164046e+001  1.486656e+002  5.709006e-002 -1.451038e+001  1.107361e+000  1.686573e+001  2.533977e+000  2.718932e+000  2.280899e+000  3.020879e+000  7.557071e-002  4.144152e+001
         9  1.000000e+001  7.758639e-001 -1.574495e+002  2.766992e+001 -3.333567e+001  2.294645e+001  1.481145e+002  8.536617e-002 -2.044600e+001  1.908389e+000 -1.533072e+002  2.670915e+001 -3.343227e+001  2.164046e+001  1.486656e+002  5.709006e-002 -1.451038e+001  1.107361e+000  1.686573e+001  2.533977e+000  2.718932e+000  2.280899e+000  3.020879e+000  7.557071e-002  4.144152e+001
         9  1.584800e+001  2.855378e-001 -1.509910e+002  2.309889e+001 -3.395461e+001  1.949155e+001  1.446139e+002  7.755603e-002 -1.853734e+001  7.116754e-001 -1.381838e+002  2.247834e+001 -3.430822e+001  1.672883e+001  1.462887e+002  7.203500e-002 -1.420500e+001  5.061415e-001  2.083014e+001  3.014845e+000  3.845205e+000  1.801130e+000  3.085902e+000  8.436038e-002  3.584195e+001
         9  1.584800e+001  3.889194e-001 -1.486867e+002  2.258314e+001 -3.395976e+001  1.917066e+001  1.448432e+002  9.369796e-002 -1.376435e+001  7.116754e-001 -1.381838e+002  2.247834e+001 -3.430822e+001  1.672883e+001  1.462887e+002  7.203500e-002 -1.420500e+001  5.061415e-001  2.083014e+001  3.014845e+000  3.845205e+000  1.801130e+000  3.085902e+000  8.436038e-002  3.584195e+001
         9  2.511800e+001  1.725917e-001 -1.364185e+002  1.880518e+001 -3.759263e+001  1.728836e+001  1.399012e+002  8.064203e-002  1.854218e+000  1.506615e-001 -1.144181e+002  2.043874e+001 -3.835567e+001  1.535010e+001  1.409570e+002  1.829742e-001 -5.649834e+000  1.542546e-001  3.079209e+001  2.532763e+000  3.552315e+000  1.648878e+000  3.078782e+000  1.661297e-001  2.699870e+001
         9  2.511800e+001  1.277912e-001 -1.410332e+002  1.922375e+001 -3.734753e+001  1.766309e+001  1.400017e+002  6.865474e-002 -3.062683e+000  1.506615e-001 -1.144181e+002  2.043874e+001 -3.835567e+001  1.535010e+001  1.409570e+002  1.829742e-001 -5.649834e+000  1.542546e-001  3.079209e+001  2.532763e+000  3.552315e+000  1.648878e+000  3.078782e+000  1.661297e-001  2.699870e+001
         9  3.981000e+001  5.317982e-002 -1.204310e+002  1.730688e+001 -4.372052e+001  1.723140e+001  1.349590e+002  5.166015e-002  2.219134e+001  5.521789e-002 -6.724673e+001  1.852140e+001 -4.273477e+001  1.600591e+001  1.384372e+002  4.308619e-001 -1.393522e+001  7.089332e-002  3.993675e+001  1.785760e+000  2.763187e+000  1.660070e+000  2.972579e+000  3.191208e-001  2.173587e+001
         9  3.981000e+001  3.953551e-002 -1.280214e+002  1.760043e+001 -4.322177e+001  1.749202e+001  1.353447e+002  4.328463e-002  1.619625e+001  5.521789e-002 -6.724673e+001  1.852140e+001 -4.273477e+001  1.600591e+001  1.384372e+002  4.308619e-001 -1.393522e+001  7.089332e-002  3.993675e+001  1.785760e+000  2.763187e+000  1.660070e+000  2.972579e+000  3.191208e-001  2.173587e+001
         9  6.309500e+001  5.835645e-003 -1.105233e+002  1.861030e+001 -4.974455e+001  1.844543e+001  1.313803e+002  2.389855e-002  4.527270e+001  5.633667e-002 -4.411744e+001  2.006031e+001 -4.754229e+001  1.820729e+001  1.296518e+002  1.436325e-001 -8.318425e+000  7.341612e-002  4.066112e+001  1.957991e+000  2.797294e+000  1.865368e+000  2.936310e+000  1.445835e-001  3.021926e+001
         9  6.309500e+001  4.063194e-003 -1.297801e+002  1.868769e+001 -4.908942e+001  1.856581e+001  1.318404e+002  1.906759e-002  3.518489e+001  5.633667e-002 -4.411744e+001  2.006031e+001 -4.754229e+001  1.820729e+001  1.296518e+002  1.436325e-001 -8.318425e+000  7.341612e-002  4.066112e+001  1.957991e+000  2.797294e+000  1.865368e+000  2.936310e+000  1.445835e-001  3.021926e+001
         9  1.000000e+002  4.131426e-003  1.491559e+002  2.183344e+001 -5.188149e+001  2.032256e+001  1.298994e+002  6.107353e-003  4.845229e+001  2.312289e-002 -1.584245e+000  2.229204e+001 -5.283937e+001  2.115166e+001  1.257581e+002  4.694458e-002  2.714081e+001  3.865402e-002  5.670329e+001  2.200151e+000  2.828600e+000  2.143136e+000  2.903914e+000  6.488614e-002  4.371670e+001
         9  1.000000e+002  2.033718e-003  1.538886e+002  2.202641e+001 -5.237877e+001  2.032480e+001  1.294308e+002  7.525084e-003  6.803174e+001  2.312289e-002 -1.584245e+000  2.229204e+001 -5.283937e+001  2.115166e+001  1.257581e+002  4.694458e-002  2.714081e+001  3.865402e-002  5.670329e+001  2.200151e+000  2.828600e+000  2.143136e+000  2.903914e+000  6.488614e-002  4.371670e+001
         9  1.584800e+002  1.077947e-002  1.614844e+002  2.497597e+001 -5.160288e+001  2.223612e+001  1.292063e+002  2.104580e-003  5.580648e+001  2.802839e-002  2.813714e+001  2.488402e+001 -5.151159e+001  2.457754e+001  1.267471e+002  6.237575e-003  7.116717e+001  4.589857e-002  5.496356e+001  2.480725e+000  2.857135e+000  2.465401e+000  2.874908e+000  1.482586e-002  1.800000e+002
         9  1.584800e+002  7.431822e-003  1.613104e+002  2.529739e+001 -5.182667e+001  2.237155e+001  1.287717e+002  2.045368e-003  8.677478e+001  2.802839e-002  2.813714e+001  2.488402e+001 -5.151159e+001  2.457754e+001  1.267471e+002  6.237575e-003  7.116717e+001  4.589857e-002  5.496356e+001  2.480725e+000  2.857135e+000  2.465401e+000  2.874908e+000  1.482586e-002  1.800000e+002
         9  2.511800e+002  7.364925e-003 -1.779657e+002  2.723177e+001 -5.057025e+001  2.414048e+001  1.287609e+002  9.129736e-004  1.222634e+002  3.078590e-002  6.056408e+001  2.703041e+001 -5.031483e+001  2.654527e+001  1.287706e+002  2.586730e-003  9.682976e+001  5.027430e-002  5.473744e+001  2.690743e+000  2.852933e+000  2.666487e+000  2.878907e+000  7.810535e-003  1.800000e+002
         9  2.511800e+002  9.784074e-003 -1.761151e+002  2.693091e+001 -5.050937e+001  2.390157e+001  1.291559e+002  8.023317e-004  8.582680e+001  3.078590e-002  6.056408e+001  2.703041e+001 -5.031483e+001  2.654527e+001  1.287706e+002  2.586730e-003  9.682976e+001  5.027430e-002  5.473744e+001  2.690743e+000  2.852933e+000  2.666487e+000  2.878907e+000  7.810535e-003  1.800000e+002
         9  3.981000e+002  5.072404e-003 -1.609647e+002  2.837363e+001 -4.979921e+001  2.560767e+001  1.286359e+002  1.149278e-003  1.767874e+002  3.751955e-002  1.022122e+002  2.772653e+001 -4.955280e+001  2.746801e+001  1.297906e+002  2.836562e-003  1.169589e+002  5.868801e-002  5.145318e+001  2.766124e+000  2.859229e+000  2.753198e+000  2.872664e+000  8.441532e-003  1.800000e+002
         9  3.981000e+002  6.126179e-003 -1.584534e+002  2.811236e+001 -4.979193e+001  2.525325e+001  1.290276e+002  5.466854e-004  1.587740e+002  3.751955e-002  1.022122e+002  2.772653e+001 -4.955280e+001  2.746801e+001  1.297906e+002  2.836562e-003  1.169589e+002  5.868801e-002  5.145318e+001  2.766124e+000  2.859229e+000  2.753198e+000  2.872664e+000  8.441532e-003  1.800000e+002
         9  6.309500e+002  3.641404e-003 -1.454032e+002  2.925329e+001 -4.956642e+001  2.712431e+001  1.281497e+002  2.621480e-003 -1.500751e+002  3.808290e-002  1.604644e+002  2.937527e+001 -5.088500e+001  2.849306e+001  1.299534e+002  7.388737e-003  1.521091e+002  6.021305e-002  5.223716e+001  2.915215e+000  2.844197e+000  2.871105e+000  2.887930e+000  1.746782e-002  1.800000e+002
         9  6.309500e+002  4.083543e-003 -1.435257e+002  2.901812e+001 -4.958443e+001  2.662129e+001  1.285177e+002  1.646985e-003 -1.547176e+002  3.808290e-002  1.604644e+002  2.937527e+001 -5.088500e+001  2.849306e+001  1.299534e+002  7.388737e-003  1.521091e+002  6.021305e-002  5.223716e+001  2.915215e+000  2.844197e+000  2.871105e+000  2.887930e+000  1.746782e-002  1.800000e+002
         9  1.000000e+003  2.914959e-003 -1.295551e+002  3.011323e+001 -4.986276e+001  2.892593e+001  1.273717e+002  5.994015e-003 -1.320320e+002  6.844986e-002 -1.761758e+002  3.098910e+001 -4.972059e+001  2.981029e+001  1.307815e+002  3.572903e-003 -1.765089e+002  9.472017e-002  4.378027e+001  3.069017e+000  2.838315e+000  3.010080e+000  2.893937e+000  1.024428e-002  1.800000e+002
         9  1.000000e+003  3.084318e-003 -1.282007e+002  2.991198e+001 -4.988482e+001  2.827175e+001  1.276785e+002  4.619004e-003 -1.347381e+002  6.844986e-002 -1.761758e+002  3.098910e+001 -4.972059e+001  2.981029e+001  1.307815e+002  3.572903e-003 -1.765089e+002  9.472017e-002  4.378027e+001  3.069017e+000  2.838315e+000  3.010080e+000  2.893937e+000  1.024428e-002  1.800000e+002
        10  2.511800e+000  6.391284e+000  1.170839e+002  1.303484e+002 -4.761639e+001  2.283311e+002  1.391181e+002  2.517711e+001 -5.741156e+001  1.684997e+001  1.216177e+002  1.395567e+002 -4.526953e+001  2.406875e+002  1.374149e+002  4.713235e+001 -4.007503e+001  8.575574e+000  1.474210e+001  1.599312e+001  3.284832e+000  2.264328e+001  2.696117e+000  2.125560e+001  1.303160e+001
        10  3.981000e+000  9.310698e+000  1.173309e+002  1.412154e+002 -4.824269e+001  2.279794e+002  1.386431e+002  3.141493e+001 -5.793375e+001  1.352081e+001  1.212574e+002  1.460226e+002 -4.749927e+001  2.395761e+002  1.347180e+002  4.202353e+001 -4.086633e+001  7.353360e+000  1.577899e+001  1.652641e+001  3.244017e+000  2.116851e+001  2.532100e+000  1.948043e+001  1.340189e+001
        10  6.309500e+000  1.272572e+001  1.235111e+002  1.497565e+002 -4.770831e+001  2.256040e+002  1.394932e+002  3.831373e+001 -5.600153e+001  1.266614e+001  1.290930e+002  1.466931e+002 -4.685100e+001  2.343668e+002  1.372638e+002  3.890933e+001 -4.127419e+001  7.009825e+000  1.606424e+001  1.649230e+001  3.222500e+000  2.084607e+001  2.548967e+000  1.828677e+001  1.359116e+001
        10  6.309500e+000  1.330223e+001  1.243649e+002  1.509153e+002 -4.700703e+001  2.287940e+002  1.393255e+002  3.845431e+001 -5.333305e+001  1.266614e+001  1.290930e+002  1.466931e+002 -4.685100e+001  2.343668e+002  1.372638e+002  3.890933e+001 -4.127419e+001  7.009825e+000  1.606424e+001  1.649230e+001  3.222500e+000  2.084607e+001  2.548967e+000  1.828677e+001  1.359116e+001
        10  1.000000e+001  1.497588e+001  1.329310e+002  1.531967e+002 -4.684782e+001  2.144341e+002  1.409548e+002  4.399923e+001 -5.243031e+001  1.081049e+001  1.367989e+002  1.502681e+002 -4.735843e+001  2.191373e+002  1.399564e+002  3.638021e+001 -4.016843e+001  6.262109e+000  1.683587e+001  1.651326e+001  3.149758e+000  1.994148e+001  2.607857e+000  1.709881e+001  1.359171e+001
        10  1.000000e+001  1.576569e+001  1.341348e+002  1.540133e+002 -4.633131e+001  2.181022e+002  1.407889e+002  4.340161e+001 -5.038775e+001  1.081049e+001  1.367989e+002  1.502681e+002 -4.735843e+001  2.191373e+002  1.399564e+002  3.638021e+001 -4.016843e+001  6.262109e+000  1.683587e+001  1.651326e+001  3.149758e+000  1.994148e+001  2.607857e+000  1.709881e+001  1.359171e+001
        10  1.584800e+001  1.521143e+001  1.437934e+002  1.528476e+002 -4.657415e+001  1.958978e+002  1.420010e+002  4.715733e+001 -4.825089e+001  1.094945e+001  1.487363e+002  1.611660e+002 -4.726124e+001  1.997235e+002  1.413255e+002  4.083789e+001 -3.848531e+001  6.433886e+000  1.708556e+001  1.700454e+001  3.024029e+000  1.892966e+001  2.716245e+000  1.821929e+001  1.288932e+001
        10  1.584800e+001  1.616313e+001  1.458373e+002  1.531503e+002 -4.604695e+001  1.999058e+002  1.419098e+002  4.611019e+001 -4.641395e+001  1.094945e+001  1.487363e+002  1.611660e+002 -4.726124e+001  1.997235e+002  1.413255e+002  4.083789e+001 -3.848531e+001  6.433886e+000  1.708556e+001  1.700454e+001  3.024029e+000  1.892966e+001  2.716245e+000  1.821929e+001  1.288932e+001
        10  2.511800e+001  1.330088e+001  1.555512e+002  1.535516e+002 -4.714176e+001  1.754983e+002  1.420201e+002  4.738295e+001 -4.402736e+001  9.756933e+000  1.581959e+002  1.591919e+002 -4.741309e+001  1.763753e+002  1.414560e+002  3.586037e+001 -3.789381e+001  5.882684e+000  1.754542e+001  1.633259e+001  2.940474e+000  1.719148e+001  2.793447e+000  1.602167e+001  1.290820e+001
        10  2.511800e+001  1.430124e+001  1.590381e+002  1.522564e+002 -4.667193e+001  1.792048e+002  1.420616e+002  4.567803e+001 -4.217495e+001  9.756933e+000  1.581959e+002  1.591919e+002 -4.741309e+001  1.763753e+002  1.414560e+002  3.586037e+001 -3.789381e+001  5.882684e+000  1.754542e+001  1.633259e+001  2.940474e+000  1.719148e+001  2.793447e+000  1.602167e+001  1.290820e+001
        10  3.981000e+001  9.830056e+000  1.673345e+002  1.590025e+002 -4.781846e+001  1.582748e+002  1.408344e+002  4.466559e+001 -4.020939e+001  9.871127e+000  1.690592e+002  1.573074e+002 -4.742212e+001  1.648072e+002  1.410115e+002  3.860226e+001 -3.581540e+001  5.916745e+000  1.743956e+001  1.591435e+001  2.899464e+000  1.628930e+001  2.832669e+000  1.664667e+001  1.245177e+001
        10  3.981000e+001  1.076783e+001  1.733349e+002  1.566654e+002 -4.772991e+001  1.610261e+002  1.409935e+002  4.259838e+001 -3.843964e+001  9.871127e+000  1.690592e+002  1.573074e+002 -4.742212e+001  1.648072e+002  1.410115e+002  3.860226e+001 -3.581540e+001  5.916745e+000  1.743956e+001  1.591435e+001  2.899464e+000  1.628930e+001  2.832669e+000  1.664667e+001  1.245177e+001
        11  3.981000e-002  1.514848e+002  1.379022e+002  2.471285e+002 -1.911044e+001  2.245709e+002  1.357853e+002  1.791707e+001 -1.159824e+001  1.731493e+002  1.438521e+002  2.032026e+002 -1.794299e+001  2.132955e+002  1.374619e+002  9.663451e+000 -1.415792e+001  5.406628e+001  8.982117e+000  3.951873e+001  5.580243e+000  2.946150e+001  3.960149e+000  6.283767e+000  1.897349e+001
        11  6.309000e-002  1.609325e+002  1.388000e+002  1.759547e+002 -1.931882e+001  2.430181e+002  1.361937e+002  1.112659e+001 -1.061800e+001  1.956527e+002  1.420021e+002  1.731027e+002 -1.940434e+001  2.109628e+002  1.404733e+002  1.004782e+001 -2.650435e+001  5.692627e+001  8.364952e+000  3.276661e+001  5.430886e+000  3.188125e+001  4.333474e+000  6.452393e+000  1.872851e+001
