MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.000000e+02,   -2.128956e-02,    6.694587e-03,    9.613197e-02,   -1.030430e-01,   -1.502663e-01,    1.244515e-01,    5.597958e-02,   -3.562892e-02,    8.481753e-01,    6.019790e-01,    9.250817e-02,    2.477563e-01,   -1.230264e+00,   -6.025423e-01,    1.060893e+00,    1.030372e-02,   -1.479500e-02,    1.130400e-02,    9.690600e-02,   -1.009700e-01,   -1.605600e-01,    1.194100e-01,    7.666700e-02,   -3.542800e-02,    7.657100e-03,    7.657100e-03,    8.367100e-03,    8.367100e-03,    8.367100e-03,    8.367100e-03,    1.950000e-02,    1.950000e-02,
         1,    1.584800e+02,   -2.404732e-02,    5.769466e-03,    1.214707e-01,   -1.358305e-01,   -1.829238e-01,    1.588823e-01,    6.563989e-02,   -4.116467e-02,    4.726628e-01,    1.049935e+00,    3.783934e-01,   -1.433768e-01,   -1.503302e+00,   -5.665109e-01,    1.008462e+00,    2.278555e-01,   -1.917700e-02,    1.658800e-02,    1.255600e-01,   -1.373800e-01,   -1.991700e-01,    1.527600e-01,    8.913100e-02,   -3.585700e-02,    1.030400e-02,    1.030400e-02,    1.080700e-02,    1.080700e-02,    1.080700e-02,    1.080700e-02,    2.329400e-02,    2.329400e-02,
         1,    2.511800e+02,   -2.571613e-02,    4.206470e-03,    1.553910e-01,   -1.772612e-01,   -2.247691e-01,    2.006953e-01,    7.515381e-02,   -4.858861e-02,    2.382324e-01,    1.224580e+00,    2.899222e-01,   -4.389699e-02,   -7.530135e-01,   -8.703802e-01,    7.931515e-01,    7.048875e-01,   -2.268700e-02,    1.977700e-02,    1.592800e-01,   -1.778500e-01,   -2.348700e-01,    1.890200e-01,    9.586300e-02,   -3.018400e-02,    1.271500e-02,    1.271500e-02,    1.341400e-02,    1.341400e-02,    1.341400e-02,    1.341400e-02,    2.611000e-02,    2.611000e-02,
         2,    1.000000e+02,   -1.497026e-03,   -1.433916e-03,    1.344399e-01,   -1.404326e-01,   -1.111014e-01,    1.299178e-01,   -1.306544e-02,    1.029384e-02,   -3.836246e-01,    4.785026e-01,   -2.005036e-01,    4.752602e-01,   -1.880368e-01,   -6.550723e-01,   -5.004443e-01,   -4.931796e-02,   -2.835300e-03,    2.353400e-04,    1.326500e-01,   -1.361900e-01,   -1.127800e-01,    1.240700e-01,   -1.741400e-02,    9.865300e-03,    3.488500e-03,    3.488500e-03,    8.927000e-03,    8.927000e-03,    8.927000e-03,    8.927000e-03,    8.689400e-03,    8.689400e-03,
         2,    1.584800e+02,    1.499724e-03,    2.398920e-03,    1.683994e-01,   -1.769086e-01,   -1.429619e-01,    1.673377e-01,   -1.690133e-02,    8.867088e-03,   -1.067686e+00,   -3.012213e-01,   -5.818851e-01,    1.705639e-01,    1.292919e-01,   -5.330952e-01,   -6.267092e-01,   -2.843074e-01,   -2.827500e-03,    1.178100e-03,    1.618200e-01,   -1.749800e-01,   -1.415000e-01,    1.613100e-01,   -2.370300e-02,    5.781500e-03,    4.052900e-03,    4.052900e-03,    1.130700e-02,    1.130700e-02,    1.130700e-02,    1.130700e-02,    1.085300e-02,    1.085300e-02,
         2,    2.511800e+02,    1.574985e-03,    9.844395e-03,    2.094507e-01,   -2.264834e-01,   -1.835094e-01,    2.158540e-01,   -1.842683e-02,    6.434206e-03,   -8.133971e-01,   -1.162027e+00,   -7.197139e-01,    3.988022e-01,    8.534191e-01,   -3.960303e-01,   -6.951010e-01,   -6.147363e-01,   -2.893900e-03,    3.460100e-03,    1.992300e-01,   -2.208200e-01,   -1.713900e-01,    2.102300e-01,   -2.742700e-02,   -1.525400e-03,    5.494100e-03,    5.494100e-03,    1.420100e-02,    1.420100e-02,    1.420100e-02,    1.420100e-02,    1.294800e-02,    1.294800e-02,
         3,    1.000000e+02,    1.588704e-02,   -1.717952e-02,    1.377020e-01,   -1.331191e-01,   -1.052016e-01,    1.251915e-01,   -3.267004e-02,    2.512182e-02,   -1.764950e+00,   -3.200071e-01,   -5.090889e-01,   -1.904672e+00,    9.173730e-01,   -2.562966e-01,   -1.411272e+00,    5.243742e-01,   -9.925900e-04,   -2.024000e-02,    1.331900e-01,   -1.500000e-01,   -9.707100e-02,    1.229200e-01,   -5.369800e-02,    3.293500e-02,    9.563800e-03,    9.563800e-03,    8.862900e-03,    8.862900e-03,    8.862900e-03,    8.862900e-03,    1.490000e-02,    1.490000e-02,
         3,    1.584800e+02,    2.210969e-02,   -1.736431e-02,    1.699128e-01,   -1.663666e-01,   -1.359403e-01,    1.609936e-01,   -3.917774e-02,    2.870780e-02,   -1.186449e+00,   -1.083814e+00,    1.388390e-01,   -8.241880e-01,    5.811774e-01,    1.237036e-01,   -1.527587e+00,   -7.440293e-02,    6.217200e-03,   -3.188200e-02,    1.714800e-01,   -1.756700e-01,   -1.293800e-01,    1.623900e-01,   -6.732200e-02,    2.733700e-02,    1.339500e-02,    1.339500e-02,    1.128800e-02,    1.128800e-02,    1.128800e-02,    1.128800e-02,    1.842400e-02,    1.842400e-02,
         3,    2.511800e+02,    2.643287e-02,   -1.642363e-02,    2.088954e-01,   -2.112936e-01,   -1.755402e-01,    2.072143e-01,   -4.531133e-02,    3.391688e-02,   -5.771661e-01,   -1.331759e+00,   -2.268477e-01,    6.008046e-02,    7.164377e-01,    2.560706e-01,   -1.329862e+00,   -7.250809e-01,    1.678900e-02,   -3.867600e-02,    2.057100e-01,   -2.104500e-01,   -1.654800e-01,    2.108100e-01,   -7.378900e-02,    1.839000e-02,    1.670900e-02,    1.670900e-02,    1.404200e-02,    1.404200e-02,    1.404200e-02,    1.404200e-02,    2.141400e-02,    2.141400e-02,
         4,    1.000000e+02,   -1.736228e-02,    1.604902e-02,    1.441380e-01,   -2.001281e-01,   -1.794938e-01,    2.352229e-01,    1.066275e-02,   -4.514229e-02,    1.559608e-01,   -9.236418e-02,    5.341489e-03,   -1.530479e-01,    9.311029e-01,    3.508804e-01,    7.384896e-02,   -3.365910e-01,   -1.564500e-02,    1.503200e-02,    1.442100e-01,   -2.021900e-01,   -1.669500e-01,    2.399500e-01,    1.203900e-02,   -5.141500e-02,    1.101100e-02,    1.101100e-02,    1.347200e-02,    1.347200e-02,    1.347200e-02,    1.347200e-02,    1.863600e-02,    1.863600e-02,
