MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    3.981000e+02,   -2.582510e-02,    2.932650e-03,    1.972812e-01,   -2.255431e-01,   -2.734796e-01,    2.488685e-01,    8.782200e-02,   -6.312654e-02,   -1.225752e-01,    1.129421e+00,    3.814522e-01,   -2.271843e-01,   -4.630923e-01,   -6.796340e-01,    5.525692e-01,    1.208755e+00,   -2.771300e-02,    2.032800e-02,    2.036900e-01,   -2.293600e-01,   -2.812600e-01,    2.374500e-01,    1.043300e-01,   -2.701500e-02,    1.540200e-02,    1.540200e-02,    1.680100e-02,    1.680100e-02,    1.680100e-02,    1.680100e-02,    2.987500e-02,    2.987500e-02,
         1,    6.309500e+02,   -2.512305e-02,    2.667083e-03,    2.518388e-01,   -2.905148e-01,   -3.319428e-01,    3.133523e-01,    1.007215e-01,   -8.151324e-02,   -4.494772e-01,    9.874250e-01,    7.281774e-01,   -3.179765e-01,   -6.339358e-01,   -6.767566e-01,    5.252254e-02,    1.729169e+00,   -3.363300e-02,    2.136200e-02,    2.674000e-01,   -2.973100e-01,   -3.454900e-01,    2.988900e-01,    1.024500e-01,   -2.460800e-02,    1.893300e-02,    1.893300e-02,    2.137000e-02,    2.137000e-02,    2.137000e-02,    2.137000e-02,    3.290900e-02,    3.290900e-02,
         1,    1.000000e+03,   -2.411777e-02,    4.090981e-03,    3.199901e-01,   -3.747699e-01,   -4.010331e-01,    4.011482e-01,    1.182072e-01,   -1.075485e-01,   -6.078154e-01,    1.013351e+00,    1.219552e+00,   -8.401689e-03,   -1.702155e+00,   -1.052622e+00,   -4.434955e-01,    2.026408e+00,   -3.836800e-02,    2.784900e-02,    3.533900e-01,   -3.750000e-01,   -4.476500e-01,    3.723200e-01,    1.016400e-01,   -3.185000e-02,    2.344500e-02,    2.344500e-02,    2.738700e-02,    2.738700e-02,    2.738700e-02,    2.738700e-02,    3.735600e-02,    3.735600e-02,
         2,    3.981000e+02,   -3.988489e-03,    1.818040e-02,    2.603756e-01,   -2.907606e-01,   -2.327716e-01,    2.752677e-01,   -1.653959e-02,    5.638169e-03,    8.374491e-02,   -7.891169e-01,   -7.947417e-01,    4.044294e-01,    1.189525e+00,    1.564725e-01,   -6.704289e-01,   -1.163360e+00,   -3.180200e-03,    1.056400e-02,    2.459900e-01,   -2.834400e-01,   -2.112400e-01,    2.781000e-01,   -2.671000e-02,   -1.201000e-02,    9.651800e-03,    9.651800e-03,    1.810100e-02,    1.810100e-02,    1.810100e-02,    1.810100e-02,    1.517000e-02,    1.517000e-02,
         2,    6.309500e+02,   -1.130020e-02,    2.357964e-02,    3.298347e-01,   -3.765755e-01,   -2.967545e-01,    3.561128e-01,   -1.343014e-02,    9.506699e-03,    1.758942e-01,   -5.936235e-01,   -8.931871e-01,   -1.467190e-01,    9.350470e-01,    8.694309e-01,   -5.502111e-01,   -1.772484e+00,   -8.846300e-03,    1.529800e-02,    3.085000e-01,   -3.800800e-01,   -2.744200e-01,    3.768800e-01,   -2.376200e-02,   -2.377700e-02,    1.395100e-02,    1.395100e-02,    2.388600e-02,    2.388600e-02,    2.388600e-02,    2.388600e-02,    1.877800e-02,    1.877800e-02,
         2,    1.000000e+03,   -1.827709e-02,    2.807147e-02,    4.171254e-01,   -4.874063e-01,   -3.775614e-01,    4.635480e-01,   -1.163312e-02,    1.820020e-02,   -5.189736e-01,    5.717140e-01,   -5.661285e-01,   -7.196049e-01,    2.423743e-01,    1.510647e+00,   -3.178860e-01,   -2.285624e+00,   -3.300400e-02,    4.429500e-02,    3.990200e-01,   -5.104200e-01,   -3.698100e-01,    5.118600e-01,   -1.948300e-02,   -3.824100e-02,    2.837700e-02,    2.837700e-02,    3.198100e-02,    3.198100e-02,    3.198100e-02,    3.198100e-02,    2.469400e-02,    2.469400e-02,
         3,    3.981000e+02,    2.919160e-02,   -1.834485e-02,    2.566438e-01,   -2.695733e-01,   -2.243298e-01,    2.641235e-01,   -5.340841e-02,    4.438315e-02,    1.128637e-01,   -1.106251e+00,   -4.539068e-01,    5.441683e-01,    5.382880e-01,    3.194853e-01,   -8.953886e-01,   -1.423845e+00,    3.150000e-02,   -4.097100e-02,    2.486500e-01,   -2.599900e-01,   -2.148500e-01,    2.697500e-01,   -7.511800e-02,    9.860600e-03,    2.045300e-02,    2.045300e-02,    1.761100e-02,    1.761100e-02,    1.761100e-02,    1.761100e-02,    2.424600e-02,    2.424600e-02,
         3,    6.309500e+02,    3.125984e-02,   -2.328936e-02,    3.199612e-01,   -3.489672e-01,   -2.871542e-01,    3.397613e-01,   -6.266132e-02,    5.874267e-02,    4.660703e-01,   -8.962354e-01,   -8.516751e-01,    6.636354e-01,    5.627977e-02,    2.857448e-01,   -4.338106e-01,   -1.954801e+00,    4.301600e-02,   -4.589600e-02,    3.008300e-01,   -3.340600e-01,   -2.858900e-01,    3.461800e-01,   -7.458200e-02,    5.026700e-03,    2.522400e-02,    2.522400e-02,    2.246300e-02,    2.246300e-02,    2.246300e-02,    2.246300e-02,    2.747900e-02,    2.747900e-02,
         3,    1.000000e+03,    3.527475e-02,   -3.190784e-02,    4.010016e-01,   -4.527428e-01,   -3.655747e-01,    4.392219e-01,   -7.642631e-02,    7.804512e-02,    5.404623e-01,   -1.370938e-01,   -1.182796e+00,    4.666598e-01,   -6.548154e-01,    3.489116e-01,    1.983566e-01,   -2.500958e+00,    5.053200e-02,   -3.577800e-02,    3.666000e-01,   -4.391700e-01,   -3.846200e-01,    4.493700e-01,   -7.035600e-02,    1.508300e-03,    2.823000e-02,    2.823000e-02,    2.908500e-02,    2.908500e-02,    2.908500e-02,    2.908500e-02,    3.060300e-02,    3.060300e-02,
         4,    3.981000e+02,   -4.080492e-02,    3.443293e-02,    3.418432e-01,   -4.959009e-01,   -4.193686e-01,    5.466219e-01,    6.728830e-02,   -9.049606e-02,    1.971993e-01,    1.052407e+00,   -9.043409e-01,   -6.356362e-02,    1.165916e-01,    7.841342e-01,    4.333349e-01,   -2.036546e-03,   -3.454700e-02,    6.783000e-02,    3.126900e-01,   -4.979500e-01,   -4.156100e-01,    5.719000e-01,    8.663800e-02,   -9.058700e-02,    3.173400e-02,    3.173400e-02,    3.223700e-02,    3.223700e-02,    3.223700e-02,    3.223700e-02,    4.465300e-02,    4.465300e-02,
