MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    2.511800e+01,   -1.397977e-02,    9.577085e-04,    5.547041e-02,   -4.320995e-02,   -9.057858e-02,    5.503804e-02,    3.427778e-02,   -1.976525e-02,    8.623854e-01,   -7.660321e-01,    9.324451e-03,   -3.306102e-01,    2.013870e-01,    4.932468e-01,    1.014607e+00,   -4.954132e-01,   -1.041700e-02,   -2.207000e-03,    5.551100e-02,   -4.464900e-02,   -8.970200e-02,    5.718500e-02,    4.561500e-02,   -2.530100e-02,    4.131300e-03,    4.131300e-03,    4.352700e-03,    4.352700e-03,    4.352700e-03,    4.352700e-03,    1.117400e-02,    1.117400e-02,
         1,    3.981000e+01,   -1.499478e-02,    4.113773e-03,    6.391081e-02,   -5.715519e-02,   -1.044631e-01,    7.388806e-02,    3.972439e-02,   -2.533171e-02,    1.339436e+00,   -6.333975e-01,   -3.097771e-01,    5.282205e-01,    4.125127e-01,   -6.350133e-01,    8.270466e-01,   -2.057473e-01,   -9.366600e-03,    1.452300e-03,    6.233900e-02,   -5.447500e-02,   -1.023700e-01,    7.066600e-02,    5.021300e-02,   -2.794100e-02,    4.201900e-03,    4.201900e-03,    5.074000e-03,    5.074000e-03,    5.074000e-03,    5.074000e-03,    1.268200e-02,    1.268200e-02,
         1,    6.309500e+01,   -1.778513e-02,    6.161435e-03,    7.688158e-02,   -7.672746e-02,   -1.240607e-01,    9.633305e-02,    4.764547e-02,   -3.145548e-02,    1.265527e+00,   -5.917188e-02,   -2.359957e-01,    6.851400e-01,   -1.838922e-01,   -8.492650e-01,    8.354769e-01,    4.205936e-04,   -1.094900e-02,    5.841800e-03,    7.538100e-02,   -7.237100e-02,   -1.252300e-01,    9.093300e-02,    6.052100e-02,   -3.144900e-02,    5.401800e-03,    5.401800e-03,    6.358500e-03,    6.358500e-03,    6.358500e-03,    6.358500e-03,    1.541100e-02,    1.541100e-02,
         2,    2.511800e+01,   -5.023529e-03,   -4.227132e-03,    6.514789e-02,   -6.555255e-02,   -5.149282e-02,    5.590298e-02,   -3.220356e-03,    6.191555e-03,   -8.669658e-01,   -9.668090e-02,    6.784509e-01,   -4.072049e-01,   -1.358268e+00,   -2.421912e-01,   -6.956474e-02,    5.051457e-01,   -9.093500e-03,   -4.681000e-03,    6.810600e-02,   -6.732800e-02,   -5.741500e-02,    5.484700e-02,   -3.498100e-03,    8.208400e-03,    4.694500e-03,    4.694500e-03,    4.360100e-03,    4.360100e-03,    4.360100e-03,    4.360100e-03,    3.992600e-03,    3.992600e-03,
         2,    3.981000e+01,   -4.250511e-03,   -2.370673e-03,    8.135427e-02,   -8.564539e-02,   -6.528696e-02,    7.551657e-02,   -5.284612e-03,    8.175720e-03,   -1.586217e-01,   -7.751305e-02,    9.360590e-01,   -4.109103e-01,   -1.404604e+00,    1.705153e-01,   -3.635559e-01,    3.661551e-01,   -4.874100e-03,   -2.675400e-03,    8.670900e-02,   -8.799600e-02,   -7.332200e-02,    7.649200e-02,   -7.269700e-03,    1.017500e-02,    3.931300e-03,    3.931300e-03,    5.720500e-03,    5.720500e-03,    5.720500e-03,    5.720500e-03,    5.460200e-03,    5.460200e-03,
         2,    6.309500e+01,   -3.812172e-03,   -1.632553e-03,    1.042752e-01,   -1.101857e-01,   -8.486504e-02,    9.939575e-02,   -8.735029e-03,    9.836058e-03,    5.578716e-01,    3.753225e-01,    5.960317e-01,   -1.665856e-01,   -9.934787e-01,    2.049862e-01,   -4.972943e-01,    2.180734e-01,   -2.229100e-03,   -5.675000e-04,    1.086200e-01,   -1.114000e-01,   -9.210700e-02,    1.008900e-01,   -1.230600e-02,    1.140200e-02,    2.837700e-03,    2.837700e-03,    7.289500e-03,    7.289500e-03,    7.289500e-03,    7.289500e-03,    7.180800e-03,    7.180800e-03,
         3,    3.981000e+01,    7.177524e-03,   -1.280556e-02,    8.605586e-02,   -8.497981e-02,   -6.111731e-02,    7.473462e-02,   -2.129017e-02,    1.891163e-02,   -2.788270e+00,   -4.660100e-02,   -1.824645e+00,   -1.934241e+00,    4.049694e-01,   -3.228622e-01,   -4.971151e-01,    1.516347e+00,   -1.289300e-02,   -1.314100e-02,    6.597200e-02,   -1.062700e-01,   -5.892400e-02,    7.298600e-02,   -2.598000e-02,    3.321700e-02,    7.198200e-03,    7.198200e-03,    1.100700e-02,    1.100700e-02,    5.416000e-03,    5.416000e-03,    9.434100e-03,    9.434100e-03,
         3,    6.309500e+01,    1.075713e-02,   -1.518958e-02,    1.092595e-01,   -1.065964e-01,   -8.034842e-02,    9.668545e-02,   -2.720966e-02,    2.251602e-02,   -1.985293e+00,   -4.976696e-01,   -5.411964e-01,   -2.460988e+00,    1.908788e-02,    1.847267e-01,   -1.117932e+00,    9.756575e-01,   -6.693200e-03,   -1.956400e-02,    1.042800e-01,   -1.292400e-01,   -8.021000e-02,    9.802500e-02,   -4.103400e-02,    3.458100e-02,    8.789800e-03,    8.789800e-03,    9.201000e-03,    9.201000e-03,    7.251500e-03,    7.251500e-03,    1.236600e-02,    1.236600e-02,
         4,    2.511800e+01,   -8.139004e-03,    1.093091e-02,    7.683556e-02,   -8.035199e-02,   -8.656977e-02,    1.005773e-01,   -9.306789e-03,   -1.459380e-02,   -2.583443e-01,   -1.022484e+00,   -1.065213e-01,    7.145878e-02,    4.299103e-01,   -1.202480e+00,   -7.855327e-02,   -1.808462e-01,   -9.490300e-03,    5.582700e-03,    7.620800e-02,   -7.993100e-02,   -8.403700e-02,    9.349300e-02,   -9.878500e-03,   -1.591000e-02,    5.230600e-03,    5.230600e-03,    5.891400e-03,    5.891400e-03,    5.891400e-03,    5.891400e-03,    7.278000e-03,    7.278000e-03,
         4,    3.981000e+01,   -1.196223e-02,    1.281193e-02,    9.303769e-02,   -1.072509e-01,   -1.086657e-01,    1.334436e-01,   -6.037466e-03,   -2.365353e-02,   -2.278834e-01,   -1.497030e+00,    2.109223e-02,   -4.091461e-01,    9.460987e-01,   -9.405939e-01,    6.325090e-03,   -2.723329e-01,   -1.348700e-02,    2.795300e-03,    9.319900e-02,   -1.103800e-01,   -1.014300e-01,    1.262500e-01,   -5.974700e-03,   -2.635600e-02,    6.691000e-03,    6.691000e-03,    7.647900e-03,    7.647900e-03,    7.647900e-03,    7.647900e-03,    9.923400e-03,    9.923400e-03,
